A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,430,207,592,899,335,1357,126,974,1501,123,6.04,4.0,8.42,-30.15,4.65,-52.75,1.59,-33.85,43_0016300_0016324-reel_begin_end.tiff
2,3380,200,3537,733,3282,1357,3076,974,1501,123,6.04,4.34,8.35,-21.96,4.61,-52.75,1.59,-33.85,43_0016300_0016324-reel_begin_end.tiff
3,6337,209,6497,797,6268,1355,6036,973,1501,123,6.0,3.9,8.35,-25.12,4.99,-52.65,1.59,-33.8,43_0016300_0016324-reel_begin_end.tiff
4,9277,200,9434,798,9191,1358,8979,985,1501,123,6.0,4.34,8.3,-25.17,4.74,-52.8,1.63,-34.39,43_0016300_0016324-reel_begin_end.tiff
5,12229,200,12382,815,12145,1357,11922,975,1501,123,6.18,4.34,8.42,-26.01,4.94,-52.75,1.67,-33.9,43_0016300_0016324-reel_begin_end.tiff
6,15192,200,15337,866,15102,1355,14885,973,1501,123,6.22,4.34,8.35,-28.52,4.9,-52.65,1.72,-33.8,43_0016300_0016324-reel_begin_end.tiff
7,18127,205,18281,832,18041,1356,17826,972,1501,123,6.0,4.09,8.26,-26.84,4.74,-52.7,1.59,-33.75,43_0016300_0016324-reel_begin_end.tiff
8,21070,200,21221,738,21007,1358,20766,975,1501,123,6.04,4.34,8.26,-22.21,5.12,-52.8,1.59,-33.9,43_0016300_0016324-reel_begin_end.tiff
9,24033,209,24195,925,23943,1354,23729,971,1501,123,6.09,3.9,8.46,-31.43,4.77,-52.6,1.63,-33.7,43_0016300_0016324-reel_begin_end.tiff
10,,,,,27062,351,26656,1218,1501,123,,,,,7.54,-3.11,1.59,-45.89,43_0016300_0016324-reel_begin_end.tiff
11,29920,200,30085,860,29839,1349,29616,977,1501,123,6.04,4.34,8.46,-28.23,4.86,-52.36,1.59,-34.0,43_0016300_0016324-reel_begin_end.tiff
12,32880,200,33048,847,32788,1353,32582,991,1501,123,6.04,4.34,8.51,-27.59,4.7,-52.55,1.67,-34.69,43_0016300_0016324-reel_begin_end.tiff
