A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1955,200,2146,594,1871,1352,1648,984,1501,1654,6.07,4.34,8.9,-15.2,4.83,-52.78,1.53,-34.53,43_0016175_0016199-reel_begin_end.tiff
2,4892,200,5075,797,4803,1358,4591,1000,1501,1654,6.03,4.34,8.74,-25.26,4.71,-53.08,1.57,-35.33,43_0016175_0016199-reel_begin_end.tiff
3,7850,204,,,7766,1355,7548,990,1501,1654,6.0,4.14,,,4.76,-52.93,1.53,-34.83,43_0016175_0016199-reel_begin_end.tiff
4,10801,200,,,10720,1353,10497,986,1501,1654,6.16,4.34,,,4.96,-52.83,1.66,-34.63,43_0016175_0016199-reel_begin_end.tiff
5,13738,200,,,13663,1355,13434,994,1501,1654,6.12,4.34,,,5.01,-52.93,1.62,-35.03,43_0016175_0016199-reel_begin_end.tiff
6,16698,200,16889,715,16623,1353,16391,989,1501,1654,6.12,4.34,8.94,-21.2,5.01,-52.83,1.57,-34.78,43_0016175_0016199-reel_begin_end.tiff
7,19651,210,19836,200,19559,1354,19347,989,1501,1654,6.16,3.84,8.9,4.34,4.8,-52.88,1.66,-34.78,43_0016175_0016199-reel_begin_end.tiff
8,22582,200,22765,200,22519,1353,22281,987,1501,1654,6.03,4.34,8.74,4.34,5.1,-52.83,1.57,-34.68,43_0016175_0016199-reel_begin_end.tiff
9,25538,200,25721,240,25451,1353,25237,1001,1501,1654,6.12,4.34,8.83,2.35,4.83,-52.83,1.66,-35.38,43_0016175_0016199-reel_begin_end.tiff
10,28495,200,28678,200,28414,1354,28191,973,1501,1654,6.07,4.34,8.78,4.34,4.87,-52.88,1.57,-33.99,43_0016175_0016199-reel_begin_end.tiff
11,31435,387,31615,275,31357,1353,31134,989,1501,1654,6.07,-4.93,8.74,0.62,4.92,-52.83,1.62,-34.78,43_0016175_0016199-reel_begin_end.tiff
12,34385,365,34565,364,34296,1357,34081,985,1501,1654,6.07,-3.84,8.74,-3.79,4.76,-53.03,1.57,-34.58,43_0016175_0016199-reel_begin_end.tiff
