A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,425,200,587,746,352,1353,126,972,1509,121,5.98,3.78,8.37,-22.91,4.91,-52.58,1.58,-33.95,43_0016350_0016374-reel_begin_end.tiff
2,3385,200,3547,697,3298,1357,3083,972,1509,121,5.98,3.78,8.37,-20.51,4.7,-52.77,1.54,-33.95,43_0016350_0016374-reel_begin_end.tiff
3,6332,208,6494,570,6251,1361,6036,974,1509,121,5.94,3.39,8.33,-14.3,4.75,-52.97,1.58,-34.05,43_0016350_0016374-reel_begin_end.tiff
4,9269,200,9431,460,9191,1356,8973,973,1509,121,5.9,3.78,8.28,-8.93,4.75,-52.72,1.54,-34.0,43_0016350_0016374-reel_begin_end.tiff
5,12227,200,12381,744,12132,1358,11926,974,1509,121,6.01,3.78,8.28,-22.81,4.61,-52.82,1.58,-34.05,43_0016350_0016374-reel_begin_end.tiff
6,15187,200,15341,690,15106,1353,14881,986,1509,121,6.01,3.77,8.28,-20.29,4.82,-52.85,1.51,-34.83,43_0016350_0016374-reel_begin_end.tiff
7,18123,200,18274,616,18025,1353,17816,980,1509,121,6.1,3.77,8.33,-16.65,4.66,-52.85,1.58,-34.53,43_0016350_0016374-reel_begin_end.tiff
8,21070,200,21224,616,20983,1357,20769,982,1509,121,6.06,3.77,8.33,-16.65,4.78,-53.05,1.62,-34.63,43_0016350_0016374-reel_begin_end.tiff
9,24027,200,24181,651,23946,1357,23726,990,1509,121,6.01,3.77,8.28,-18.37,4.82,-53.05,1.58,-35.02,43_0016350_0016374-reel_begin_end.tiff
10,26967,202,27121,534,26892,1354,26666,981,1509,121,6.01,3.68,8.28,-12.63,4.91,-52.9,1.58,-34.58,43_0016350_0016374-reel_begin_end.tiff
11,29923,200,30071,553,29836,1353,29619,979,1509,121,6.1,3.77,8.28,-13.56,4.82,-52.85,1.62,-34.48,43_0016350_0016374-reel_begin_end.tiff
12,32886,200,33034,631,32805,1356,32579,980,1509,121,6.15,3.77,8.33,-17.39,4.95,-53.0,1.62,-34.53,43_0016350_0016374-reel_begin_end.tiff
