A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1943,200,2105,559,1847,1357,1639,973,1503,1633,6.01,3.78,8.39,-13.77,4.6,-52.77,1.55,-34.0,43_0016375_0016399-reel_begin_end.tiff
2,4900,211,5062,477,4813,1355,4599,976,1503,1633,5.97,3.24,8.34,-9.76,4.69,-52.67,1.55,-34.15,43_0016375_0016399-reel_begin_end.tiff
3,7837,200,7996,498,7768,1352,7536,976,1503,1633,5.92,3.78,8.25,-10.79,4.91,-52.53,1.51,-34.15,43_0016375_0016399-reel_begin_end.tiff
4,10780,200,10939,463,10696,1358,10482,974,1503,1633,5.97,3.78,8.3,-9.07,4.73,-52.82,1.6,-34.05,43_0016375_0016399-reel_begin_end.tiff
5,13738,200,13909,457,13669,1357,13446,978,1503,1633,5.79,3.78,8.3,-8.78,4.78,-52.77,1.51,-34.25,43_0016375_0016399-reel_begin_end.tiff
6,16683,200,16851,487,16602,1359,16382,975,1503,1633,6.01,3.78,8.47,-10.25,4.82,-52.87,1.6,-34.1,43_0016375_0016399-reel_begin_end.tiff
7,19633,200,19792,529,19549,1356,19326,974,1503,1633,6.01,3.78,8.34,-12.3,4.78,-52.72,1.51,-34.05,43_0016375_0016399-reel_begin_end.tiff
8,22596,200,22749,465,22509,1357,22289,973,1503,1633,6.05,3.78,8.3,-9.17,4.78,-52.77,1.55,-34.0,43_0016375_0016399-reel_begin_end.tiff
9,25527,200,25698,462,25463,1357,25229,973,1503,1633,5.92,3.78,8.43,-9.03,4.98,-52.77,1.55,-34.0,43_0016375_0016399-reel_begin_end.tiff
10,28476,204,28635,655,28389,1358,28172,972,1503,1633,6.05,3.59,8.39,-18.46,4.78,-52.82,1.6,-33.95,43_0016375_0016399-reel_begin_end.tiff
11,31443,200,31602,701,31359,1354,31136,976,1503,1633,6.01,3.78,8.34,-20.71,4.78,-52.63,1.51,-34.15,43_0016375_0016399-reel_begin_end.tiff
12,34389,211,34545,720,34299,1355,34079,973,1503,1633,6.1,3.24,8.39,-21.64,4.78,-52.67,1.55,-34.0,43_0016375_0016399-reel_begin_end.tiff
