A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
1.0,1981.0,592.0,2068.0,654.0,1892.0,1353.0,1646.0,1037.0,1501.0,1648.0,6.44,-14.91,7.7,-17.95,5.14,-52.28,1.57,-36.76,114,43_0016075_0016099-reel_begin_end,1221,,
2.0,4921.0,548.0,,,4826.0,1351.0,4588.0,1032.0,1501.0,1648.0,6.44,-12.75,,,5.06,-52.18,1.6,-36.52,114,43_0016075_0016099-reel_begin_end,1222,,
3.0,7863.0,590.0,,,7767.0,1351.0,7536.0,1036.0,1501.0,1648.0,6.32,-14.81,,,4.92,-52.18,1.57,-36.71,114,43_0016075_0016099-reel_begin_end,1223,,
4.0,10826.0,499.0,,,10727.0,1352.0,10501.0,1039.0,1501.0,1648.0,6.36,-10.34,,,4.92,-52.23,1.64,-36.86,114,43_0016075_0016099-reel_begin_end,1224,,
5.0,13709.0,508.0,,,13616.0,1354.0,13446.0,1034.0,1501.0,1648.0,5.39,-10.78,,,4.04,-52.33,1.57,-36.61,114,43_0016075_0016099-reel_begin_end,1225,,
6.0,16597.0,507.0,,,16553.0,1354.0,16377.0,1056.0,1501.0,1648.0,4.63,-10.73,,,3.99,-52.33,1.44,-37.69,114,43_0016075_0016099-reel_begin_end,1226,,
7.0,19511.0,552.0,,,19424.0,1516.0,19346.0,1033.0,1501.0,1648.0,3.97,-12.94,,,2.7,-60.29,1.57,-36.57,114,43_0016075_0016099-reel_begin_end,1227,,
8.0,22488.0,382.0,,,22407.0,1530.0,22303.0,1041.0,1501.0,1648.0,4.21,-4.59,,,3.04,-60.97,1.53,-36.96,114,43_0016075_0016099-reel_begin_end,1228,,
9.0,25561.0,567.0,,,25466.0,1352.0,25243.0,1049.0,1501.0,1648.0,6.14,-13.68,,,4.76,-52.23,1.53,-37.35,114,43_0016075_0016099-reel_begin_end,1229,,
10.0,28515.0,573.0,,,28423.0,1351.0,28191.0,1043.0,1501.0,1648.0,6.06,-13.97,,,4.72,-52.18,1.35,-37.06,114,43_0016075_0016099-reel_begin_end,1230,,
11.0,31480.0,232.0,,,31370.0,1352.0,31158.0,1049.0,1501.0,1648.0,6.28,2.77,,,4.68,-52.23,1.6,-37.35,114,43_0016075_0016099-reel_begin_end,1231,,
12.0,34411.0,218.0,,,34316.0,1344.0,34098.0,1056.0,1501.0,1648.0,6.14,3.46,,,4.76,-51.84,1.6,-37.69,114,43_0016075_0016099-reel_begin_end,1232,,
1.0,448.0,516.0,575.0,485.0,358.0,1353.0,135.0,1033.0,1506.0,135.0,6.17,-11.74,8.02,-10.22,4.85,-52.85,1.6,-37.13,114,43_0016100_0016124-reel_begin_end,1208,,
2.0,3395.0,526.0,3522.0,523.0,3305.0,1354.0,3085.0,1035.0,1506.0,135.0,6.12,-12.24,7.98,-12.09,4.81,-52.9,1.6,-37.23,114,43_0016100_0016124-reel_begin_end,1209,,
3.0,6335.0,602.0,6462.0,484.0,6242.0,1352.0,6028.0,1048.0,1506.0,135.0,6.12,-15.97,7.98,-10.17,4.76,-52.8,1.64,-37.87,114,43_0016100_0016124-reel_begin_end,1210,,
4.0,9298.0,539.0,9405.0,605.0,9211.0,1354.0,8991.0,1057.0,1506.0,135.0,6.17,-12.87,7.73,-16.11,4.9,-52.9,1.69,-38.31,114,43_0016100_0016124-reel_begin_end,1211,,
