A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2068,300,2730,663,1469,1373,1036,947,1501,1012,16.1,-1.73,25.93,-19.3,7.21,-53.65,0.78,-33.04,44_0008225_0008249-reel_begin_end.tiff
2,5105,300,5743,525,4714,1370,4063,947,1501,1012,16.2,-1.73,25.68,-12.62,10.4,-53.51,0.73,-33.04,44_0008225_0008249-reel_begin_end.tiff
3,8126,300,8756,682,7520,1374,7073,948,1501,1012,16.37,-1.73,25.72,-20.21,7.37,-53.7,0.73,-33.09,44_0008225_0008249-reel_begin_end.tiff
4,11143,300,11742,654,10527,1377,10069,951,1501,1012,16.62,-1.73,25.52,-18.86,7.47,-53.85,0.67,-33.23,44_0008225_0008249-reel_begin_end.tiff
5,14177,300,14748,565,13547,1371,13093,949,1501,1012,16.83,-1.73,25.31,-14.55,7.47,-53.56,0.73,-33.14,44_0008225_0008249-reel_begin_end.tiff
6,17204,300,17775,651,16556,1373,16113,948,1501,1012,16.93,-1.73,25.41,-18.71,7.31,-53.65,0.73,-33.09,44_0008225_0008249-reel_begin_end.tiff
7,20204,300,20765,612,19567,1377,19113,949,1501,1012,16.93,-1.73,25.26,-16.83,7.47,-53.85,0.73,-33.14,44_0008225_0008249-reel_begin_end.tiff
8,23227,300,23771,585,22587,1376,22129,948,1501,1012,16.98,-1.73,25.06,-15.52,7.47,-53.8,0.67,-33.09,44_0008225_0008249-reel_begin_end.tiff
9,26254,300,26808,747,25603,1375,25153,949,1501,1012,17.08,-1.73,25.31,-23.36,7.41,-53.75,0.73,-33.14,44_0008225_0008249-reel_begin_end.tiff
10,29251,300,29791,652,28593,1371,28160,948,1501,1012,17.04,-1.73,25.06,-18.76,7.27,-53.56,0.84,-33.09,44_0008225_0008249-reel_begin_end.tiff
11,32250,300,32811,533,31644,1371,31166,950,1501,1012,16.72,-1.73,25.06,-13.0,7.73,-53.56,0.63,-33.18,44_0008225_0008249-reel_begin_end.tiff
12,35291,300,35838,628,34650,1368,34189,951,1501,1012,17.04,-1.73,25.16,-17.6,7.52,-53.41,0.67,-33.23,44_0008225_0008249-reel_begin_end.tiff
