A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1607,357,2038,750,1470,1426,1022,1046,1496,1018,9.01,-4.64,15.34,-23.6,7.0,-56.22,0.43,-37.89,44_0007575_0007599-reel_begin_end.tiff
2,4625,321,5027,917,4484,1425,4041,1036,1496,1018,9.13,-2.9,15.03,-31.66,7.06,-56.17,0.56,-37.4,44_0007575_0007599-reel_begin_end.tiff
3,7621,339,8015,873,7488,1428,7037,1042,1496,1018,9.07,-3.77,14.85,-29.54,7.12,-56.32,0.51,-37.69,44_0007575_0007599-reel_begin_end.tiff
4,10651,329,11016,1001,10535,1429,10062,1041,1496,1018,9.07,-3.29,14.43,-35.71,7.37,-56.37,0.43,-37.64,44_0007575_0007599-reel_begin_end.tiff
5,13667,334,14065,1038,13526,1428,13082,1037,1496,1018,9.01,-3.53,14.85,-37.5,6.95,-56.32,0.43,-37.45,44_0007575_0007599-reel_begin_end.tiff
6,16667,346,17077,939,16522,1426,16082,1039,1496,1018,9.01,-4.11,15.03,-32.72,6.89,-56.22,0.43,-37.55,44_0007575_0007599-reel_begin_end.tiff
7,19683,324,20060,1007,19505,1422,19102,1036,1496,1018,8.96,-3.05,14.49,-36.0,6.34,-56.03,0.43,-37.4,44_0007575_0007599-reel_begin_end.tiff
8,22711,348,23113,998,22549,1422,22122,1043,1496,1018,9.07,-4.21,14.97,-35.57,6.7,-56.03,0.43,-37.74,44_0007575_0007599-reel_begin_end.tiff
9,25711,357,26113,1006,25607,1426,25127,1036,1496,1018,9.07,-4.64,14.97,-35.96,7.55,-56.22,0.51,-37.4,44_0007575_0007599-reel_begin_end.tiff
10,28723,353,29146,1039,28615,1428,28142,1037,1496,1018,8.96,-4.45,15.16,-37.55,7.37,-56.32,0.43,-37.45,44_0007575_0007599-reel_begin_end.tiff
11,31751,360,32166,1024,31635,1427,31167,1036,1496,1018,9.07,-4.78,15.16,-36.82,7.37,-56.27,0.51,-37.4,44_0007575_0007599-reel_begin_end.tiff
12,34755,352,35385,1153,34610,1426,34167,1039,1496,1018,9.13,-4.4,18.37,-43.05,7.0,-56.22,0.51,-37.55,44_0007575_0007599-reel_begin_end.tiff
