A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1627,399,2053,794,1506,1429,1021,1051,1508,1014,9.4,-5.86,15.65,-25.3,7.62,-56.56,0.5,-37.95,44_0007925_0007949-reel_begin_end.tiff
2,4668,390,5035,614,4505,1427,4045,1047,1508,1014,9.7,-5.42,15.09,-16.45,7.31,-56.46,0.56,-37.76,44_0007925_0007949-reel_begin_end.tiff
3,7665,367,8021,402,7505,1424,7045,1047,1508,1014,9.66,-4.29,14.89,-6.01,7.31,-56.31,0.56,-37.76,44_0007925_0007949-reel_begin_end.tiff
4,10678,337,11062,521,10525,1424,10061,1045,1508,1014,9.56,-2.81,15.19,-11.87,7.31,-56.31,0.5,-37.66,44_0007925_0007949-reel_begin_end.tiff
5,13701,360,14096,406,13535,1423,13081,1046,1508,1014,9.6,-3.94,15.4,-6.21,7.16,-56.26,0.5,-37.71,44_0007925_0007949-reel_begin_end.tiff
6,16701,412,17106,502,16562,1428,16088,1046,1508,1014,9.45,-6.5,15.4,-10.93,7.41,-56.51,0.45,-37.71,44_0007925_0007949-reel_begin_end.tiff
7,19714,535,20130,637,19569,1421,19098,1094,1508,1014,9.5,-12.56,15.61,-17.58,7.37,-56.16,0.45,-40.07,44_0007925_0007949-reel_begin_end.tiff
8,22738,587,23160,583,22585,1424,22121,1094,1508,1014,9.56,-15.12,15.75,-14.92,7.31,-56.31,0.5,-40.07,44_0007925_0007949-reel_begin_end.tiff
9,25741,569,26181,580,25572,1423,25128,1091,1508,1014,9.5,-14.23,15.96,-14.77,7.02,-56.26,0.5,-39.92,44_0007925_0007949-reel_begin_end.tiff
10,28744,618,29198,591,28595,1430,28138,1097,1508,1014,9.4,-16.64,16.06,-15.31,7.21,-56.61,0.5,-40.22,44_0007925_0007949-reel_begin_end.tiff
11,31771,566,32239,615,31629,1428,31162,1094,1508,1014,9.5,-14.08,16.37,-16.49,7.41,-56.51,0.56,-40.07,44_0007925_0007949-reel_begin_end.tiff
12,34774,590,35252,655,34629,1427,34168,1094,1508,1014,9.4,-15.26,16.41,-18.46,7.27,-56.46,0.5,-40.07,44_0007925_0007949-reel_begin_end.tiff
