A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3442,470,4093,822,3002,1431,2538,1061,1501,2524,13.88,-10.37,23.5,-27.31,7.39,-56.62,0.54,-38.81,44_0008050_0008074-reel_begin_end.tiff
2,6449,435,7096,859,5998,1428,5545,1061,1501,2524,13.84,-8.69,23.39,-29.09,7.18,-56.48,0.49,-38.81,44_0008050_0008074-reel_begin_end.tiff
3,9472,484,10123,863,9056,1426,8568,1061,1501,2524,13.74,-11.05,23.35,-29.29,7.59,-56.38,0.39,-38.81,44_0008050_0008074-reel_begin_end.tiff
4,12496,641,13143,959,12070,1429,11575,1063,1501,2524,14.09,-18.6,23.64,-33.91,7.8,-56.52,0.49,-38.91,44_0008050_0008074-reel_begin_end.tiff
5,15495,495,16143,895,15063,1426,14585,1060,1501,2524,13.93,-11.58,23.5,-30.83,7.55,-56.38,0.49,-38.77,44_0008050_0008074-reel_begin_end.tiff
6,18512,467,19153,753,18055,1429,17605,1058,1501,2524,13.88,-10.23,23.35,-23.99,7.14,-56.52,0.49,-38.67,44_0008050_0008074-reel_begin_end.tiff
7,21536,457,22177,722,21100,1422,20615,1057,1501,2524,14.09,-9.75,23.56,-22.5,7.65,-56.19,0.49,-38.62,44_0008050_0008074-reel_begin_end.tiff
8,24536,480,25187,678,24086,1429,23618,1059,1501,2524,14.09,-10.85,23.7,-20.38,7.45,-56.52,0.54,-38.72,44_0008050_0008074-reel_begin_end.tiff
9,27552,447,28189,774,27081,1427,26648,1061,1501,2524,13.88,-9.27,23.29,-25.0,6.93,-56.43,0.54,-38.81,44_0008050_0008074-reel_begin_end.tiff
10,30569,482,31199,855,30125,1425,29661,1057,1501,2524,13.84,-10.95,23.14,-28.9,7.28,-56.33,0.43,-38.62,44_0008050_0008074-reel_begin_end.tiff
11,33565,484,34192,937,33136,1426,32658,1058,1501,2524,13.78,-11.05,23.04,-32.85,7.45,-56.38,0.39,-38.67,44_0008050_0008074-reel_begin_end.tiff
12,36585,452,37215,768,36159,1426,35678,1058,1501,2524,13.78,-9.51,23.08,-24.71,7.49,-56.38,0.39,-38.67,44_0008050_0008074-reel_begin_end.tiff
