A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3421,310,4138,637,3019,1429,2524,1054,1497,2517,13.68,-1.95,24.2,-17.96,7.77,-56.72,0.51,-38.37,44_0008100_0008124-reel_begin_end.tiff
2,6437,329,7106,610,6008,1434,5544,1050,1497,2517,13.62,-2.88,23.44,-16.64,7.32,-56.96,0.51,-38.17,44_0008100_0008124-reel_begin_end.tiff
3,9460,352,10184,812,9069,1428,8567,1049,1497,2517,13.51,-4.01,24.14,-26.52,7.77,-56.67,0.4,-38.12,44_0008100_0008124-reel_begin_end.tiff
4,12457,300,13201,657,12038,1431,11567,1049,1497,2517,13.47,-1.47,24.39,-18.94,7.32,-56.82,0.4,-38.12,44_0008100_0008124-reel_begin_end.tiff
5,15470,300,16208,662,15058,1434,14580,1049,1497,2517,13.51,-1.47,24.35,-19.18,7.47,-56.96,0.45,-38.12,44_0008100_0008124-reel_begin_end.tiff
6,18501,300,19200,652,18068,1431,17607,1051,1497,2517,13.68,-1.47,23.94,-18.69,7.32,-56.82,0.55,-38.22,44_0008100_0008124-reel_begin_end.tiff
7,21507,300,22203,768,21085,1429,20610,1048,1497,2517,13.62,-1.47,23.84,-24.37,7.42,-56.72,0.45,-38.07,44_0008100_0008124-reel_begin_end.tiff
8,24521,300,25221,698,24095,1430,23617,1049,1497,2517,13.82,-1.47,24.1,-20.94,7.57,-56.77,0.55,-38.12,44_0008100_0008124-reel_begin_end.tiff
9,27541,300,28233,645,27122,1432,26647,1051,1497,2517,13.68,-1.47,23.84,-18.35,7.52,-56.87,0.55,-38.22,44_0008100_0008124-reel_begin_end.tiff
10,30551,300,31233,521,30145,1431,29650,1051,1497,2517,13.68,-1.47,23.69,-12.28,7.71,-56.82,0.45,-38.22,44_0008100_0008124-reel_begin_end.tiff
11,33558,450,34233,852,33114,1425,32657,1059,1497,2517,13.78,-8.81,23.69,-28.48,7.26,-56.52,0.55,-38.61,44_0008100_0008124-reel_begin_end.tiff
12,36578,426,37253,684,36162,1426,35674,1064,1497,2517,13.78,-7.63,23.69,-20.26,7.67,-56.57,0.51,-38.86,44_0008100_0008124-reel_begin_end.tiff
