A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1416,728,1666,869,930,1411,494,1081,1492,491,14.68,-22.77,18.37,-29.54,7.52,-55.55,1.09,-39.71,40_0015775_0015799-reel_begin_end.tiff
2,4396,587,4639,634,3953,1413,3511,1080,1492,491,14.09,-16.0,17.67,-18.26,7.56,-55.65,1.05,-39.66,40_0015775_0015799-reel_begin_end.tiff
3,7391,611,7613,837,6952,1410,6534,1080,1492,491,13.72,-17.15,17.0,-28.0,7.25,-55.5,1.09,-39.66,40_0015775_0015799-reel_begin_end.tiff
4,10364,616,10589,833,9939,1410,9539,1080,1492,491,13.21,-17.39,16.52,-27.81,6.95,-55.5,1.05,-39.66,40_0015775_0015799-reel_begin_end.tiff
5,13349,607,13567,891,12970,1408,12552,1079,1492,491,12.84,-16.96,16.05,-30.59,7.25,-55.41,1.09,-39.62,40_0015775_0015799-reel_begin_end.tiff
6,16339,583,16550,839,16004,1409,15582,1081,1492,491,12.25,-15.81,15.36,-28.1,7.31,-55.46,1.09,-39.71,40_0015775_0015799-reel_begin_end.tiff
7,19315,628,19522,714,19029,1412,18587,1082,1492,491,11.78,-17.97,14.83,-22.1,7.56,-55.6,1.05,-39.76,40_0015775_0015799-reel_begin_end.tiff
8,22282,608,22486,661,22015,1410,21597,1082,1492,491,11.25,-17.01,14.25,-19.55,7.31,-55.5,1.15,-39.76,40_0015775_0015799-reel_begin_end.tiff
9,25277,569,25488,689,25045,1410,24623,1080,1492,491,10.73,-15.14,13.84,-20.9,7.31,-55.5,1.09,-39.66,40_0015775_0015799-reel_begin_end.tiff
10,28252,564,,,28060,1413,27631,1081,1492,491,10.14,-14.9,,,7.31,-55.65,0.99,-39.71,40_0015775_0015799-reel_begin_end.tiff
11,31224,568,,,31070,1413,30638,1079,1492,491,9.73,-15.09,,,7.46,-55.65,1.09,-39.62,40_0015775_0015799-reel_begin_end.tiff
12,34205,584,34441,905,34098,1417,33666,1079,1492,491,8.93,-15.86,12.41,-31.26,7.36,-55.84,0.99,-39.62,40_0015775_0015799-reel_begin_end.tiff
