A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2652,439,,,2259,1405,1749,1058,1492,1749,13.25,-8.52,,,7.49,-55.97,0.02,-38.93,40_0015025_0015049-reel_begin_end.tiff
2,5674,482,,,5299,1407,4767,1060,1492,1749,13.35,-10.63,,,7.86,-56.07,0.06,-39.02,40_0015025_0015049-reel_begin_end.tiff
3,8667,457,,,8292,1407,7764,1060,1492,1749,13.25,-9.4,,,7.75,-56.07,0.02,-39.02,40_0015025_0015049-reel_begin_end.tiff
4,11681,486,12059,797,11291,1403,10777,1057,1492,1749,13.31,-10.83,18.84,-26.11,7.59,-55.87,0.06,-38.88,40_0015025_0015049-reel_begin_end.tiff
5,14701,480,15126,826,14318,1403,13797,1057,1492,1749,13.31,-10.53,19.53,-27.53,7.69,-55.87,0.06,-38.88,40_0015025_0015049-reel_begin_end.tiff
6,17697,462,18458,1007,17486,1410,16794,1061,1492,1749,13.25,-9.65,24.4,-36.42,10.16,-56.22,0.02,-39.07,40_0015025_0015049-reel_begin_end.tiff
7,20706,464,21088,659,20477,1406,19799,1059,1492,1749,13.31,-9.75,18.9,-19.33,9.95,-56.02,0.02,-38.98,40_0015025_0015049-reel_begin_end.tiff
8,23726,458,24197,997,23333,1407,22826,1058,1492,1749,13.31,-9.45,20.21,-35.93,7.55,-56.07,0.12,-38.93,40_0015025_0015049-reel_begin_end.tiff
9,26729,452,27326,1056,26511,1404,25826,1056,1492,1749,13.35,-9.16,22.1,-38.83,10.16,-55.92,0.12,-38.83,40_0015025_0015049-reel_begin_end.tiff
10,29729,461,30136,872,29536,1403,28826,1057,1492,1749,13.35,-9.6,19.31,-29.79,10.52,-55.87,0.12,-38.88,40_0015025_0015049-reel_begin_end.tiff
11,32753,460,33238,960,32374,1409,31849,1060,1492,1749,13.31,-9.55,20.41,-34.11,7.75,-56.17,0.06,-39.02,40_0015025_0015049-reel_begin_end.tiff
12,35755,493,36237,990,35373,1407,34852,1060,1492,1749,13.25,-11.17,20.31,-35.59,7.65,-56.07,0.02,-39.02,40_0015025_0015049-reel_begin_end.tiff
