A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2655,651,2998,1199,2276,1405,1758,1230,1492,1755,13.15,-19.07,18.17,-45.38,7.6,-55.26,0.01,-46.86,40_0015175_0015199-reel_begin_end.tiff
2,5635,645,5992,735,5249,1404,4738,1229,1492,1755,13.15,-18.78,18.38,-23.1,7.49,-55.22,0.01,-46.82,40_0015175_0015199-reel_begin_end.tiff
3,8655,648,9012,716,8269,1405,7758,1229,1492,1755,13.15,-18.93,18.38,-22.19,7.49,-55.26,0.01,-46.82,40_0015175_0015199-reel_begin_end.tiff
4,11671,655,12039,1030,11282,1407,10775,1231,1492,1755,13.09,-19.26,18.48,-37.26,7.39,-55.36,-0.04,-46.91,40_0015175_0015199-reel_begin_end.tiff
5,14668,641,15018,878,14290,1405,13768,1229,1492,1755,13.19,-18.59,18.32,-29.97,7.65,-55.26,0.01,-46.82,40_0015175_0015199-reel_begin_end.tiff
6,17681,634,18020,1089,17295,1404,16785,1230,1492,1755,13.09,-18.26,18.06,-40.1,7.44,-55.22,-0.04,-46.86,40_0015175_0015199-reel_begin_end.tiff
7,20708,652,21037,1180,20347,1405,19805,1231,1492,1755,13.19,-19.12,18.01,-44.46,7.9,-55.26,-0.04,-46.91,40_0015175_0015199-reel_begin_end.tiff
8,23708,631,24040,1206,23330,1405,22808,1230,1492,1755,13.19,-18.11,18.06,-45.71,7.65,-55.26,0.01,-46.86,40_0015175_0015199-reel_begin_end.tiff
9,26725,669,27053,1041,26328,1407,25825,1231,1492,1755,13.15,-19.94,17.95,-37.79,7.33,-55.36,-0.04,-46.91,40_0015175_0015199-reel_begin_end.tiff
10,29754,632,30089,1122,29368,1402,28850,1228,1492,1755,13.15,-18.16,18.06,-41.68,7.49,-55.12,-0.1,-46.77,40_0015175_0015199-reel_begin_end.tiff
11,32724,679,33059,875,32309,1406,31820,1229,1492,1755,13.15,-20.42,18.06,-29.82,7.07,-55.31,-0.1,-46.82,40_0015175_0015199-reel_begin_end.tiff
12,35731,685,36056,1107,35327,1405,34831,1229,1492,1755,13.25,-20.7,18.01,-40.96,7.33,-55.26,0.07,-46.82,40_0015175_0015199-reel_begin_end.tiff
