A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2257,696,2911,1237,1890,1409,1372,1238,1492,1368,12.92,-20.62,22.45,-47.19,7.58,-55.64,0.03,-47.24,40_0015350_0015374-reel_begin_end.tiff
2,5277,635,5913,1262,4909,1405,4395,1234,1492,1368,12.82,-17.62,22.08,-48.42,7.46,-55.45,-0.03,-47.05,40_0015350_0015374-reel_begin_end.tiff
3,8297,619,8915,1199,7933,1405,7415,1233,1492,1368,12.82,-16.84,21.82,-45.33,7.52,-55.45,-0.03,-47.0,40_0015350_0015374-reel_begin_end.tiff
4,11234,653,11835,1197,10863,1407,10349,1235,1492,1368,12.92,-18.51,21.68,-45.23,7.52,-55.54,0.03,-47.09,40_0015350_0015374-reel_begin_end.tiff
5,14254,638,14851,1174,13887,1410,13369,1238,1492,1368,12.92,-17.77,21.62,-44.1,7.58,-55.69,0.03,-47.24,40_0015350_0015374-reel_begin_end.tiff
6,17284,822,17888,1341,16902,1408,16395,1397,1492,1368,12.92,-26.81,21.72,-52.3,7.36,-55.59,-0.03,-55.05,40_0015350_0015374-reel_begin_end.tiff
7,20284,830,20912,1359,19919,1410,19402,1396,1492,1368,12.78,-27.2,21.92,-53.19,7.46,-55.69,-0.07,-55.0,40_0015350_0015374-reel_begin_end.tiff
8,23294,812,,,22915,1403,22415,1390,1492,1368,12.78,-26.32,,,7.26,-55.35,-0.03,-54.71,40_0015350_0015374-reel_begin_end.tiff
9,26325,799,26664,854,25939,1405,25443,1391,1492,1368,12.78,-25.68,17.71,-28.38,7.15,-55.45,-0.07,-54.76,40_0015350_0015374-reel_begin_end.tiff
10,29332,834,29686,850,28968,1488,28450,1434,1492,1368,12.88,-27.4,18.03,-28.18,7.58,-59.52,0.03,-56.87,40_0015350_0015374-reel_begin_end.tiff
11,32338,840,32692,856,31978,1406,31456,1393,1492,1368,12.82,-27.69,17.98,-28.48,7.58,-55.49,-0.03,-54.86,40_0015350_0015374-reel_begin_end.tiff
12,35365,829,35729,875,34986,1404,34486,1393,1492,1368,12.78,-27.15,18.08,-29.41,7.26,-55.4,-0.03,-54.86,40_0015350_0015374-reel_begin_end.tiff
