A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2649,614,3349,1210,2467,1404,1742,1222,1492,1742,13.31,-17.08,23.62,-45.85,10.62,-55.22,-0.06,-46.43,40_0014975_0014999-reel_begin_end.tiff
2,5673,613,6373,1228,5476,1405,4769,1221,1492,1742,13.36,-17.03,23.68,-46.72,10.46,-55.27,0.04,-46.38,40_0014975_0014999-reel_begin_end.tiff
3,8676,626,9372,1214,8515,1402,7772,1221,1492,1742,13.26,-17.66,23.52,-46.04,10.89,-55.12,-0.06,-46.38,40_0014975_0014999-reel_begin_end.tiff
4,11683,636,12365,1258,11493,1403,10779,1221,1492,1742,13.36,-18.14,23.41,-48.17,10.56,-55.17,0.04,-46.38,40_0014975_0014999-reel_begin_end.tiff
5,14709,654,15374,1139,14491,1402,13802,1218,1492,1742,13.31,-19.01,23.11,-42.42,10.09,-55.12,-0.06,-46.24,40_0014975_0014999-reel_begin_end.tiff
6,17719,616,18362,1135,17512,1404,16812,1222,1492,1742,13.31,-17.18,22.78,-42.23,10.25,-55.22,-0.06,-46.43,40_0014975_0014999-reel_begin_end.tiff
7,20716,629,21344,1123,20494,1406,19809,1224,1492,1742,13.26,-17.8,22.52,-41.65,9.99,-55.31,-0.11,-46.53,40_0014975_0014999-reel_begin_end.tiff
8,23743,644,24643,1067,23507,1405,22832,1221,1492,1742,13.36,-18.53,26.63,-38.95,9.89,-55.27,-0.06,-46.38,40_0014975_0014999-reel_begin_end.tiff
9,26756,603,27231,913,26603,1401,25849,1218,1492,1742,13.41,-16.55,20.41,-31.51,11.15,-55.07,0.04,-46.24,40_0014975_0014999-reel_begin_end.tiff
10,29753,621,30328,1163,29588,1401,28842,1218,1492,1742,13.36,-17.42,21.84,-43.58,10.93,-55.07,-0.06,-46.24,40_0014975_0014999-reel_begin_end.tiff
11,32770,659,33145,901,32548,1406,31856,1221,1492,1742,13.47,-19.25,18.99,-30.93,10.2,-55.31,-0.0,-46.38,40_0014975_0014999-reel_begin_end.tiff
12,35790,636,36119,960,35629,1405,34876,1222,1492,1742,13.47,-18.14,18.32,-33.78,11.09,-55.27,-0.0,-46.43,40_0014975_0014999-reel_begin_end.tiff
