A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2038,502,2259,646,937,1410,495,1064,1492,485,24.02,-12.02,27.29,-18.97,7.7,-55.85,1.14,-39.15,40_0015825_0015849-reel_begin_end.tiff
2,5061,502,5283,636,3947,1409,3515,1065,1492,485,24.06,-12.02,27.35,-18.49,7.55,-55.8,1.14,-39.2,40_0015825_0015849-reel_begin_end.tiff
3,8078,501,8303,705,6974,1411,6531,1065,1492,485,24.02,-11.97,27.35,-21.82,7.65,-55.9,1.09,-39.2,40_0015825_0015849-reel_begin_end.tiff
4,11081,500,11306,584,9977,1409,9538,1064,1492,485,24.06,-11.92,27.4,-15.98,7.7,-55.8,1.19,-39.15,40_0015825_0015849-reel_begin_end.tiff
5,14108,507,14333,686,12993,1409,12561,1065,1492,485,24.02,-12.26,27.35,-20.9,7.49,-55.8,1.09,-39.2,40_0015825_0015849-reel_begin_end.tiff
6,17128,500,17356,657,16010,1409,15585,1064,1492,485,24.02,-11.92,27.4,-19.5,7.44,-55.8,1.14,-39.15,40_0015825_0015849-reel_begin_end.tiff
7,20131,512,20363,687,18999,1411,18585,1066,1492,485,24.06,-12.5,27.5,-20.95,7.28,-55.9,1.14,-39.24,40_0015825_0015849-reel_begin_end.tiff
8,23151,514,23380,582,22062,1410,21608,1066,1492,485,24.06,-12.6,27.46,-15.88,7.92,-55.85,1.19,-39.24,40_0015825_0015849-reel_begin_end.tiff
9,26178,506,26413,607,25070,1410,24635,1065,1492,485,24.02,-12.21,27.5,-17.09,7.59,-55.85,1.14,-39.2,40_0015825_0015849-reel_begin_end.tiff
10,29170,493,29403,672,28052,1409,27635,1063,1492,485,23.9,-11.58,27.35,-20.22,7.33,-55.8,1.14,-39.1,40_0015825_0015849-reel_begin_end.tiff
11,32165,507,32401,656,31080,1409,30651,1063,1492,485,23.53,-12.26,27.03,-19.45,7.44,-55.8,1.09,-39.1,40_0015825_0015849-reel_begin_end.tiff
12,35150,504,35389,769,34285,1412,33682,1063,1492,485,23.01,-12.11,26.55,-24.91,10.19,-55.95,1.25,-39.1,40_0015825_0015849-reel_begin_end.tiff
