A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
12,34926.0,512.0,35112.0,866.0,34794,1409,34527,1221,1492,1742,5.9,-11.5,8.61,-28.99,3.98,-55.82,0.09,-46.53,107,40_0014925_0014949-reel_begin_end,687,-77.912994,166.780701
1,1154.0,634.0,1672.0,950.0,936,1408,237,1224,1492,240,13.4,-18.26,20.99,-33.42,10.21,-55.41,-0.03,-46.58,107,40_0014950_0014974-reel_begin_end,663,-78.079803,168.9944
2,4172.0,653.0,4643.0,1090.0,3764,1405,3254,1219,1492,240,13.52,-19.17,20.42,-40.14,7.54,-55.26,0.07,-46.34,107,40_0014950_0014974-reel_begin_end,664,-78.072296,168.896896
3,7188.0,632.0,7656.0,1075.0,6799,1406,6274,1218,1492,240,13.46,-18.16,20.32,-39.42,7.76,-55.31,0.07,-46.29,107,40_0014950_0014974-reel_begin_end,665,-78.066101,168.803604
4,10188.0,626.0,10638.0,1045.0,9781,1405,9270,1221,1492,240,13.46,-17.87,20.05,-37.98,7.5,-55.26,0.01,-46.43,107,40_0014950_0014974-reel_begin_end,666,-78.058502,168.704697
5,13198.0,624.0,13623.0,995.0,12809,1412,12280,1226,1492,240,13.46,-17.78,19.69,-35.58,7.76,-55.6,0.01,-46.67,107,40_0014950_0014974-reel_begin_end,667,-78.052399,168.612701
6,16218.0,644.0,16625.0,968.0,15811,1408,15300,1224,1492,240,13.46,-18.74,19.42,-34.29,7.5,-55.41,0.01,-46.58,107,40_0014950_0014974-reel_begin_end,668,-78.044098,168.511002
7,19221.0,623.0,19607.0,944.0,18835,1408,18307,1220,1492,240,13.36,-17.73,19.01,-33.14,7.7,-55.41,-0.03,-46.38,107,40_0014950_0014974-reel_begin_end,669,-78.035904,168.417694
8,22224.0,645.0,22592.0,925.0,21849,1403,21310,1218,1492,240,13.4,-18.78,18.79,-32.22,7.91,-55.17,0.01,-46.29,107,40_0014950_0014974-reel_begin_end,670,-78.030396,168.325699
9,25258.0,622.0,25608.0,947.0,25122,1404,24340,1217,1492,240,13.46,-17.68,18.59,-33.28,11.47,-55.22,0.01,-46.24,107,40_0014950_0014974-reel_begin_end,671,-78.0215,168.221298
10,28272.0,654.0,28604.0,905.0,27868,1407,27354,1221,1492,240,13.52,-19.22,18.38,-31.26,7.6,-55.36,0.07,-46.43,107,40_0014950_0014974-reel_begin_end,672,-78.013901,168.125198
11,31272.0,660.0,,,30882,1407,30354,1218,1492,240,13.52,-19.5,,,7.8,-55.36,0.07,-46.29,107,40_0014950_0014974-reel_begin_end,673,-78.005005,168.030396
12,34295.0,648.0,,,33974,1405,33374,1219,1492,240,13.56,-18.93,,,8.86,-55.26,0.07,-46.34,107,40_0014950_0014974-reel_begin_end,674,-78.009796,167.939804
1,2649.0,614.0,3349.0,1210.0,2467,1404,1742,1222,1492,1742,13.31,-17.08,23.62,-45.85,10.62,-55.22,-0.06,-46.43,107,40_0014975_0014999-reel_begin_end,652,-78.155396,170.086197
2,5673.0,613.0,6373.0,1228.0,5476,1405,4769,1221,1492,1742,13.36,-17.03,23.68,-46.72,10.46,-55.27,0.04,-46.38,107,40_0014975_0014999-reel_begin_end,653,-78.1492,169.977707
3,8676.0,626.0,9372.0,1214.0,8515,1402,7772,1221,1492,1742,13.26,-17.66,23.52,-46.04,10.89,-55.12,-0.06,-46.38,107,40_0014975_0014999-reel_begin_end,654,-78.142303,169.884293
4,11683.0,636.0,12365.0,1258.0,11493,1403,10779,1221,1492,1742,13.36,-18.14,23.41,-48.17,10.56,-55.17,0.04,-46.38,107,40_0014975_0014999-reel_begin_end,655,-78.135498,169.781296
5,14709.0,654.0,15374.0,1139.0,14491,1402,13802,1218,1492,1742,13.31,-19.01,23.11,-42.42,10.09,-55.12,-0.06,-46.24,107,40_0014975_0014999-reel_begin_end,656,-78.128601,169.681107
6,17719.0,616.0,18362.0,1135.0,17512,1404,16812,1222,1492,1742,13.31,-17.18,22.78,-42.23,10.25,-55.22,-0.06,-46.43,107,40_0014975_0014999-reel_begin_end,657,-78.123093,169.587708
7,20716.0,629.0,21344.0,1123.0,20494,1406,19809,1224,1492,1742,13.26,-17.8,22.52,-41.65,9.99,-55.31,-0.11,-46.53,107,40_0014975_0014999-reel_begin_end,658,-78.116196,169.484695
8,23743.0,644.0,24643.0,1067.0,23507,1405,22832,1221,1492,1742,13.36,-18.53,26.63,-38.95,9.89,-55.27,-0.06,-46.38,107,40_0014975_0014999-reel_begin_end,659,-78.108002,169.387207
9,26756.0,603.0,27231.0,913.0,26603,1401,25849,1218,1492,1742,13.41,-16.55,20.41,-31.51,11.15,-55.07,0.04,-46.24,107,40_0014975_0014999-reel_begin_end,660,-78.101105,169.292404
10,29753.0,621.0,30328.0,1163.0,29588,1401,28842,1218,1492,1742,13.36,-17.42,21.84,-43.58,10.93,-55.07,-0.06,-46.24,107,40_0014975_0014999-reel_begin_end,661,-78.093597,169.194901
11,32770.0,659.0,33145.0,901.0,32548,1406,31856,1221,1492,1742,13.47,-19.25,18.99,-30.93,10.2,-55.31,-0.0,-46.38,107,40_0014975_0014999-reel_begin_end,662,-78.085999,169.087799
12,35790.0,636.0,36119.0,960.0,35629,1405,34876,1222,1492,1742,13.47,-18.14,18.32,-33.78,11.09,-55.27,-0.0,-46.43,107,40_0014975_0014999-reel_begin_end,,,
1,1138.0,446.0,1577.0,845.0,898,1402,238,1054,1495,234,13.33,-9.22,19.88,-28.6,9.75,-55.64,-0.09,-38.74,107,40_0015000_0015024-reel_begin_end,639,-78.240494,171.384003
2,4161.0,449.0,4522.0,633.0,3915,1405,3258,1057,1495,234,13.37,-9.37,18.76,-18.3,9.71,-55.79,-0.09,-38.89,107,40_0015000_0015024-reel_begin_end,640,-78.234299,171.283707
3,7171.0,464.0,7911.0,1070.0,6982,1402,6268,1055,1495,234,13.37,-10.1,24.41,-39.52,10.56,-55.64,-0.09,-38.79,107,40_0015000_0015024-reel_begin_end,641,-78.227493,171.183502
4,10171.0,688.0,10911.0,1224.0,9814,1406,9268,1223,1495,234,13.37,-20.97,24.41,-47.0,8.05,-55.84,-0.09,-46.95,107,40_0015000_0015024-reel_begin_end,642,-78.222702,171.077698
5,13195.0,662.0,13941.0,1206.0,12955,1410,12288,1226,1495,234,13.43,-19.71,24.56,-46.12,9.85,-56.03,-0.09,-47.1,107,40_0015000_0015024-reel_begin_end,643,-78.215103,170.981598
6,16201.0,639.0,16948.0,1210.0,16001,1406,15298,1224,1495,234,13.37,-18.59,24.51,-46.32,10.39,-55.84,-0.09,-47.0,107,40_0015000_0015024-reel_begin_end,644,-78.208893,170.874496
7,19201.0,637.0,19951.0,1108.0,18873,1407,18301,1224,1495,234,13.37,-18.5,24.56,-41.37,8.48,-55.88,-0.05,-47.0,107,40_0015000_0015024-reel_begin_end,645,-78.201401,170.7742
8,22218.0,673.0,22950.0,1337.0,21839,1406,21311,1223,1495,234,13.33,-20.25,24.24,-52.49,7.68,-55.84,-0.2,-46.95,107,40_0015000_0015024-reel_begin_end,646,-78.195206,170.678101
9,25235.0,629.0,25949.0,1303.0,24842,1407,24331,1226,1495,234,13.43,-18.11,24.08,-50.83,7.57,-55.88,-0.05,-47.1,107,40_0015000_0015024-reel_begin_end,647,-78.188995,170.577896
10,28231.0,640.0,28967.0,1086.0,27838,1407,27328,1225,1495,234,13.37,-18.64,24.35,-40.3,7.51,-55.88,-0.09,-47.05,107,40_0015000_0015024-reel_begin_end,648,-78.1828,170.481705
11,31241.0,631.0,31966.0,1038.0,30852,1402,30338,1221,1495,234,13.37,-18.21,24.18,-37.97,7.57,-55.64,-0.09,-46.85,107,40_0015000_0015024-reel_begin_end,649,-78.175293,170.380096
12,34265.0,639.0,34983.0,1081.0,33875,1403,33361,1221,1495,234,13.43,-18.59,24.14,-40.06,7.62,-55.69,-0.05,-46.85,107,40_0015000_0015024-reel_begin_end,650,-78.1698,170.285294
1,2652.0,439.0,,,2259,1405,1749,1058,1492,1749,13.25,-8.52,,,7.49,-55.97,0.02,-38.93,107,40_0015025_0015049-reel_begin_end,627,-78.310501,172.608902
2,5674.0,482.0,,,5299,1407,4767,1060,1492,1749,13.35,-10.63,,,7.86,-56.07,0.06,-39.02,107,40_0015025_0015049-reel_begin_end,628,-78.303696,172.507294
3,8667.0,457.0,,,8292,1407,7764,1060,1492,1749,13.25,-9.4,,,7.75,-56.07,0.02,-39.02,107,40_0015025_0015049-reel_begin_end,629,-78.298203,172.401596
4,11681.0,486.0,12059.0,797.0,11291,1403,10777,1057,1492,1749,13.31,-10.83,18.84,-26.11,7.59,-55.87,0.06,-38.88,107,40_0015025_0015049-reel_begin_end,630,-78.293396,172.304092
5,14701.0,480.0,15126.0,826.0,14318,1403,13797,1057,1492,1749,13.31,-10.53,19.53,-27.53,7.69,-55.87,0.06,-38.88,107,40_0015025_0015049-reel_begin_end,631,-78.287201,172.198303
6,17697.0,462.0,18458.0,1007.0,17486,1410,16794,1061,1492,1749,13.25,-9.65,24.4,-36.42,10.16,-56.22,0.02,-39.07,107,40_0015025_0015049-reel_begin_end,632,-78.282394,172.1008
7,20706.0,464.0,21088.0,659.0,20477,1406,19799,1059,1492,1749,13.31,-9.75,18.9,-19.33,9.95,-56.02,0.02,-38.98,107,40_0015025_0015049-reel_begin_end,633,-78.276199,171.999207
8,23726.0,458.0,24197.0,997.0,23333,1407,22826,1058,1492,1749,13.31,-9.45,20.21,-35.93,7.55,-56.07,0.12,-38.93,107,40_0015025_0015049-reel_begin_end,634,-78.270706,171.893494
9,26729.0,452.0,27326.0,1056.0,26511,1404,25826,1056,1492,1749,13.35,-9.16,22.1,-38.83,10.16,-55.92,0.12,-38.83,107,40_0015025_0015049-reel_begin_end,635,-78.264496,171.787704
10,29729.0,461.0,30136.0,872.0,29536,1403,28826,1057,1492,1749,13.35,-9.6,19.31,-29.79,10.52,-55.87,0.12,-38.88,107,40_0015025_0015049-reel_begin_end,636,-78.258408,171.682007
11,32753.0,460.0,33238.0,960.0,32374,1409,31849,1060,1492,1749,13.31,-9.55,20.41,-34.11,7.75,-56.17,0.06,-39.02,107,40_0015025_0015049-reel_begin_end,637,-78.252899,171.580399
12,35755.0,493.0,36237.0,990.0,35373,1407,34852,1060,1492,1749,13.25,-11.17,20.31,-35.59,7.65,-56.07,0.02,-39.02,107,40_0015025_0015049-reel_begin_end,638,-78.259705,171.484207
1,1148.0,480.0,1506.0,622.0,752,1407,241,1062,1492,238,13.3,-10.62,18.54,-17.55,7.49,-55.89,0.01,-39.04,107,40_0015050_0015074-reel_begin_end,614,-78.3806,174.007599
2,4168.0,424.0,4547.0,749.0,3761,1405,3261,1059,1492,238,13.3,-7.88,18.85,-23.75,7.33,-55.79,0.01,-38.89,107,40_0015050_0015074-reel_begin_end,615,-78.375793,173.906601
3,7162.0,469.0,7540.0,742.0,6958,1403,6262,1058,1492,238,13.15,-10.08,18.69,-23.41,10.16,-55.69,-0.04,-38.85,107,40_0015050_0015074-reel_begin_end,616,-78.371002,173.801605
4,10169.0,452.0,,,9779,1406,9262,1060,1492,238,13.25,-9.25,,,7.54,-55.84,-0.04,-38.94,107,40_0015050_0015074-reel_begin_end,617,-78.364105,173.637497
5,13192.0,479.0,13514.0,1066.0,12807,1406,12285,1061,1492,238,13.3,-10.57,18.01,-39.24,7.65,-55.84,0.01,-38.99,107,40_0015050_0015074-reel_begin_end,618,-78.359299,173.539993
6,16194.0,459.0,16580.0,740.0,15826,1403,15287,1058,1492,238,13.3,-9.59,18.95,-23.32,7.9,-55.69,0.01,-38.85,107,40_0015050_0015074-reel_begin_end,619,-78.353806,173.436996
7,19194.0,497.0,19573.0,548.0,18808,1404,18294,1059,1492,238,13.19,-11.45,18.75,-13.94,7.54,-55.74,0.01,-38.89,107,40_0015050_0015074-reel_begin_end,620,-78.348999,173.334
8,22218.0,453.0,,,21811,1403,21311,1057,1492,238,13.3,-9.3,,,7.33,-55.69,0.01,-38.8,107,40_0015050_0015074-reel_begin_end,621,-78.342804,173.235199
9,25225.0,472.0,25586.0,858.0,25035,1404,24321,1059,1492,238,13.25,-10.23,18.54,-29.08,10.47,-55.74,0.01,-38.89,107,40_0015050_0015074-reel_begin_end,622,-78.337296,173.129395
10,28225.0,461.0,28603.0,881.0,28032,1406,27321,1060,1492,238,13.25,-9.69,18.79,-30.2,10.42,-55.84,0.01,-38.94,107,40_0015050_0015074-reel_begin_end,623,-78.333206,173.026398
11,31242.0,448.0,31610.0,948.0,30846,1403,30335,1058,1492,238,13.19,-9.05,18.58,-33.47,7.39,-55.69,-0.1,-38.85,107,40_0015050_0015074-reel_begin_end,624,-78.327698,172.919296
12,34256.0,470.0,34609.0,919.0,33852,1407,33349,1061,1492,238,13.25,-10.13,18.42,-32.06,7.33,-55.89,-0.04,-38.99,107,40_0015050_0015074-reel_begin_end,625,-78.321503,172.825897
1,2656.0,477.0,3006.0,1019.0,2406,1407,1753,1061,1495,1749,13.25,-10.21,18.41,-36.84,9.57,-55.89,-0.05,-38.9,107,40_0015075_0015099-reel_begin_end,602,-78.442398,175.218903
2,5626.0,496.0,5973.0,930.0,5419,1411,4723,1065,1495,1749,13.25,-11.14,18.37,-32.46,10.2,-56.09,-0.05,-39.09,107,40_0015075_0015099-reel_begin_end,603,-78.437607,175.123993
3,8556.0,476.0,8917.0,920.0,8356,1406,7653,1064,1495,1749,13.25,-10.16,18.57,-31.97,10.31,-55.85,-0.05,-39.05,107,40_0015075_0015099-reel_begin_end,604,-78.431396,175.023193
4,11576.0,460.0,11926.0,720.0,11387,1403,10673,1060,1495,1749,13.25,-9.38,18.41,-22.15,10.47,-55.7,-0.05,-38.85,107,40_0015075_0015099-reel_begin_end,605,-78.425903,174.924301
5,14586.0,440.0,14940.0,894.0,14390,1403,13683,1060,1495,1749,13.25,-8.39,18.47,-30.69,10.37,-55.7,-0.05,-38.85,107,40_0015075_0015099-reel_begin_end,606,-78.419693,174.823395
6,17582.0,456.0,17936.0,813.0,17440,1404,16679,1060,1495,1749,13.2,-9.18,18.41,-26.72,11.1,-55.75,-0.11,-38.85,107,40_0015075_0015099-reel_begin_end,607,-78.413498,174.717499
7,20596.0,458.0,20960.0,762.0,20392,1406,19696,1061,1495,1749,13.25,-9.28,18.62,-24.21,10.25,-55.85,-0.01,-38.9,107,40_0015075_0015099-reel_begin_end,608,-78.410095,174.613907
8,23616.0,426.0,23980.0,868.0,23420,1405,22713,1061,1495,1749,13.25,-7.71,18.62,-29.42,10.37,-55.8,-0.05,-38.9,107,40_0015075_0015099-reel_begin_end,609,-78.405304,174.512299
9,26612.0,462.0,26980.0,855.0,26377,1402,25709,1058,1495,1749,13.2,-9.47,18.62,-28.78,9.73,-55.65,-0.11,-38.75,107,40_0015075_0015099-reel_begin_end,610,-78.401901,174.411407
10,29626.0,457.0,,,29433,1402,28723,1058,1495,1749,13.25,-9.23,,,10.41,-55.65,-0.05,-38.75,107,40_0015075_0015099-reel_begin_end,611,-78.396393,174.305496
11,32642.0,474.0,33007.0,763.0,32442,1404,31739,1059,1495,1749,13.2,-10.06,18.57,-24.26,10.25,-55.75,-0.11,-38.8,107,40_0015075_0015099-reel_begin_end,612,-78.3909,174.208694
12,35646.0,480.0,36007.0,863.0,35257,1406,34739,1063,1495,1749,13.25,-10.36,18.57,-29.17,7.52,-55.85,-0.11,-39.0,107,40_0015075_0015099-reel_begin_end,613,-78.386093,174.105804
1,1146.0,628.0,1471.0,1120.0,960,1406,246,1231,1495,246,13.19,-17.76,17.95,-41.51,10.47,-55.31,0.01,-46.87,107,40_0015100_0015124-reel_begin_end,589,-78.516495,176.526901
2,4166.0,642.0,4520.0,1173.0,3773,1408,3263,1233,1495,246,13.19,-18.43,18.38,-44.07,7.44,-55.41,-0.04,-46.96,107,40_0015100_0015124-reel_begin_end,590,-78.511002,176.426605
3,7170.0,657.0,7677.0,1297.0,6788,1404,6266,1227,1495,246,13.25,-19.16,20.68,-50.05,7.65,-55.22,0.01,-46.67,107,40_0015100_0015124-reel_begin_end,591,-78.5056,176.325699
4,10186.0,649.0,10515.0,1219.0,9793,1406,9286,1228,1495,246,13.19,-18.77,18.01,-46.29,7.44,-55.31,0.01,-46.72,107,40_0015100_0015124-reel_begin_end,592,-78.500107,176.228104
5,13213.0,642.0,,,12810,1405,12317,1235,1495,246,13.3,-18.43,,,7.39,-55.27,0.17,-47.06,107,40_0015100_0015124-reel_begin_end,593,-78.496597,176.127899
6,16206.0,601.0,,,15817,1406,15306,1228,1495,246,13.19,-16.45,,,7.49,-55.31,0.01,-46.72,107,40_0015100_0015124-reel_begin_end,594,-78.491806,176.027695
7,19216.0,664.0,19541.0,1159.0,18980,1403,18316,1226,1495,246,13.19,-19.49,17.95,-43.39,9.74,-55.17,0.01,-46.62,107,40_0015100_0015124-reel_begin_end,595,-78.485001,175.928101
8,22166.0,475.0,,,21777,1405,21270,1061,1495,246,13.19,-10.37,,,7.49,-55.27,0.07,-38.66,107,40_0015100_0015124-reel_begin_end,596,-78.479507,175.825806
9,25165.0,485.0,25540.0,896.0,24797,1407,24265,1061,1495,246,13.3,-10.85,18.79,-30.69,7.9,-55.36,0.11,-38.66,107,40_0015100_0015124-reel_begin_end,597,-78.473297,175.731094
10,28175.0,441.0,28543.0,698.0,27790,1407,27272,1063,1495,246,13.3,-8.73,18.69,-21.13,7.65,-55.36,0.07,-38.76,107,40_0015100_0015124-reel_begin_end,598,-78.467804,175.622604
11,31192.0,451.0,31556.0,792.0,30842,1405,30288,1061,1495,246,13.25,-9.21,18.58,-25.67,8.12,-55.27,0.01,-38.66,107,40_0015100_0015124-reel_begin_end,599,-78.460907,175.523102
12,34198.0,451.0,34552.0,958.0,33820,1408,33295,1063,1495,246,13.19,-9.21,18.38,-33.69,7.65,-55.41,-0.04,-38.76,107,40_0015100_0015124-reel_begin_end,600,-78.454697,175.421402
1,1154.0,660.0,1479.0,1074.0,889,1404,254,1231,1492,254,13.26,-19.09,18.05,-39.2,9.35,-55.22,-0.0,-46.82,107,40_0015150_0015174-reel_begin_end,564,-78.585205,179.039307
2,4164.0,658.0,4489.0,1045.0,3778,1403,3260,1229,1492,254,13.26,-19.0,18.05,-37.79,7.57,-55.17,-0.06,-46.72,107,40_0015150_0015174-reel_begin_end,565,-78.583099,178.941193
3,7127.0,647.0,7452.0,1046.0,6734,1402,6224,1228,1492,254,13.3,-18.46,18.09,-37.84,7.51,-55.12,-0.0,-46.67,107,40_0015150_0015174-reel_begin_end,566,-78.581802,178.843597
4,10144.0,643.0,10487.0,1056.0,9748,1405,9248,1229,1492,254,13.2,-18.27,18.25,-38.32,7.36,-55.27,-0.0,-46.72,107,40_0015150_0015174-reel_begin_end,567,-78.579697,178.741302
5,13158.0,644.0,13494.0,1138.0,12772,1406,12261,1231,1492,254,13.26,-18.32,18.21,-42.3,7.57,-55.32,0.04,-46.82,107,40_0015150_0015174-reel_begin_end,568,-78.576294,178.639603
6,16172.0,660.0,16508.0,1033.0,15776,1406,15254,1233,1492,254,13.47,-19.09,18.42,-37.2,7.63,-55.32,-0.06,-46.92,107,40_0015150_0015174-reel_begin_end,569,-78.574203,178.543594
7,19201.0,642.0,19541.0,1105.0,18966,1403,18298,1227,1492,254,13.3,-18.22,18.31,-40.7,9.84,-55.17,-0.0,-46.62,107,40_0015150_0015174-reel_begin_end,570,-78.572205,178.444702
8,22181.0,638.0,22524.0,1084.0,21796,1403,21281,1228,1492,254,13.3,-18.03,18.36,-39.68,7.63,-55.17,0.04,-46.67,107,40_0015150_0015174-reel_begin_end,571,-78.568695,178.344498
9,25178.0,679.0,25535.0,1068.0,24963,1404,24278,1230,1492,254,13.26,-20.02,18.52,-38.9,10.09,-55.22,-0.0,-46.77,107,40_0015150_0015174-reel_begin_end,572,-78.565994,178.238007
10,28198.0,655.0,28566.0,882.0,27819,1406,27298,1229,1492,254,13.26,-18.85,18.68,-29.87,7.67,-55.32,-0.0,-46.72,107,40_0015150_0015174-reel_begin_end,573,-78.564606,178.140503
11,31218.0,650.0,31940.0,1221.0,30815,1403,30315,1228,1492,254,13.41,-18.61,24.05,-46.33,7.47,-55.17,0.1,-46.67,107,40_0015150_0015174-reel_begin_end,574,-78.560501,178.040894
12,34214.0,641.0,34582.0,735.0,34082,1404,33314,1227,1492,254,13.2,-18.17,18.62,-22.74,11.25,-55.22,-0.06,-46.62,107,40_0015150_0015174-reel_begin_end,575,-78.559097,177.943497
1,2655.0,651.0,2998.0,1199.0,2276,1405,1758,1230,1492,1755,13.15,-19.07,18.17,-45.38,7.6,-55.26,0.01,-46.86,107,40_0015175_0015199-reel_begin_end,552,-78.598907,-179.7686
2,5635.0,645.0,5992.0,735.0,5249,1404,4738,1229,1492,1755,13.15,-18.78,18.38,-23.1,7.49,-55.22,0.01,-46.82,107,40_0015175_0015199-reel_begin_end,553,-78.597595,-179.871597
3,8655.0,648.0,9012.0,716.0,8269,1405,7758,1229,1492,1755,13.15,-18.93,18.38,-22.19,7.49,-55.26,0.01,-46.82,107,40_0015175_0015199-reel_begin_end,554,-78.594803,-179.971207
4,11671.0,655.0,12039.0,1030.0,11282,1407,10775,1231,1492,1755,13.09,-19.26,18.48,-37.26,7.39,-55.36,-0.04,-46.91,107,40_0015175_0015199-reel_begin_end,555,-78.593399,179.929199
5,14668.0,641.0,15018.0,878.0,14290,1405,13768,1229,1492,1755,13.19,-18.59,18.32,-29.97,7.65,-55.26,0.01,-46.82,107,40_0015175_0015199-reel_begin_end,556,-78.590698,179.8311
6,17681.0,634.0,18020.0,1089.0,17295,1404,16785,1230,1492,1755,13.09,-18.26,18.06,-40.1,7.44,-55.22,-0.04,-46.86,107,40_0015175_0015199-reel_begin_end,557,-78.587997,179.7314
7,20708.0,652.0,21037.0,1180.0,20347,1405,19805,1231,1492,1755,13.19,-19.12,18.01,-44.46,7.9,-55.26,-0.04,-46.91,107,40_0015175_0015199-reel_begin_end,558,-78.586594,179.638107
8,23708.0,631.0,24040.0,1206.0,23330,1405,22808,1230,1492,1755,13.19,-18.11,18.06,-45.71,7.65,-55.26,0.01,-46.86,107,40_0015175_0015199-reel_begin_end,559,-78.598297,179.589401
9,26725.0,669.0,27053.0,1041.0,26328,1407,25825,1231,1492,1755,13.15,-19.94,17.95,-37.79,7.33,-55.36,-0.04,-46.91,107,40_0015175_0015199-reel_begin_end,560,-78.596207,179.491898
10,29754.0,632.0,30089.0,1122.0,29368,1402,28850,1228,1492,1755,13.15,-18.16,18.06,-41.68,7.49,-55.12,-0.1,-46.77,107,40_0015175_0015199-reel_begin_end,561,-78.594101,179.339401
11,32724.0,679.0,33059.0,875.0,32309,1406,31820,1229,1492,1755,13.15,-20.42,18.06,-29.82,7.07,-55.31,-0.1,-46.82,107,40_0015175_0015199-reel_begin_end,562,-78.5914,179.295502
12,35731.0,685.0,36056.0,1107.0,35327,1405,34831,1229,1492,1755,13.25,-20.7,18.01,-40.96,7.33,-55.26,0.07,-46.82,107,40_0015175_0015199-reel_begin_end,,,
1,3710.0,634.0,4060.0,752.0,3310,1407,2817,1230,1495,2817,13.03,-17.13,18.1,-22.99,7.23,-55.55,0.09,-46.75,107,40_0015225_0015249-reel_begin_end,526,-78.655197,-177.229401
2,6650.0,637.0,7000.0,906.0,6264,1405,5757,1228,1495,2817,13.03,-17.28,18.1,-30.65,7.44,-55.45,0.09,-46.65,107,40_0015225_0015249-reel_begin_end,527,-78.652496,-177.328201
3,9607.0,648.0,,,9217,1404,8714,1228,1495,2817,12.98,-17.82,,,7.33,-55.4,0.05,-46.65,107,40_0015225_0015249-reel_begin_end,528,-78.651093,-177.425705
4,12620.0,649.0,12981.0,860.0,12220,1405,11727,1229,1495,2817,13.03,-17.87,18.25,-28.36,7.23,-55.45,0.09,-46.7,107,40_0015225_0015249-reel_begin_end,529,-78.648407,-177.519806
5,15555.0,659.0,15908.0,952.0,15158,1403,14662,1228,1495,2817,12.98,-18.37,18.1,-32.93,7.23,-55.35,0.05,-46.65,107,40_0015225_0015249-reel_begin_end,530,-78.647003,-177.612396
6,18514.0,646.0,18871.0,737.0,18121,1406,17621,1230,1495,2817,13.03,-17.73,18.2,-22.25,7.33,-55.5,0.09,-46.75,107,40_0015225_0015249-reel_begin_end,531,-78.645599,-177.714096
7,21461.0,645.0,21821.0,999.0,21071,1407,20568,1232,1495,2817,12.98,-17.68,18.2,-35.27,7.33,-55.55,0.05,-46.85,107,40_0015225_0015249-reel_begin_end,532,-78.642899,-177.808807
8,24394.0,707.0,24748.0,1046.0,23958,1407,23501,1230,1495,2817,13.03,-20.76,18.15,-37.61,6.71,-55.55,0.09,-46.75,107,40_0015225_0015249-reel_begin_end,533,-78.641495,-177.903
9,27418.0,619.0,27786.0,859.0,27039,1407,26525,1233,1495,2817,13.08,-16.38,18.41,-28.31,7.6,-55.55,0.15,-46.9,107,40_0015225_0015249-reel_begin_end,534,-78.638794,-177.999802
