A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2247,656,2625,668,1847,1407,1372,1236,1492,1368,12.89,-18.69,18.46,-19.28,7.0,-55.37,-0.0,-47.02,40_0015400_0015424-reel_begin_end.tiff
2,5276,690,5655,700,4909,1406,4401,1237,1492,1368,12.93,-20.35,18.52,-20.84,7.53,-55.32,0.04,-47.06,40_0015400_0015424-reel_begin_end.tiff
3,8220,683,8591,728,7838,1405,7338,1237,1492,1368,12.89,-20.01,18.36,-22.21,7.26,-55.27,-0.11,-47.06,40_0015400_0015424-reel_begin_end.tiff
4,11156,690,11527,636,10784,1406,10277,1237,1492,1368,12.89,-20.35,18.36,-17.71,7.41,-55.32,-0.06,-47.06,40_0015400_0015424-reel_begin_end.tiff
5,14185,642,14557,672,13803,1408,13307,1236,1492,1368,12.93,-18.01,18.42,-19.47,7.31,-55.42,-0.0,-47.02,40_0015400_0015424-reel_begin_end.tiff
6,17256,640,17627,673,17110,1403,16320,1235,1492,1368,13.73,-17.91,19.2,-19.52,11.58,-55.17,-0.06,-46.97,40_0015400_0015424-reel_begin_end.tiff
7,20189,669,20550,1079,19818,1405,19307,1236,1492,1368,12.93,-19.32,18.25,-39.35,7.47,-55.27,-0.06,-47.02,40_0015400_0015424-reel_begin_end.tiff
8,23212,646,23583,593,22848,1404,22333,1233,1492,1368,12.89,-18.2,18.36,-15.61,7.53,-55.22,-0.06,-46.87,40_0015400_0015424-reel_begin_end.tiff
9,26231,667,26592,530,25864,1405,25349,1235,1492,1368,12.93,-19.23,18.25,-12.54,7.53,-55.27,-0.06,-46.97,40_0015400_0015424-reel_begin_end.tiff
10,29165,679,29536,909,28818,1409,28286,1238,1492,1368,12.89,-19.81,18.36,-31.05,7.78,-55.46,-0.06,-47.11,40_0015400_0015424-reel_begin_end.tiff
11,32115,652,32472,758,31729,1405,31236,1234,1492,1368,12.89,-18.49,18.15,-23.67,7.2,-55.27,-0.06,-46.92,40_0015400_0015424-reel_begin_end.tiff
12,35138,678,35503,653,34767,1405,34260,1235,1492,1368,12.93,-19.76,18.31,-18.54,7.47,-55.27,-0.0,-46.97,40_0015400_0015424-reel_begin_end.tiff
