A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2053,254,2203,743,1296,1319,510,1079,1492,510,24.01,-0.19,26.23,-23.66,12.79,-51.31,1.13,-39.79,40_0016025_0016049-reel_begin_end.tiff
2,5054,254,5211,697,4021,1279,3518,1080,1492,510,23.96,-0.19,26.29,-21.45,8.65,-49.39,1.19,-39.84,40_0016025_0016049-reel_begin_end.tiff
3,8067,254,8217,738,7542,1357,6531,1079,1492,510,23.86,-0.19,26.08,-23.42,16.08,-53.13,1.09,-39.79,40_0016025_0016049-reel_begin_end.tiff
4,11097,253,11254,780,10332,1326,9561,1079,1492,510,23.86,-0.14,26.19,-25.44,12.52,-51.64,1.09,-39.79,40_0016025_0016049-reel_begin_end.tiff
5,14104,252,14268,786,13636,1347,12564,1078,1492,510,23.96,-0.09,26.39,-25.72,17.03,-52.65,1.13,-39.74,40_0016025_0016049-reel_begin_end.tiff
6,17114,252,17282,689,16221,1321,15574,1078,1492,510,23.96,-0.09,26.45,-21.07,10.73,-51.4,1.13,-39.74,40_0016025_0016049-reel_begin_end.tiff
7,20144,253,20326,687,19376,1315,18604,1079,1492,510,23.96,-0.14,26.66,-20.97,12.58,-51.12,1.13,-39.79,40_0016025_0016049-reel_begin_end.tiff
8,23154,253,23318,724,22511,1332,21614,1079,1492,510,23.96,-0.14,26.39,-22.75,14.43,-51.93,1.13,-39.79,40_0016025_0016049-reel_begin_end.tiff
9,26160,253,26339,735,25224,1291,24624,1078,1492,510,23.9,-0.14,26.56,-23.28,10.03,-49.96,1.13,-39.74,40_0016025_0016049-reel_begin_end.tiff
10,29190,252,29362,721,28540,1334,27654,1079,1492,510,23.9,-0.09,26.45,-22.6,14.27,-52.03,1.13,-39.79,40_0016025_0016049-reel_begin_end.tiff
11,32204,251,32386,810,31743,1352,30668,1079,1492,510,23.96,-0.04,26.66,-26.88,17.13,-52.89,1.19,-39.79,40_0016025_0016049-reel_begin_end.tiff
12,35210,254,35389,522,34324,1327,33674,1082,1492,510,23.9,-0.19,26.56,-13.05,10.77,-51.69,1.13,-39.93,40_0016025_0016049-reel_begin_end.tiff
