A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3763,815,4131,1133,3527,1404,2884,1389,1492,2881,13.06,-26.64,18.51,-42.26,9.56,-55.57,0.03,-54.84,40_0015325_0015349-reel_begin_end.tiff
2,6789,832,7153,901,6435,1405,5911,1389,1492,2881,13.0,-27.47,18.39,-30.86,7.75,-55.62,-0.02,-54.84,40_0015325_0015349-reel_begin_end.tiff
3,9801,836,10173,927,9419,1405,8926,1389,1492,2881,13.0,-27.67,18.51,-32.14,7.33,-55.62,0.03,-54.84,40_0015325_0015349-reel_begin_end.tiff
4,12854,819,13193,1247,12654,1405,11933,1393,1492,2881,13.63,-26.84,18.66,-47.86,10.67,-55.62,-0.02,-55.03,40_0015325_0015349-reel_begin_end.tiff
5,15878,839,16249,874,15503,1403,14996,1390,1492,2881,13.06,-27.82,18.56,-29.54,7.5,-55.52,-0.02,-54.88,40_0015325_0015349-reel_begin_end.tiff
6,18895,841,19263,1034,18527,1404,18013,1391,1492,2881,13.0,-27.92,18.45,-37.4,7.54,-55.57,-0.08,-54.93,40_0015325_0015349-reel_begin_end.tiff
7,21899,819,22270,1034,21531,1405,21017,1392,1492,2881,13.06,-26.84,18.56,-37.4,7.6,-55.62,-0.02,-54.98,40_0015325_0015349-reel_begin_end.tiff
8,24915,708,25287,719,24561,1407,24033,1236,1492,2881,13.0,-21.38,18.51,-21.92,7.75,-55.72,-0.08,-47.32,40_0015325_0015349-reel_begin_end.tiff
9,27942,684,28321,906,27546,1408,27060,1236,1492,2881,13.1,-20.2,18.72,-31.11,7.23,-55.77,0.03,-47.32,40_0015325_0015349-reel_begin_end.tiff
10,30882,648,31254,690,30514,1405,30000,1234,1492,2881,13.1,-18.44,18.62,-20.5,7.65,-55.62,0.03,-47.22,40_0015325_0015349-reel_begin_end.tiff
11,33902,675,34267,774,33516,1407,33017,1234,1492,2881,13.1,-19.76,18.51,-24.62,7.38,-55.72,-0.02,-47.22,40_0015325_0015349-reel_begin_end.tiff
12,36928,690,37292,707,36532,1415,36046,1239,1492,2881,17.44,-20.5,22.84,-21.33,11.57,-56.11,4.37,-47.47,40_0015325_0015349-reel_begin_end.tiff
