A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1205,671,1780,1034,1064,1535,658,1229,1602,658,8.44,-15.34,16.63,-32.78,6.44,-56.86,0.66,-42.15,44_0007700_0007724-reel_begin_end.tiff
2,4227,688,4755,898,4078,1531,3663,1224,1602,658,8.76,-16.16,16.27,-26.25,6.64,-56.67,0.73,-41.91,44_0007700_0007724-reel_begin_end.tiff
3,7256,714,7829,822,7107,1536,6692,1231,1602,658,8.6,-17.41,16.76,-22.6,6.48,-56.91,0.57,-42.25,44_0007700_0007724-reel_begin_end.tiff
4,10270,710,10849,811,10127,1534,9720,1225,1602,658,8.51,-17.22,16.76,-22.07,6.48,-56.81,0.69,-41.96,44_0007700_0007724-reel_begin_end.tiff
5,13275,657,13974,822,13123,1536,12719,1229,1602,658,8.44,-14.67,18.39,-22.6,6.28,-56.91,0.53,-42.15,44_0007700_0007724-reel_begin_end.tiff
6,16380,722,17105,757,16231,1533,15833,1226,1602,658,8.51,-17.79,18.83,-19.47,6.39,-56.76,0.73,-42.01,44_0007700_0007724-reel_begin_end.tiff
7,19493,681,20179,786,19341,1534,18938,1226,1602,658,8.56,-15.82,18.32,-20.87,6.39,-56.81,0.66,-42.01,44_0007700_0007724-reel_begin_end.tiff
8,22486,661,23177,887,22359,1535,21948,1226,1602,658,8.31,-14.86,18.15,-25.72,6.51,-56.86,0.66,-42.01,44_0007700_0007724-reel_begin_end.tiff
9,25520,675,26223,893,25368,1534,24970,1227,1602,658,8.51,-15.53,18.52,-26.01,6.35,-56.81,0.69,-42.06,44_0007700_0007724-reel_begin_end.tiff
10,28539,676,29247,934,28401,1534,27998,1225,1602,658,8.36,-15.58,18.44,-27.98,6.39,-56.81,0.66,-41.96,44_0007700_0007724-reel_begin_end.tiff
11,31572,672,32285,924,31414,1534,31013,1226,1602,658,8.68,-15.39,18.83,-27.5,6.44,-56.81,0.73,-42.01,44_0007700_0007724-reel_begin_end.tiff
12,34617,656,35322,1000,34431,1533,34022,1228,1602,658,9.04,-14.62,19.08,-31.15,6.39,-56.76,0.57,-42.11,44_0007700_0007724-reel_begin_end.tiff
