A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1335,1167,2040,1353,1120,1535,661,1229,1593,649,,-49.17,,-58.29,,-67.22,,-52.21,44_0007750_0007774-reel_begin_end.tiff
2,4319,1105,5063,1419,4136,1532,3665,1229,1593,649,,-46.13,,-61.53,,-67.07,,-52.21,44_0007750_0007774-reel_begin_end.tiff
3,7310,888,8050,1100,7150,1530,6687,1229,1593,649,,-35.49,,-45.88,,-66.97,,-52.21,44_0007750_0007774-reel_begin_end.tiff
4,10348,898,11096,1101,10180,1529,9717,1232,1593,649,,-35.98,,-45.93,,-66.92,,-52.36,44_0007750_0007774-reel_begin_end.tiff
5,13335,987,14087,1186,13190,1525,12727,1226,1593,649,,-40.34,,-50.1,,-66.73,,-52.06,44_0007750_0007774-reel_begin_end.tiff
6,16347,684,17103,952,16210,1525,15743,1227,1593,649,,-25.48,,-38.63,,-66.73,,-52.11,44_0007750_0007774-reel_begin_end.tiff
7,19388,741,20133,986,19237,1525,18777,1225,1593,649,,-28.28,,-40.29,,-66.73,,-52.01,44_0007750_0007774-reel_begin_end.tiff
9,25442,675,26198,902,25270,1524,24803,1225,1593,649,,-25.04,,-36.17,,-66.68,,-52.01,44_0007750_0007774-reel_begin_end.tiff
10,28464,1043,29204,1243,28289,1536,27837,1231,1593,649,,-43.09,,-52.9,,-67.27,,-52.31,44_0007750_0007774-reel_begin_end.tiff
11,31488,1045,32232,1242,31305,1534,30849,1233,1593,649,,-43.19,,-52.85,,-67.17,,-52.41,44_0007750_0007774-reel_begin_end.tiff
12,34488,1073,35220,1322,34317,1534,33861,1227,1593,649,,-44.56,,-56.77,,-67.17,,-52.11,44_0007750_0007774-reel_begin_end.tiff
