A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2608,605,3225,1051,2501,1534,2153,1232,1604,2156,7.15,-10.86,16.12,-32.95,5.59,-56.87,0.53,-41.91,44_0007675_0007699-reel_begin_end.tiff
2,5601,604,6243,1121,5523,1534,5179,1229,1604,2156,6.76,-10.81,16.09,-36.41,5.62,-56.87,0.62,-41.76,44_0007675_0007699-reel_begin_end.tiff
3,8610,602,9251,1157,8543,1533,8209,1230,1604,2156,6.45,-10.71,15.77,-38.2,5.48,-56.82,0.62,-41.81,44_0007675_0007699-reel_begin_end.tiff
4,11622,982,12272,1262,11542,1529,11213,1227,1604,2156,6.48,-29.53,15.93,-43.4,5.32,-56.62,0.53,-41.66,44_0007675_0007699-reel_begin_end.tiff
5,14615,1039,15292,1313,14549,1526,14230,1227,1604,2156,6.09,-32.35,15.93,-45.92,5.13,-56.47,0.49,-41.66,44_0007675_0007699-reel_begin_end.tiff
6,17659,603,18410,1122,17589,1532,17263,1229,1604,2156,6.29,-10.76,17.21,-36.46,5.27,-56.77,0.53,-41.76,44_0007675_0007699-reel_begin_end.tiff
7,20778,642,21540,1037,20695,1532,20366,1229,1604,2156,6.57,-12.69,17.64,-32.25,5.36,-56.77,0.58,-41.76,44_0007675_0007699-reel_begin_end.tiff
8,23897,609,24651,1066,23790,1534,23459,1230,1604,2156,6.99,-11.06,17.95,-33.69,5.43,-56.87,0.62,-41.81,44_0007675_0007699-reel_begin_end.tiff
9,27025,665,27760,1104,26958,1537,26570,1229,1604,2156,7.1,-13.83,17.79,-35.57,6.13,-57.01,0.49,-41.76,44_0007675_0007699-reel_begin_end.tiff
10,30144,627,30861,1034,30056,1535,29674,1227,1604,2156,7.45,-11.95,17.88,-32.11,6.17,-56.92,0.62,-41.66,44_0007675_0007699-reel_begin_end.tiff
11,33263,665,33969,1020,33159,1533,32768,1227,1604,2156,7.73,-13.83,17.99,-31.41,6.22,-56.82,0.53,-41.66,44_0007675_0007699-reel_begin_end.tiff
12,36402,648,37006,954,36274,1534,35881,1228,1604,2156,8.15,-12.99,16.93,-28.14,6.29,-56.87,0.58,-41.71,44_0007675_0007699-reel_begin_end.tiff
