A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2770,686,3502,955,2626,1535,2160,1227,1594,2159,9.46,-15.62,20.13,-28.84,7.36,-57.33,0.57,-42.2,44_0007725_0007749-reel_begin_end.tiff
2,5797,842,6518,1094,5646,1535,5176,1227,1594,2159,9.71,-23.29,20.22,-35.67,7.51,-57.33,0.65,-42.2,44_0007725_0007749-reel_begin_end.tiff
3,8817,972,9555,1148,8663,1538,8206,1228,1594,2159,9.56,-29.67,20.32,-38.32,7.32,-57.48,0.65,-42.25,44_0007725_0007749-reel_begin_end.tiff
4,11857,698,12595,921,11689,1534,11226,1225,1594,2159,9.85,-16.21,20.61,-27.17,7.4,-57.29,0.65,-42.1,44_0007725_0007749-reel_begin_end.tiff
5,14850,710,15595,939,14699,1537,14226,1232,1594,2159,9.61,-16.8,20.47,-28.05,7.4,-57.43,0.51,-42.45,44_0007725_0007749-reel_begin_end.tiff
6,17880,979,18622,1156,17726,1534,17260,1225,1594,2159,9.61,-30.02,20.42,-38.71,7.36,-57.29,0.57,-42.1,44_0007725_0007749-reel_begin_end.tiff
7,20900,718,21652,962,20733,1531,20283,1225,1594,2159,9.75,-17.19,20.72,-29.18,7.32,-57.14,0.76,-42.1,44_0007725_0007749-reel_begin_end.tiff
8,23890,840,24642,1046,23756,1534,23293,1227,1594,2159,9.31,-23.19,20.28,-33.31,7.36,-57.29,0.61,-42.2,44_0007725_0007749-reel_begin_end.tiff
9,26987,1168,27749,1374,26779,1538,26316,1231,1594,2159,10.44,-39.3,21.55,-49.42,7.4,-57.48,0.65,-42.4,44_0007725_0007749-reel_begin_end.tiff
10,30027,1119,30752,1314,29809,1538,29343,1231,1594,2159,10.58,-36.9,21.15,-46.48,7.4,-57.48,0.61,-42.4,44_0007725_0007749-reel_begin_end.tiff
11,32974,689,33725,1039,32833,1536,32350,1226,1594,2159,9.66,-15.77,20.61,-32.97,7.61,-57.38,0.57,-42.15,44_0007725_0007749-reel_begin_end.tiff
12,36017,1104,36752,1424,35829,1538,35370,1232,1594,2159,10.15,-36.16,20.86,-51.88,7.4,-57.48,0.71,-42.45,44_0007725_0007749-reel_begin_end.tiff
