A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1208,643,1772,789,1046,1538,655,1238,1596,651,8.9,-13.01,17.27,-20.16,6.49,-56.85,0.69,-42.15,44_0007600_0007624-reel_begin_end.tiff
2,4237,625,4804,821,4075,1537,3669,1234,1596,651,9.03,-12.13,17.45,-21.73,6.63,-56.8,0.6,-41.96,44_0007600_0007624-reel_begin_end.tiff
3,7264,629,7834,825,7102,1537,6699,1233,1596,651,8.99,-12.32,17.45,-21.92,6.58,-56.8,0.6,-41.91,44_0007600_0007624-reel_begin_end.tiff
4,10274,639,10841,911,10112,1538,9709,1234,1596,651,8.99,-12.81,17.4,-26.14,6.58,-56.85,0.6,-41.96,44_0007600_0007624-reel_begin_end.tiff
5,13297,635,13864,833,13132,1537,12729,1232,1596,651,9.03,-12.62,17.45,-22.31,6.58,-56.8,0.6,-41.86,44_0007600_0007624-reel_begin_end.tiff
6,16327,634,16903,817,16180,1536,15768,1235,1596,651,9.03,-12.57,17.58,-21.53,6.85,-56.75,0.74,-42.0,44_0007600_0007624-reel_begin_end.tiff
7,19334,622,19910,782,19172,1538,18769,1232,1596,651,8.99,-11.98,17.53,-19.82,6.58,-56.85,0.6,-41.86,44_0007600_0007624-reel_begin_end.tiff
8,22354,629,22924,759,22195,1535,21780,1242,1596,651,8.99,-12.32,17.45,-18.69,6.63,-56.7,0.47,-42.35,44_0007600_0007624-reel_begin_end.tiff
9,25387,638,25960,813,25225,1538,24816,1235,1596,651,9.03,-12.76,17.53,-21.34,6.63,-56.85,0.56,-42.0,44_0007600_0007624-reel_begin_end.tiff
10,28400,636,28970,827,28238,1536,27832,1233,1596,651,9.08,-12.67,17.53,-22.02,6.67,-56.75,0.65,-41.91,44_0007600_0007624-reel_begin_end.tiff
11,31411,639,31975,788,31261,1537,30846,1233,1596,651,8.94,-12.81,17.31,-20.11,6.72,-56.8,0.56,-41.91,44_0007600_0007624-reel_begin_end.tiff
12,34450,610,35008,842,34294,1538,33876,1233,1596,651,9.08,-11.39,17.36,-22.76,6.76,-56.85,0.56,-41.91,44_0007600_0007624-reel_begin_end.tiff
