A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2787,698,3539,939,2639,1524,2171,1222,1597,2164,9.56,-16.34,20.47,-28.01,7.41,-56.34,0.62,-41.72,44_0007775_0007799-reel_begin_end.tiff
2,5877,1096,6578,1471,5627,1527,5175,1226,1597,2164,10.87,-35.62,21.04,-53.78,7.24,-56.49,0.68,-41.91,44_0007775_0007799-reel_begin_end.tiff
3,8833,723,9577,950,8665,1525,8201,1224,1597,2164,9.79,-17.55,20.59,-28.55,7.35,-56.39,0.62,-41.82,44_0007775_0007799-reel_begin_end.tiff
4,11851,684,12603,917,11680,1521,11228,1222,1597,2164,9.62,-15.66,20.53,-26.95,7.14,-56.2,0.58,-41.72,44_0007775_0007799-reel_begin_end.tiff
5,14843,688,15587,849,14703,1524,14235,1223,1597,2164,9.5,-15.86,20.3,-23.66,7.47,-56.34,0.68,-41.77,44_0007775_0007799-reel_begin_end.tiff
6,17877,707,18621,991,17710,1525,17258,1223,1597,2164,9.56,-16.78,20.36,-30.53,7.14,-56.39,0.58,-41.77,44_0007775_0007799-reel_begin_end.tiff
7,20969,1070,21694,1270,20751,1529,20288,1227,1597,2164,10.46,-34.36,20.98,-44.04,7.3,-56.59,0.58,-41.96,44_0007775_0007799-reel_begin_end.tiff
8,23952,712,24696,1022,23761,1525,23298,1225,1597,2164,10.07,-17.02,20.87,-32.03,7.3,-56.39,0.58,-41.86,44_0007775_0007799-reel_begin_end.tiff
9,26945,730,27697,1037,26801,1524,26314,1221,1597,2164,9.68,-17.89,20.59,-32.76,7.59,-56.34,0.52,-41.67,44_0007775_0007799-reel_begin_end.tiff
10,29979,711,30719,1034,29819,1524,29355,1222,1597,2164,9.73,-16.97,20.47,-32.61,7.41,-56.34,0.68,-41.72,44_0007775_0007799-reel_begin_end.tiff
11,33004,1206,33752,1418,32817,1532,32361,1226,1597,2164,9.95,-40.94,20.81,-51.21,7.24,-56.73,0.62,-41.91,44_0007775_0007799-reel_begin_end.tiff
12,36014,1180,36770,1400,35839,1534,35371,1232,1597,2164,9.95,-39.68,20.92,-50.34,7.41,-56.83,0.62,-42.2,44_0007775_0007799-reel_begin_end.tiff
