A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1266,527,2010,845,1083,1526,643,1144,1597,635,9.7,-7.95,20.64,-23.45,7.0,-56.64,0.53,-38.02,44_0007900_0007924-reel_begin_end.tiff
2,4300,479,5044,870,4129,1528,3677,1142,1597,635,9.75,-5.61,20.7,-24.67,7.24,-56.74,0.59,-37.93,44_0007900_0007924-reel_begin_end.tiff
3,7310,485,8047,788,7158,1526,6683,1148,1597,635,9.75,-5.91,20.6,-20.67,7.52,-56.64,0.53,-38.22,44_0007900_0007924-reel_begin_end.tiff
4,10325,515,11069,767,10157,1525,9709,1143,1597,635,9.53,-7.37,20.48,-19.65,7.06,-56.59,0.47,-37.97,44_0007900_0007924-reel_begin_end.tiff
5,13364,503,14104,879,13185,1529,12733,1149,1597,635,9.81,-6.78,20.7,-25.11,7.18,-56.79,0.53,-38.27,44_0007900_0007924-reel_begin_end.tiff
6,16374,476,17110,771,16183,1526,15743,1152,1597,635,9.81,-5.47,20.64,-19.85,7.0,-56.64,0.53,-38.41,44_0007900_0007924-reel_begin_end.tiff
7,19384,491,20128,759,19193,1525,18753,1147,1597,635,9.81,-6.2,20.76,-19.26,7.0,-56.59,0.53,-38.17,44_0007900_0007924-reel_begin_end.tiff
8,22416,485,23157,735,22229,1525,21793,1142,1597,635,9.7,-5.91,20.6,-18.09,6.94,-56.59,0.53,-37.93,44_0007900_0007924-reel_begin_end.tiff
9,25432,501,26180,751,25288,1530,24809,1143,1597,635,9.64,-6.69,20.64,-18.87,7.52,-56.83,0.47,-37.97,44_0007900_0007924-reel_begin_end.tiff
10,28448,493,29196,738,28234,1525,27821,1142,1597,635,9.87,-6.3,20.88,-18.24,6.72,-56.59,0.65,-37.93,44_0007900_0007924-reel_begin_end.tiff
11,31470,508,32226,776,31283,1525,30851,1142,1597,635,9.75,-7.03,20.88,-20.09,7.0,-56.59,0.65,-37.93,44_0007900_0007924-reel_begin_end.tiff
