A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1258,507,2104,809,1083,1526,643,1142,1589,639,9.66,-7.17,22.27,-21.89,7.05,-56.83,0.5,-38.12,44_0007950_0007974-reel_begin_end.tiff
2,4294,511,5132,818,4091,1525,3667,1150,1589,639,9.9,-7.36,22.39,-22.33,6.88,-56.78,0.56,-38.51,44_0007950_0007974-reel_begin_end.tiff
3,7312,484,8158,802,7118,1525,6693,1141,1589,639,9.72,-6.05,22.33,-21.55,6.83,-56.78,0.5,-38.07,44_0007950_0007974-reel_begin_end.tiff
4,10312,516,11173,801,10121,1523,9701,1139,1589,639,9.72,-7.61,22.55,-21.5,6.88,-56.68,0.62,-37.97,44_0007950_0007974-reel_begin_end.tiff
5,13350,487,14196,850,13148,1522,12735,1146,1589,639,9.84,-6.19,22.45,-23.89,6.83,-56.63,0.68,-38.31,44_0007950_0007974-reel_begin_end.tiff
6,16374,480,17231,795,16207,1523,15751,1138,1589,639,9.9,-5.85,22.67,-21.2,7.41,-56.68,0.62,-37.92,44_0007950_0007974-reel_begin_end.tiff
7,19380,475,20233,797,19209,1526,18753,1148,1589,639,9.84,-5.61,22.55,-21.3,7.29,-56.83,0.5,-38.41,44_0007950_0007974-reel_begin_end.tiff
8,22400,494,23265,822,22264,1529,21781,1144,1589,639,9.84,-6.54,22.73,-22.52,7.82,-56.98,0.62,-38.21,44_0007950_0007974-reel_begin_end.tiff
9,25430,502,26295,810,25235,1525,24815,1141,1589,639,9.84,-6.93,22.73,-21.94,6.94,-56.78,0.68,-38.07,44_0007950_0007974-reel_begin_end.tiff
10,28440,510,29309,853,28249,1524,27821,1141,1589,639,9.84,-7.32,22.79,-24.03,7.0,-56.73,0.62,-38.07,44_0007950_0007974-reel_begin_end.tiff
11,31452,500,32325,801,31238,1525,30837,1143,1589,639,9.72,-6.83,22.73,-21.5,6.53,-56.78,0.56,-38.16,44_0007950_0007974-reel_begin_end.tiff
12,34490,514,35355,829,34288,1523,33871,1141,1589,639,9.84,-7.51,22.73,-22.86,6.83,-56.68,0.62,-38.07,44_0007950_0007974-reel_begin_end.tiff
