A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2783,476,3543,681,2612,1528,2156,1145,1601,2152,9.71,-5.54,20.82,-15.59,7.21,-57.13,0.55,-38.35,44_0007925_0007949-reel_begin_end.tiff
2,5813,508,6585,690,5630,1527,5194,1141,1601,2152,9.71,-7.1,21.0,-16.03,7.04,-57.08,0.66,-38.15,44_0007925_0007949-reel_begin_end.tiff
3,8819,494,9598,814,8632,1525,8200,1141,1601,2152,9.65,-6.42,21.04,-22.11,6.92,-56.98,0.6,-38.15,44_0007925_0007949-reel_begin_end.tiff
4,11839,487,12622,804,11625,1522,11216,1139,1601,2152,9.65,-6.07,21.1,-21.62,6.52,-56.84,0.55,-38.05,44_0007925_0007949-reel_begin_end.tiff
5,14869,465,15664,822,14694,1526,14242,1146,1601,2152,9.65,-5.0,21.28,-22.5,7.09,-57.03,0.49,-38.4,44_0007925_0007949-reel_begin_end.tiff
6,17873,526,18676,851,17710,1525,17258,1142,1601,2152,9.71,-7.99,21.45,-23.93,7.33,-56.98,0.72,-38.2,44_0007925_0007949-reel_begin_end.tiff
7,20901,487,21700,749,20702,1525,20274,1140,1601,2152,9.83,-6.07,21.51,-18.92,6.92,-56.98,0.66,-38.1,44_0007925_0007949-reel_begin_end.tiff
8,23931,500,24737,807,23724,1523,23308,1140,1601,2152,9.83,-6.71,21.61,-21.77,6.8,-56.89,0.72,-38.1,44_0007925_0007949-reel_begin_end.tiff
9,26939,471,27754,734,26760,1525,26320,1140,1601,2152,9.65,-5.29,21.57,-18.19,7.04,-56.98,0.6,-38.1,44_0007925_0007949-reel_begin_end.tiff
10,29953,494,30771,734,29774,1526,29330,1143,1601,2152,9.71,-6.42,21.67,-18.19,7.09,-57.03,0.6,-38.25,44_0007925_0007949-reel_begin_end.tiff
11,32979,472,33817,829,32820,1526,32368,1141,1601,2152,9.65,-5.34,21.91,-22.85,7.33,-57.03,0.72,-38.15,44_0007925_0007949-reel_begin_end.tiff
