A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3504,774,4346,1360,3375,1434,2882,1280,1517,2879,9.56,-24.15,21.98,-52.55,7.65,-56.14,0.37,-48.67,44_0000250_0000274-reel_begin_end.tiff
2,6540,788,7367,1230,6414,1437,5912,1277,1517,2879,9.64,-24.83,21.85,-46.25,7.78,-56.28,0.37,-48.53,44_0000250_0000274-reel_begin_end.tiff
3,9561,966,10002,970,9417,1440,8945,1276,1517,2879,9.51,-33.46,16.02,-33.65,7.39,-56.43,0.42,-48.48,44_0000250_0000274-reel_begin_end.tiff
4,12573,752,13403,1303,12389,1437,11948,1272,1517,2879,9.69,-23.08,21.94,-49.79,6.97,-56.28,0.46,-48.29,44_0000250_0000274-reel_begin_end.tiff
5,15588,761,16427,1269,15413,1435,14969,1274,1517,2879,9.47,-23.52,21.85,-48.14,6.88,-56.19,0.33,-48.38,44_0000250_0000274-reel_begin_end.tiff
6,18608,796,19445,1291,18474,1436,17992,1283,1517,2879,9.32,-25.22,21.67,-49.21,7.34,-56.23,0.23,-48.82,44_0000250_0000274-reel_begin_end.tiff
7,21618,761,22445,1326,21455,1435,21002,1274,1517,2879,9.47,-23.52,21.67,-50.9,7.06,-56.19,0.37,-48.38,44_0000250_0000274-reel_begin_end.tiff
8,24631,765,25462,1290,24454,1434,24019,1271,1517,2879,9.36,-23.71,21.63,-49.16,6.75,-56.14,0.33,-48.24,44_0000250_0000274-reel_begin_end.tiff
9,27668,772,28495,1311,27508,1434,27055,1273,1517,2879,9.47,-24.05,21.67,-50.18,7.11,-56.14,0.42,-48.33,44_0000250_0000274-reel_begin_end.tiff
10,30681,748,31511,1329,30534,1435,30056,1280,1517,2879,9.51,-22.89,21.76,-51.05,7.34,-56.19,0.29,-48.67,44_0000250_0000274-reel_begin_end.tiff
11,33700,798,34515,1408,33519,1432,33072,1272,1517,2879,9.64,-25.31,21.67,-54.88,6.97,-56.04,0.37,-48.29,44_0000250_0000274-reel_begin_end.tiff
