A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2314,363,2817,1054,2244,1444,1790,1061,1519,1777,8.25,-3.69,15.63,-37.48,7.23,-56.54,0.57,-37.82,44_0000825_0000849-reel_begin_end.tiff
2,5322,356,5819,960,5218,1445,4797,1062,1519,1777,8.08,-3.35,15.37,-32.88,6.55,-56.59,0.38,-37.87,44_0000825_0000849-reel_begin_end.tiff
3,8334,371,8828,924,8236,1436,7813,1047,1519,1777,8.25,-4.09,15.5,-31.12,6.82,-56.15,0.61,-37.13,44_0000825_0000849-reel_begin_end.tiff
4,11304,358,11789,1109,11215,1446,10770,1064,1519,1777,8.25,-3.45,15.37,-40.16,6.95,-56.64,0.42,-37.96,44_0000825_0000849-reel_begin_end.tiff
5,14314,363,14811,842,14228,1445,13796,1066,1519,1777,8.25,-3.69,15.54,-27.11,6.99,-56.59,0.66,-38.06,44_0000825_0000849-reel_begin_end.tiff
6,17324,356,17821,764,17229,1443,16793,1063,1519,1777,8.25,-3.35,15.54,-23.3,6.86,-56.49,0.47,-37.92,44_0000825_0000849-reel_begin_end.tiff
7,20357,366,20842,686,20253,1442,19826,1061,1519,1777,8.3,-3.84,15.41,-19.48,6.77,-56.44,0.51,-37.82,44_0000825_0000849-reel_begin_end.tiff
8,23377,331,23865,861,23307,1443,22843,1061,1519,1777,8.3,-2.13,15.46,-28.04,7.27,-56.49,0.47,-37.82,44_0000825_0000849-reel_begin_end.tiff
9,26384,373,26872,738,26277,1442,25856,1061,1519,1777,8.25,-4.18,15.41,-22.03,6.68,-56.44,0.51,-37.82,44_0000825_0000849-reel_begin_end.tiff
10,29417,375,29898,719,29300,1441,28883,1060,1519,1777,8.44,-4.28,15.5,-21.1,6.73,-56.4,0.61,-37.77,44_0000825_0000849-reel_begin_end.tiff
11,32428,356,32950,957,32293,1442,31900,1062,1519,1777,8.17,-3.35,15.82,-32.73,6.19,-56.44,0.42,-37.87,44_0000825_0000849-reel_begin_end.tiff
12,35435,367,35917,775,35312,1443,34904,1064,1519,1777,8.12,-3.89,15.19,-23.84,6.32,-56.49,0.33,-37.96,44_0000825_0000849-reel_begin_end.tiff
