A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3829,586,4273,700,3741,1449,3294,1143,1513,3296,8.36,-14.23,14.87,-19.85,7.07,-56.79,0.52,-41.7,44_0001250_0001274-reel_begin_end.tiff
2,6766,609,7224,921,6643,1450,6234,1142,1513,3296,8.32,-15.36,15.03,-30.75,6.51,-56.83,0.52,-41.65,44_0001250_0001274-reel_begin_end.tiff
3,9729,557,10182,690,9617,1446,9194,1142,1513,3296,8.36,-12.8,15.0,-19.36,6.72,-56.64,0.52,-41.65,44_0001250_0001274-reel_begin_end.tiff
4,12676,576,13129,813,12564,1450,12141,1143,1513,3296,8.32,-13.74,14.96,-25.42,6.67,-56.83,0.47,-41.7,44_0001250_0001274-reel_begin_end.tiff
5,15616,579,16066,728,15499,1448,15079,1144,1513,3296,8.32,-13.88,14.91,-21.23,6.6,-56.74,0.44,-41.75,44_0001250_0001274-reel_begin_end.tiff
6,18574,538,19027,833,18460,1450,18037,1143,1513,3296,8.43,-11.86,15.08,-26.41,6.76,-56.83,0.56,-41.7,44_0001250_0001274-reel_begin_end.tiff
7,21526,572,21979,760,21420,1450,20989,1145,1513,3296,8.32,-13.54,14.96,-22.81,6.76,-56.83,0.44,-41.79,44_0001250_0001274-reel_begin_end.tiff
8,24461,576,24923,687,24358,1451,23927,1144,1513,3296,8.39,-13.74,15.16,-19.21,6.88,-56.88,0.56,-41.75,44_0001250_0001274-reel_begin_end.tiff
9,27443,595,27899,874,27337,1452,26906,1153,1513,3296,8.27,-14.67,14.96,-28.43,6.72,-56.93,0.4,-42.19,44_0001250_0001274-reel_begin_end.tiff
10,30401,593,30863,925,30290,1450,29867,1143,1513,3296,8.39,-14.58,15.16,-30.95,6.76,-56.83,0.56,-41.7,44_0001250_0001274-reel_begin_end.tiff
11,33341,567,33800,679,33235,1449,32807,1139,1513,3296,8.39,-13.29,15.12,-18.82,6.84,-56.79,0.56,-41.5,44_0001250_0001274-reel_begin_end.tiff
