A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3557,753,3732,596,3376,1428,2906,1267,1519,2900,10.07,-23.08,12.63,-15.48,7.43,-55.75,0.57,-47.96,44_0000050_0000074-reel_begin_end.tiff
2,6567,754,6751,598,6349,1430,5913,1274,1519,2900,10.07,-23.13,12.76,-15.58,6.89,-55.85,0.53,-48.3,44_0000050_0000074-reel_begin_end.tiff
3,9583,748,9761,611,9387,1433,8926,1274,1519,2900,10.16,-22.84,12.76,-16.21,7.3,-55.99,0.57,-48.3,44_0000050_0000074-reel_begin_end.tiff
4,12601,748,12785,628,12427,1430,11960,1269,1519,2900,9.84,-22.84,12.52,-17.03,7.3,-55.85,0.48,-48.06,44_0000050_0000074-reel_begin_end.tiff
5,15614,753,15789,666,15443,1434,14976,1272,1519,2900,9.88,-23.08,12.44,-18.87,7.39,-56.04,0.57,-48.2,44_0000050_0000074-reel_begin_end.tiff
6,18643,653,18830,828,18459,1432,17986,1269,1519,2900,10.16,-18.24,12.89,-26.71,7.47,-55.95,0.57,-48.06,44_0000050_0000074-reel_begin_end.tiff
7,21667,802,21851,683,21437,1433,21013,1271,1519,2900,10.07,-25.45,12.76,-19.69,6.71,-55.99,0.53,-48.15,44_0000050_0000074-reel_begin_end.tiff
8,24659,780,24855,801,24487,1430,24042,1270,1519,2900,9.66,-24.39,12.52,-25.4,7.15,-55.85,0.66,-48.1,44_0000050_0000074-reel_begin_end.tiff
9,27657,749,27856,769,27467,1431,27043,1269,1519,2900,9.49,-22.89,12.39,-23.85,6.71,-55.9,0.53,-48.06,44_0000050_0000074-reel_begin_end.tiff
10,30677,732,30889,698,30557,1429,30066,1271,1519,2900,9.49,-22.06,12.58,-20.42,7.74,-55.8,0.57,-48.15,44_0000050_0000074-reel_begin_end.tiff
11,33688,737,33903,705,33553,1429,33099,1267,1519,2900,9.21,-22.31,12.35,-20.76,7.24,-55.8,0.61,-47.96,44_0000050_0000074-reel_begin_end.tiff
