A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2306,375,2800,865,2190,1452,1778,1077,1502,1778,8.31,-4.01,15.59,-27.96,6.6,-56.65,0.54,-38.32,44_0001075_0001099-reel_begin_end.tiff
2,5341,407,5830,833,5220,1452,4808,1077,1502,1778,8.39,-5.58,15.59,-26.4,6.6,-56.65,0.54,-38.32,44_0001075_0001099-reel_begin_end.tiff
3,8349,440,8846,874,8235,1453,7818,1080,1502,1778,8.36,-7.19,15.68,-28.4,6.68,-56.7,0.54,-38.47,44_0001075_0001099-reel_begin_end.tiff
4,11361,359,11853,882,11251,1453,10828,1078,1502,1778,8.39,-3.23,15.63,-28.79,6.77,-56.7,0.54,-38.37,44_0001075_0001099-reel_begin_end.tiff
5,14391,380,14883,836,14275,1451,13861,1079,1502,1778,8.39,-4.26,15.63,-26.54,6.68,-56.6,0.58,-38.42,44_0001075_0001099-reel_begin_end.tiff
6,17406,358,17925,824,17298,1451,16878,1077,1502,1778,8.31,-3.18,15.96,-25.96,6.72,-56.6,0.54,-38.32,44_0001075_0001099-reel_begin_end.tiff
7,20416,382,20922,768,20305,1451,19885,1078,1502,1778,8.31,-4.36,15.77,-23.22,6.68,-56.6,0.49,-38.37,44_0001075_0001099-reel_begin_end.tiff
8,23446,342,23960,772,23330,1451,22913,1077,1502,1778,8.31,-2.4,15.88,-23.42,6.6,-56.6,0.46,-38.32,44_0001075_0001099-reel_begin_end.tiff
9,26439,338,26950,807,26328,1451,25908,1078,1502,1778,8.36,-2.21,15.88,-25.13,6.72,-56.6,0.54,-38.37,44_0001075_0001099-reel_begin_end.tiff
10,29446,354,29954,884,29335,1450,28910,1081,1502,1778,8.31,-2.99,15.79,-28.89,6.68,-56.55,0.42,-38.52,44_0001075_0001099-reel_begin_end.tiff
11,32471,352,32972,815,32358,1452,31938,1079,1502,1778,8.39,-2.89,15.77,-25.52,6.72,-56.65,0.54,-38.42,44_0001075_0001099-reel_begin_end.tiff
12,35491,377,35994,951,35381,1452,34958,1080,1502,1778,8.39,-4.11,15.79,-32.16,6.77,-56.65,0.54,-38.47,44_0001075_0001099-reel_begin_end.tiff
