A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2007,752,2630,1168,1872,1431,1396,1270,1513,1399,9.55,-23.35,18.74,-43.19,7.56,-55.74,0.55,-48.06,44_0000175_0000199-reel_begin_end.tiff
2,5001,783,5627,1200,4838,1434,4399,1273,1513,1399,9.47,-24.83,18.69,-44.72,7.06,-55.88,0.59,-48.2,44_0000175_0000199-reel_begin_end.tiff
3,8634,1208,,,7941,1437,7422,1274,1513,1399,18.5,-45.1,,,8.29,-56.02,0.64,-48.25,44_0000175_0000199-reel_begin_end.tiff
4,11063,743,11646,1159,10897,1433,10446,1274,1513,1399,9.64,-22.92,18.24,-42.76,7.2,-55.83,0.55,-48.25,44_0000175_0000199-reel_begin_end.tiff
5,14063,750,14621,1168,13885,1435,13452,1277,1513,1399,9.64,-23.26,17.87,-43.19,7.02,-55.93,0.64,-48.39,44_0000175_0000199-reel_begin_end.tiff
6,17077,828,17629,1149,16948,1437,16472,1274,1513,1399,9.55,-26.98,17.69,-42.29,7.65,-56.02,0.64,-48.25,44_0000175_0000199-reel_begin_end.tiff
7,20119,783,20631,1097,19978,1438,19508,1273,1513,1399,9.73,-24.83,17.28,-39.81,7.65,-56.07,0.72,-48.2,44_0000175_0000199-reel_begin_end.tiff
8,23135,746,23608,1171,23037,1435,22515,1274,1513,1399,9.82,-23.07,16.79,-43.34,8.37,-55.93,0.68,-48.25,44_0000175_0000199-reel_begin_end.tiff
9,26152,748,26560,1068,25971,1435,25529,1275,1513,1399,9.77,-23.16,15.79,-38.42,7.11,-55.93,0.59,-48.3,44_0000175_0000199-reel_begin_end.tiff
10,29182,739,29507,963,29026,1436,28559,1274,1513,1399,9.77,-22.73,14.57,-33.42,7.48,-55.98,0.59,-48.25,44_0000175_0000199-reel_begin_end.tiff
11,32198,763,32370,864,32023,1432,31572,1273,1513,1399,9.86,-23.88,12.4,-28.69,7.28,-55.79,0.64,-48.2,44_0000175_0000199-reel_begin_end.tiff
12,35230,808,,,35040,1428,34392,1141,1513,1399,12.99,-26.02,,,10.19,-55.59,0.64,-41.91,44_0000175_0000199-reel_begin_end.tiff
