A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2312,345,2824,774,2202,1438,1773,1057,1514,1761,8.46,-2.54,16.02,-23.54,6.84,-56.04,0.51,-37.39,44_0000625_0000649-reel_begin_end.tiff
2,5330,320,5845,731,5232,1442,4803,1060,1514,1761,8.28,-1.32,15.89,-21.44,6.84,-56.24,0.51,-37.54,44_0000625_0000649-reel_begin_end.tiff
3,8357,350,8878,766,8244,1438,7824,1058,1514,1761,8.24,-2.79,15.93,-23.15,6.57,-56.04,0.37,-37.44,44_0000625_0000649-reel_begin_end.tiff
4,11369,409,11884,976,11253,1443,10830,1060,1514,1761,8.42,-5.67,16.02,-33.43,6.71,-56.29,0.46,-37.54,44_0000625_0000649-reel_begin_end.tiff
5,14386,320,14886,779,14273,1441,13844,1067,1514,1761,8.37,-1.32,15.75,-23.79,6.71,-56.19,0.37,-37.88,44_0000625_0000649-reel_begin_end.tiff
6,17422,360,17916,792,17312,1441,16877,1060,1514,1761,8.46,-3.28,15.75,-24.42,6.84,-56.19,0.42,-37.54,44_0000625_0000649-reel_begin_end.tiff
7,20420,368,20916,601,20300,1441,19884,1060,1514,1761,8.28,-3.67,15.61,-15.07,6.51,-56.19,0.37,-37.54,44_0000625_0000649-reel_begin_end.tiff
8,23446,339,23942,706,23357,1443,22904,1061,1514,1761,8.37,-2.25,15.69,-20.21,7.06,-56.29,0.37,-37.59,44_0000625_0000649-reel_begin_end.tiff
9,26467,340,26902,1116,26372,1439,25940,1059,1514,1761,8.24,-2.3,14.66,-40.28,6.84,-56.09,0.46,-37.49,44_0000625_0000649-reel_begin_end.tiff
10,29404,333,29909,818,29318,1437,28874,1060,1514,1761,8.2,-1.95,15.65,-25.7,6.93,-56.0,0.37,-37.54,44_0000625_0000649-reel_begin_end.tiff
11,32356,335,32837,921,32203,1441,31814,1062,1514,1761,8.37,-2.05,15.47,-30.74,6.12,-56.19,0.37,-37.64,44_0000625_0000649-reel_begin_end.tiff
12,35386,333,35858,597,35309,1440,34850,1059,1514,1761,8.37,-1.95,15.34,-14.88,7.24,-56.14,0.46,-37.49,44_0000625_0000649-reel_begin_end.tiff
