A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,793,573,1387,943,698,1437,266,1106,1520,250,8.3,-14.22,17.15,-31.97,6.88,-55.68,0.44,-39.8,44_0000650_0000674-reel_begin_end.tiff
2,3783,549,4359,858,3654,1437,3246,1104,1520,250,8.3,-13.07,16.88,-27.9,6.37,-55.68,0.29,-39.7,44_0000650_0000674-reel_begin_end.tiff
3,6810,529,7392,975,6693,1436,6270,1107,1520,250,8.25,-12.11,16.93,-33.51,6.51,-55.63,0.2,-39.85,44_0000650_0000674-reel_begin_end.tiff
4,12820,549,13409,1020,12716,1437,12290,1109,1520,250,8.1,-13.07,16.88,-35.67,6.55,-55.68,0.2,-39.94,44_0000650_0000674-reel_begin_end.tiff
5,15866,362,16436,802,15752,1442,15323,1064,1520,250,8.34,-4.09,16.84,-25.21,6.64,-55.92,0.25,-37.78,44_0000650_0000674-reel_begin_end.tiff
6,18873,348,19489,1027,18772,1440,18339,1060,1520,250,8.3,-3.42,17.48,-36.01,6.79,-55.83,0.34,-37.59,44_0000650_0000674-reel_begin_end.tiff
7,21892,337,22446,926,21751,1440,21349,1062,1520,250,8.43,-2.89,16.69,-31.16,6.33,-55.83,0.34,-37.69,44_0000650_0000674-reel_begin_end.tiff
8,24923,420,25483,862,24825,1442,24386,1061,1520,250,8.3,-6.88,16.65,-28.09,6.84,-55.92,0.29,-37.64,44_0000650_0000674-reel_begin_end.tiff
9,27937,350,28482,1005,27805,1437,27400,1059,1520,250,8.21,-3.52,16.33,-34.95,6.24,-55.68,0.2,-37.54,44_0000650_0000674-reel_begin_end.tiff
10,30943,372,31470,598,30845,1436,,,1520,250,8.3,-4.57,16.15,-15.42,6.84,-55.63,,,44_0000650_0000674-reel_begin_end.tiff
11,33970,394,34497,700,33859,1438,33436,1060,1520,250,8.25,-5.63,16.11,-20.31,6.6,-55.73,0.29,-37.59,44_0000650_0000674-reel_begin_end.tiff
