A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2312,581,2818,855,2198,1438,1778,1109,1510,1769,8.38,-14.2,15.84,-27.6,6.7,-56.1,0.51,-40.01,44_0000675_0000699-reel_begin_end.tiff
2,5342,553,5860,825,5237,1435,4808,1107,1510,1769,8.38,-12.83,16.01,-26.13,6.83,-55.95,0.51,-39.92,44_0000675_0000699-reel_begin_end.tiff
3,8359,558,8880,778,8257,1438,7819,1108,1510,1769,8.33,-13.08,16.01,-23.83,6.83,-56.1,0.37,-39.97,44_0000675_0000699-reel_begin_end.tiff
4,11369,528,11890,796,11271,1435,10826,1108,1510,1769,8.33,-11.61,16.01,-24.71,6.89,-55.95,0.33,-39.97,44_0000675_0000699-reel_begin_end.tiff
5,14326,536,14850,820,14218,1435,13783,1112,1510,1769,8.29,-12.0,16.01,-25.89,6.7,-55.95,0.29,-40.16,44_0000675_0000699-reel_begin_end.tiff
6,17345,545,17869,796,17237,1436,16811,1106,1510,1769,8.42,-12.44,16.15,-24.71,6.83,-56.0,0.55,-39.87,44_0000675_0000699-reel_begin_end.tiff
7,20349,555,20889,781,20254,1438,19821,1108,1510,1769,8.33,-12.93,16.29,-23.98,6.93,-56.1,0.55,-39.97,44_0000675_0000699-reel_begin_end.tiff
8,23385,537,23931,732,23262,1440,22839,1110,1510,1769,8.42,-12.05,16.47,-21.58,6.61,-56.2,0.37,-40.06,44_0000675_0000699-reel_begin_end.tiff
9,26402,538,26960,871,26307,1441,25868,1105,1510,1769,8.38,-12.1,16.6,-28.38,6.98,-56.25,0.51,-39.82,44_0000675_0000699-reel_begin_end.tiff
10,29409,543,29973,784,29314,1440,28878,1107,1510,1769,8.33,-12.34,16.65,-24.13,6.93,-56.2,0.51,-39.92,44_0000675_0000699-reel_begin_end.tiff
11,32429,536,33015,897,32337,1440,31898,1105,1510,1769,8.33,-12.0,16.97,-29.65,6.98,-56.2,0.51,-39.82,44_0000675_0000699-reel_begin_end.tiff
12,35453,542,36045,1000,35345,1438,34931,1110,1510,1769,8.25,-12.29,16.97,-34.69,6.65,-56.1,0.55,-40.06,44_0000675_0000699-reel_begin_end.tiff
