A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,796,398,1300,1052,689,1456,269,1079,1513,266,8.32,-5.36,15.71,-37.18,6.75,-56.84,0.59,-38.49,44_0001100_0001124-reel_begin_end.tiff
2,3823,364,4341,1124,3722,1452,3294,1078,1513,266,8.27,-3.7,15.87,-40.68,6.79,-56.64,0.52,-38.44,44_0001100_0001124-reel_begin_end.tiff
3,6846,427,7348,1021,6728,1453,6314,1079,1513,266,8.32,-6.77,15.68,-35.67,6.59,-56.69,0.52,-38.49,44_0001100_0001124-reel_begin_end.tiff
4,9848,394,10360,978,9738,1452,9321,1077,1513,266,8.2,-5.16,15.71,-33.58,6.59,-56.64,0.47,-38.4,44_0001100_0001124-reel_begin_end.tiff
5,12873,415,13380,930,12761,1449,12346,1077,1513,266,8.27,-6.19,15.71,-31.24,6.63,-56.5,0.55,-38.4,44_0001100_0001124-reel_begin_end.tiff
6,15833,411,16343,944,15729,1452,15304,1079,1513,266,8.27,-5.99,15.75,-31.92,6.75,-56.64,0.52,-38.49,44_0001100_0001124-reel_begin_end.tiff
7,18838,394,19349,977,18721,1449,18312,1077,1513,266,8.35,-5.16,15.84,-33.53,6.63,-56.5,0.63,-38.4,44_0001100_0001124-reel_begin_end.tiff
8,21860,395,22362,950,21751,1451,21334,1077,1513,266,8.23,-5.21,15.59,-32.22,6.63,-56.59,0.52,-38.4,44_0001100_0001124-reel_begin_end.tiff
9,24888,408,25382,829,24777,1451,24359,1077,1513,266,8.35,-5.84,15.59,-26.33,6.72,-56.59,0.59,-38.4,44_0001100_0001124-reel_begin_end.tiff
10,27893,391,28387,924,27784,1452,27364,1079,1513,266,8.27,-5.02,15.52,-30.95,6.67,-56.64,0.52,-38.49,44_0001100_0001124-reel_begin_end.tiff
11,30916,371,31418,804,30812,1449,30384,1078,1513,266,8.32,-4.04,15.68,-25.11,6.79,-56.5,0.52,-38.44,44_0001100_0001124-reel_begin_end.tiff
12,33946,376,34442,870,33842,1450,33416,1077,1513,266,8.32,-4.29,15.59,-28.32,6.79,-56.54,0.55,-38.4,44_0001100_0001124-reel_begin_end.tiff
