A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2350,419,,,2247,1475,1783,1110,1511,1788,8.81,-6.65,,,7.3,-58.03,0.46,-40.27,44_0001525_0001549-reel_begin_end.tiff
2,5369,401,5752,1011,5258,1474,4813,1099,1511,1788,8.65,-5.77,14.29,-35.45,7.02,-57.98,0.46,-39.73,44_0001525_0001549-reel_begin_end.tiff
3,8378,388,8787,1059,8271,1475,7821,1099,1511,1788,8.78,-5.14,14.81,-37.79,7.21,-58.03,0.58,-39.73,44_0001525_0001549-reel_begin_end.tiff
4,11400,395,11821,947,11310,1473,10846,1089,1511,1788,8.81,-5.48,15.01,-32.34,7.49,-57.93,0.66,-39.25,44_0001525_0001549-reel_begin_end.tiff
5,14430,355,14859,765,14308,1474,13871,1100,1511,1788,8.81,-3.53,15.13,-23.48,7.02,-57.98,0.58,-39.78,44_0001525_0001549-reel_begin_end.tiff
6,17438,419,17847,735,17337,1474,16876,1099,1511,1788,8.78,-6.65,14.81,-22.02,7.3,-57.98,0.51,-39.73,44_0001525_0001549-reel_begin_end.tiff
7,20449,407,20881,776,20354,1474,19896,1099,1511,1788,8.65,-6.06,15.01,-24.02,7.25,-57.98,0.51,-39.73,44_0001525_0001549-reel_begin_end.tiff
8,23485,396,23883,892,23351,1472,22926,1098,1511,1788,8.74,-5.53,14.6,-29.66,6.77,-57.88,0.51,-39.68,44_0001525_0001549-reel_begin_end.tiff
9,26492,413,26882,834,26372,1475,25936,1100,1511,1788,8.7,-6.35,14.44,-26.84,6.93,-58.03,0.51,-39.78,44_0001525_0001549-reel_begin_end.tiff
10,29502,395,29909,882,29390,1471,28946,1105,1511,1788,8.7,-5.48,14.69,-29.17,7.05,-57.83,0.51,-40.02,44_0001525_0001549-reel_begin_end.tiff
11,32538,438,32939,1009,32423,1473,31981,1099,1511,1788,8.78,-7.57,14.69,-35.35,7.09,-57.93,0.58,-39.73,44_0001525_0001549-reel_begin_end.tiff
12,35553,391,35932,1093,35433,1471,34994,1097,1511,1788,8.86,-5.28,14.44,-39.44,7.09,-57.83,0.63,-39.63,44_0001525_0001549-reel_begin_end.tiff
