A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2315,522,2747,868,2198,1433,1769,1107,1526,1769,8.5,-12.13,14.9,-28.65,6.76,-55.63,0.4,-40.07,44_0000575_0000599-reel_begin_end.tiff
2,5262,552,5703,881,5121,1433,4725,1105,1526,1769,8.45,-13.56,14.99,-29.27,6.36,-55.63,0.49,-39.97,44_0000575_0000599-reel_begin_end.tiff
3,8228,559,8660,1175,8096,1436,7689,1109,1526,1769,8.54,-13.89,14.95,-43.31,6.58,-55.78,0.55,-40.16,44_0000575_0000599-reel_begin_end.tiff
4,11171,571,11609,979,11036,1435,10629,1105,1526,1769,8.59,-14.47,15.08,-33.95,6.58,-55.73,0.55,-39.97,44_0000575_0000599-reel_begin_end.tiff
5,14108,575,14549,929,13998,1432,,,1526,1769,8.54,-14.66,15.08,-31.56,6.91,-55.59,,,44_0000575_0000599-reel_begin_end.tiff
6,17066,579,17507,808,16943,1437,16532,1103,1526,1769,8.36,-14.85,14.9,-25.79,6.54,-55.83,0.44,-39.87,44_0000575_0000599-reel_begin_end.tiff
7,20018,551,20438,805,19862,1433,19479,1106,1526,1769,8.54,-13.51,14.77,-25.64,6.23,-55.63,0.55,-40.02,44_0000575_0000599-reel_begin_end.tiff
8,22949,576,23378,800,22826,1434,22412,1104,1526,1769,8.41,-14.71,14.77,-25.4,6.58,-55.68,0.44,-39.92,44_0000575_0000599-reel_begin_end.tiff
9,25912,582,26313,978,25789,1434,25366,1108,1526,1769,8.45,-14.99,14.4,-33.9,6.63,-55.68,0.35,-40.11,44_0000575_0000599-reel_begin_end.tiff
10,28862,592,29269,1125,28773,1437,28322,1103,1526,1769,8.45,-15.47,14.49,-40.93,7.13,-55.83,0.44,-39.87,44_0000575_0000599-reel_begin_end.tiff
11,31805,545,32206,830,31648,1434,31262,1105,1526,1769,8.5,-13.23,14.44,-26.84,6.17,-55.68,0.44,-39.97,44_0000575_0000599-reel_begin_end.tiff
12,34765,566,35172,1110,34651,1436,34219,1104,1526,1769,8.5,-14.23,14.53,-40.21,6.81,-55.78,0.4,-39.92,44_0000575_0000599-reel_begin_end.tiff
