A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2362,584,2934,1254,2264,1476,1795,1173,1511,1797,8.92,-14.13,17.31,-47.17,7.48,-58.12,0.61,-43.18,44_0001575_0001599-reel_begin_end.tiff
2,5374,588,,,5275,1474,4807,1173,1511,1797,8.85,-14.33,,,7.4,-58.02,0.53,-43.18,44_0001575_0001599-reel_begin_end.tiff
3,8336,542,,,8241,1471,7772,1170,1511,1797,8.88,-12.06,,,7.48,-57.87,0.61,-43.03,44_0001575_0001599-reel_begin_end.tiff
4,11299,567,,,11212,1473,10732,1174,1511,1797,8.92,-13.29,,,7.64,-57.97,0.61,-43.22,44_0001575_0001599-reel_begin_end.tiff
5,14246,608,,,14148,1469,13680,1171,1511,1797,8.88,-15.31,,,7.44,-57.77,0.58,-43.08,44_0001575_0001599-reel_begin_end.tiff
6,17184,590,,,17110,1470,16617,1173,1511,1797,8.85,-14.43,,,7.76,-57.82,0.53,-43.18,44_0001575_0001599-reel_begin_end.tiff
7,20146,620,20623,1201,20031,1473,19580,1172,1511,1797,8.88,-15.91,15.87,-44.56,7.19,-57.97,0.58,-43.13,44_0001575_0001599-reel_begin_end.tiff
8,23096,638,23545,1172,22987,1477,22527,1176,1511,1797,8.88,-16.79,15.46,-43.13,7.28,-58.17,0.53,-43.32,44_0001575_0001599-reel_begin_end.tiff
9,26101,625,26566,1130,25980,1473,25537,1172,1511,1797,8.8,-16.15,15.62,-41.06,7.03,-57.97,0.53,-43.13,44_0001575_0001599-reel_begin_end.tiff
10,29054,573,29500,1105,28930,1473,28492,1170,1511,1797,8.85,-13.59,15.39,-39.82,7.03,-57.97,0.61,-43.03,44_0001575_0001599-reel_begin_end.tiff
11,32078,583,32544,899,31977,1475,31522,1171,1511,1797,8.76,-14.08,15.59,-29.66,7.28,-58.07,0.61,-43.08,44_0001575_0001599-reel_begin_end.tiff
12,35089,595,,,34974,1469,34522,1173,1511,1797,8.92,-14.67,,,7.23,-57.77,0.61,-43.18,44_0001575_0001599-reel_begin_end.tiff
