A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,817,554,1209,984,725,1440,281,1107,1514,266,8.42,-12.8,14.2,-34.06,7.06,-56.61,0.51,-40.14,44_0000550_0000574-reel_begin_end.tiff
2,3907,539,4287,1038,3821,1434,3365,1104,1514,266,8.42,-12.06,14.03,-36.73,7.15,-56.31,0.42,-40.0,44_0000550_0000574-reel_begin_end.tiff
3,6858,544,7229,925,6760,1436,6319,1104,1514,266,8.28,-12.31,13.76,-31.14,6.84,-56.41,0.33,-40.0,44_0000550_0000574-reel_begin_end.tiff
4,9887,573,10273,865,9777,1434,9345,1103,1514,266,8.42,-13.74,14.11,-28.18,6.79,-56.31,0.42,-39.95,44_0000550_0000574-reel_begin_end.tiff
5,12897,543,13277,970,12787,1434,12343,1109,1514,266,8.42,-12.26,14.03,-33.37,6.79,-56.31,0.24,-40.24,44_0000550_0000574-reel_begin_end.tiff
6,15838,566,16255,1124,15725,1434,15299,1103,1514,266,8.28,-13.39,14.44,-40.98,6.62,-56.31,0.33,-39.95,44_0000550_0000574-reel_begin_end.tiff
7,18795,604,19252,880,18672,1433,18259,1102,1514,266,8.24,-15.27,14.98,-28.92,6.42,-56.26,0.33,-39.9,44_0000550_0000574-reel_begin_end.tiff
8,21814,574,22255,778,21661,1435,21266,1106,1514,266,8.37,-13.79,14.88,-23.88,6.11,-56.36,0.28,-40.09,44_0000550_0000574-reel_begin_end.tiff
9,24818,568,25259,837,24686,1435,24288,1103,1514,266,8.28,-13.49,14.79,-26.79,6.34,-56.36,0.46,-39.95,44_0000550_0000574-reel_begin_end.tiff
10,27854,552,28286,945,27753,1437,27315,1103,1514,266,8.37,-12.7,14.75,-32.13,6.88,-56.46,0.42,-39.95,44_0000550_0000574-reel_begin_end.tiff
11,30871,573,31266,1117,30798,1439,30329,1107,1514,266,8.33,-13.74,14.16,-40.64,7.25,-56.56,0.33,-40.14,44_0000550_0000574-reel_begin_end.tiff
12,33881,539,34273,955,33758,1434,33342,1103,1514,266,8.33,-12.06,14.11,-32.63,6.51,-56.31,0.37,-39.95,44_0000550_0000574-reel_begin_end.tiff
