A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1955,732,2191,714,1807,1428,1381,1237,1519,1378,8.86,-21.21,12.31,-20.31,6.7,-55.93,0.49,-46.4,44_0000025_0000049-reel_begin_end.tiff
2,4992,736,5219,729,4853,1432,4418,1269,1519,1378,8.82,-21.41,12.13,-21.06,6.79,-56.13,0.44,-48.0,44_0000025_0000049-reel_begin_end.tiff
3,8001,757,8225,912,7820,1433,7430,1277,1519,1378,8.95,-22.45,12.22,-30.19,6.31,-56.18,0.62,-48.4,44_0000025_0000049-reel_begin_end.tiff
4,11015,738,11239,682,10864,1432,10438,1270,1519,1378,8.86,-21.51,12.13,-18.71,6.66,-56.13,0.44,-48.05,44_0000025_0000049-reel_begin_end.tiff
5,14020,754,14235,689,13919,1434,13474,1268,1519,1378,8.5,-22.31,11.64,-19.06,7.03,-56.23,0.53,-47.95,44_0000025_0000049-reel_begin_end.tiff
6,16987,738,17196,662,16880,1436,16475,1284,1519,1378,7.87,-21.51,10.92,-17.72,6.31,-56.33,0.4,-48.74,44_0000025_0000049-reel_begin_end.tiff
7,19961,704,20170,642,19838,1431,19498,1269,1519,1378,7.2,-19.81,10.25,-16.72,5.41,-56.08,0.44,-48.0,44_0000025_0000049-reel_begin_end.tiff
8,22951,680,23148,636,22856,1433,,,1519,1378,6.62,-18.61,9.49,-16.42,5.23,-56.18,,,44_0000025_0000049-reel_begin_end.tiff
9,25940,672,26118,609,25863,1432,25541,1270,1519,1378,6.31,-18.21,8.91,-15.07,5.19,-56.13,0.49,-48.05,44_0000025_0000049-reel_begin_end.tiff
10,28888,657,29063,518,28848,1435,28557,1272,1519,1378,5.41,-17.47,7.96,-10.53,4.82,-56.28,0.57,-48.15,44_0000025_0000049-reel_begin_end.tiff
11,31891,671,32032,523,31866,1450,31581,1271,1519,1378,5.01,-18.16,7.07,-10.78,4.65,-57.03,0.49,-48.1,44_0000025_0000049-reel_begin_end.tiff
12,34902,624,34951,525,34681,1445,34598,1269,1519,1378,4.88,-15.82,5.6,-10.88,1.65,-56.78,0.44,-48.0,44_0000025_0000049-reel_begin_end.tiff
