A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1982,750,2454,739,1792,1431,1379,1269,1517,1372,9.4,-22.34,16.27,-21.8,6.64,-56.01,0.64,-48.0,44_0000325_0000349-reel_begin_end.tiff
2,5000,783,5490,868,4877,1434,4409,1272,1517,1372,9.23,-23.97,16.35,-28.17,7.44,-56.16,0.64,-48.15,44_0000325_0000349-reel_begin_end.tiff
3,8029,735,8519,908,7901,1432,7435,1271,1517,1372,9.36,-21.6,16.49,-30.15,7.5,-56.06,0.72,-48.1,44_0000325_0000349-reel_begin_end.tiff
4,11037,758,12002,1374,10850,1433,10446,1276,1517,1372,9.19,-22.74,23.22,-53.19,6.47,-56.11,0.59,-48.35,44_0000325_0000349-reel_begin_end.tiff
5,14062,771,14534,775,13924,1430,13459,1273,1517,1372,9.4,-23.38,16.27,-23.58,7.4,-55.96,0.64,-48.2,44_0000325_0000349-reel_begin_end.tiff
6,17081,756,18022,1307,16943,1429,16499,1278,1517,1372,9.1,-22.64,22.78,-49.88,7.09,-55.91,0.64,-48.45,44_0000325_0000349-reel_begin_end.tiff
7,20093,760,21012,1236,19995,1431,19496,1269,1517,1372,9.27,-22.83,22.64,-46.37,7.85,-56.01,0.59,-48.0,44_0000325_0000349-reel_begin_end.tiff
8,23107,732,24020,1206,22923,1433,22509,1277,1517,1372,9.19,-21.45,22.46,-44.89,6.51,-56.11,0.49,-48.4,44_0000325_0000349-reel_begin_end.tiff
9,26143,752,27053,1287,26008,1431,25555,1283,1517,1372,9.27,-22.44,22.51,-48.89,7.31,-56.01,0.72,-48.69,44_0000325_0000349-reel_begin_end.tiff
10,29151,468,30067,1068,28998,1442,28556,1061,1517,1372,9.1,-8.4,22.42,-38.06,6.87,-56.56,0.45,-37.72,44_0000325_0000349-reel_begin_end.tiff
11,32163,566,33070,1166,32037,1433,31575,1105,1517,1372,9.27,-13.24,22.46,-42.91,7.44,-56.11,0.72,-39.89,44_0000325_0000349-reel_begin_end.tiff
12,35206,745,36113,1244,35025,1431,34602,1272,1517,1372,9.32,-22.09,22.51,-46.77,6.69,-56.01,0.54,-48.15,44_0000325_0000349-reel_begin_end.tiff
