A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2033,820,,,1842,1432,1207,1142,1519,1204,12.85,-26.73,,,10.05,-55.78,0.74,-42.02,44_0000125_0000149-reel_begin_end.tiff
2,5021,1031,5279,1226,4905,1433,4211,1149,1519,1204,12.53,-36.75,16.31,-46.0,10.83,-55.83,0.65,-42.35,44_0000125_0000149-reel_begin_end.tiff
3,8031,1072,8381,1320,7927,1432,7224,1143,1519,1204,12.53,-38.69,17.66,-50.47,11.01,-55.78,0.69,-42.06,44_0000125_0000149-reel_begin_end.tiff
4,11059,787,11452,1021,10915,1430,10451,1270,1519,1204,9.7,-25.17,15.46,-36.27,7.59,-55.69,0.78,-48.09,44_0000125_0000149-reel_begin_end.tiff
5,14085,747,14508,1037,13907,1430,13465,1270,1519,1204,9.79,-23.27,15.99,-37.03,7.18,-55.69,0.69,-48.09,44_0000125_0000149-reel_begin_end.tiff
6,17089,809,17540,1083,16951,1434,16472,1270,1519,1204,9.7,-26.21,16.31,-39.22,7.68,-55.88,0.65,-48.09,44_0000125_0000149-reel_begin_end.tiff
7,20118,939,20594,1268,19946,1430,19504,1270,1519,1204,9.83,-32.38,16.81,-48.0,7.31,-55.69,0.83,-48.09,44_0000125_0000149-reel_begin_end.tiff
8,23144,767,23617,1041,22994,1429,22524,1269,1519,1204,9.92,-24.22,16.86,-37.22,7.72,-55.64,0.83,-48.05,44_0000125_0000149-reel_begin_end.tiff
9,26142,789,26630,1161,26001,1432,25528,1271,1519,1204,9.74,-25.26,16.9,-42.92,7.68,-55.78,0.74,-48.14,44_0000125_0000149-reel_begin_end.tiff
10,29181,745,29666,1153,28988,1432,,,1519,1204,9.88,-23.17,16.99,-42.54,7.05,-55.78,,,44_0000125_0000149-reel_begin_end.tiff
11,32195,759,32704,1128,32042,1428,31581,1267,1519,1204,9.79,-23.84,17.25,-41.35,7.54,-55.59,0.78,-47.95,44_0000125_0000149-reel_begin_end.tiff
12,35211,750,35696,1126,35045,1431,34585,1271,1519,1204,9.88,-23.41,16.99,-41.26,7.44,-55.73,0.69,-48.14,44_0000125_0000149-reel_begin_end.tiff
