A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
1,3543.0,807.0,,,3368.0,1436.0,2715.0,1148.0,1522,2709,12.98,-25.99,,,10.4,-56.28,0.78,-42.41,143,44_0000150_0000174-reel_begin_end,1056,-77.348801,171.630707
2,6556.0,810.0,,,6375.0,1435.0,5722.0,1145.0,1522,2709,13.03,-26.13,,,10.36,-56.23,0.74,-42.27,143,44_0000150_0000174-reel_begin_end,1057,-77.324097,171.629395
3,9632.0,1209.0,,,9372.0,1432.0,8755.0,1148.0,1522,2709,13.71,-45.35,,,9.87,-56.09,0.78,-42.41,143,44_0000150_0000174-reel_begin_end,1058,-77.299301,171.632294
4,12643.0,1190.0,,,12416.0,1432.0,11766.0,1143.0,1522,2709,13.57,-44.43,,,10.23,-56.09,0.65,-42.17,143,44_0000150_0000174-reel_begin_end,1059,-77.280106,171.626801
5,15625.0,1105.0,,,15420.0,1436.0,14776.0,1142.0,1522,2709,13.16,-40.34,,,10.14,-56.28,0.65,-42.12,143,44_0000150_0000174-reel_begin_end,1060,-77.258102,171.619995
6,18615.0,860.0,,,18474.0,1432.0,17802.0,1141.0,1522,2709,12.72,-28.54,,,10.64,-56.09,0.74,-42.07,143,44_0000150_0000174-reel_begin_end,1061,-77.234802,171.609207
7,21651.0,780.0,,,21473.0,1437.0,20829.0,1144.0,1522,2709,12.81,-24.69,,,10.18,-56.33,0.69,-42.22,143,44_0000150_0000174-reel_begin_end,1062,-77.212799,171.603806
8,24651.0,860.0,,,24461.0,1433.0,23835.0,1141.0,1522,2709,12.81,-28.54,,,10.01,-56.14,0.78,-42.07,143,44_0000150_0000174-reel_begin_end,1063,-77.190796,171.605301
9,27686.0,795.0,,,27567.0,1432.0,26855.0,1141.0,1522,2709,13.03,-25.41,,,11.27,-56.09,0.78,-42.07,143,44_0000150_0000174-reel_begin_end,1064,-77.177094,171.676605
10,30707.0,821.0,,,30495.0,1431.0,29885.0,1142.0,1522,2709,12.9,-26.66,,,9.77,-56.04,0.78,-42.12,143,44_0000150_0000174-reel_begin_end,1065,-77.173004,171.769897
11,33708.0,824.0,,,33515.0,1430.0,32892.0,1141.0,1522,2709,12.76,-26.8,,,9.92,-55.99,0.74,-42.07,143,44_0000150_0000174-reel_begin_end,1066,-77.186707,171.828598
1,2007.0,752.0,2630.0,1168.0,1872.0,1431.0,1396.0,1270.0,1513,1399,9.55,-23.35,18.74,-43.19,7.56,-55.74,0.55,-48.06,143,44_0000175_0000199-reel_begin_end,803,-81.131699,164.570297
2,5001.0,783.0,5627.0,1200.0,4838.0,1434.0,4399.0,1273.0,1513,1399,9.47,-24.83,18.69,-44.72,7.06,-55.88,0.59,-48.2,143,44_0000175_0000199-reel_begin_end,804,-81.123398,164.452393
3,8634.0,1208.0,,,7941.0,1437.0,7422.0,1274.0,1513,1399,18.5,-45.1,,,8.29,-56.02,0.64,-48.25,143,44_0000175_0000199-reel_begin_end,805,-81.116394,164.346695
4,11063.0,743.0,11646.0,1159.0,10897.0,1433.0,10446.0,1274.0,1513,1399,9.64,-22.92,18.24,-42.76,7.2,-55.83,0.55,-48.25,143,44_0000175_0000199-reel_begin_end,806,-81.1082,164.223206
5,14063.0,750.0,14621.0,1168.0,13885.0,1435.0,13452.0,1277.0,1513,1399,9.64,-23.26,17.87,-43.19,7.02,-55.93,0.64,-48.39,143,44_0000175_0000199-reel_begin_end,807,-81.101196,164.114807
6,17077.0,828.0,17629.0,1149.0,16948.0,1437.0,16472.0,1274.0,1513,1399,9.55,-26.98,17.69,-42.29,7.65,-56.02,0.64,-48.25,143,44_0000175_0000199-reel_begin_end,808,-81.092896,164.005096
7,20119.0,783.0,20631.0,1097.0,19978.0,1438.0,19508.0,1273.0,1513,1399,9.73,-24.83,17.28,-39.81,7.65,-56.07,0.72,-48.2,143,44_0000175_0000199-reel_begin_end,809,-81.080505,163.904999
8,23135.0,746.0,23608.0,1171.0,23037.0,1435.0,22515.0,1274.0,1513,1399,9.82,-23.07,16.79,-43.34,8.37,-55.93,0.68,-48.25,143,44_0000175_0000199-reel_begin_end,810,-81.073593,163.802094
9,26152.0,748.0,26560.0,1068.0,25971.0,1435.0,25529.0,1275.0,1513,1399,9.77,-23.16,15.79,-38.42,7.11,-55.93,0.59,-48.3,143,44_0000175_0000199-reel_begin_end,811,-81.063904,163.693695
10,29182.0,739.0,29507.0,963.0,29026.0,1436.0,28559.0,1274.0,1513,1399,9.77,-22.73,14.57,-33.42,7.48,-55.98,0.59,-48.25,143,44_0000175_0000199-reel_begin_end,812,-81.057007,163.582596
11,32198.0,763.0,32370.0,864.0,32023.0,1432.0,31572.0,1273.0,1513,1399,9.86,-23.88,12.4,-28.69,7.28,-55.79,0.64,-48.2,143,44_0000175_0000199-reel_begin_end,813,-81.052795,163.478302
12,35230.0,808.0,,,35040.0,1428.0,34392.0,1141.0,1513,1399,12.99,-26.02,,,10.19,-55.59,0.64,-41.91,143,44_0000175_0000199-reel_begin_end,814,-81.045898,163.365799
1,3494.0,754.0,4214.0,1328.0,3387.0,1433.0,2887.0,1279.0,1514,2883,9.38,-23.5,20.06,-50.91,7.79,-55.93,0.37,-48.57,143,44_0000200_0000224-reel_begin_end,1031,-77.914795,171.474304
2,6515.0,772.0,7226.0,1327.0,6408.0,1437.0,5911.0,1274.0,1514,2883,9.24,-24.36,19.79,-50.86,7.66,-56.12,0.28,-48.33,143,44_0000200_0000224-reel_begin_end,1032,-77.892899,171.481201
3,9545.0,758.0,10250.0,1242.0,9410.0,1434.0,8941.0,1270.0,1514,2883,9.24,-23.69,19.7,-46.81,7.24,-55.97,0.28,-48.14,143,44_0000200_0000224-reel_begin_end,1033,-77.868103,171.497803
4,12561.0,756.0,13257.0,1213.0,12380.0,1434.0,11948.0,1284.0,1514,2883,9.33,-23.6,19.66,-45.42,6.65,-55.97,0.24,-48.81,143,44_0000200_0000224-reel_begin_end,1034,-77.844803,171.500702
5,15580.0,734.0,16260.0,1232.0,15427.0,1435.0,14964.0,1272.0,1514,2883,9.47,-22.54,19.55,-46.33,7.2,-56.02,0.33,-48.24,143,44_0000200_0000224-reel_begin_end,1035,-77.821396,171.499405
6,18601.0,741.0,19278.0,1205.0,18411.0,1434.0,17991.0,1272.0,1514,2883,9.33,-22.88,19.37,-45.04,6.51,-55.97,0.28,-48.24,143,44_0000200_0000224-reel_begin_end,1036,-77.798004,171.499496
7,21621.0,747.0,22280.0,1260.0,21465.0,1437.0,21014.0,1274.0,1514,2883,9.33,-23.17,19.11,-47.67,7.02,-56.12,0.33,-48.33,143,44_0000200_0000224-reel_begin_end,1037,-77.774704,171.501007
8,24630.0,770.0,25286.0,1298.0,24498.0,1434.0,24020.0,1272.0,1514,2883,9.47,-24.26,19.2,-49.48,7.51,-55.97,0.42,-48.24,143,44_0000200_0000224-reel_begin_end,1038,-77.752701,171.496994
9,27657.0,756.0,28316.0,1244.0,27498.0,1437.0,27047.0,1274.0,1514,2883,9.42,-23.6,19.2,-46.9,7.06,-56.12,0.37,-48.33,143,44_0000200_0000224-reel_begin_end,1039,-77.729401,171.495804
10,30674.0,769.0,31327.0,1204.0,30558.0,1434.0,30076.0,1274.0,1514,2883,9.38,-24.22,19.06,-44.99,7.66,-55.97,0.51,-48.33,143,44_0000200_0000224-reel_begin_end,1040,-77.705994,171.504105
11,33681.0,745.0,34321.0,1149.0,33522.0,1434.0,33077.0,1271.0,1514,2883,9.33,-23.07,18.83,-42.36,6.97,-55.97,0.37,-48.19,143,44_0000200_0000224-reel_begin_end,1041,-77.679901,171.507004
1,2012.0,767.0,2816.0,1275.0,1893.0,1431.0,1393.0,1271.0,1513,1383,9.69,-24.05,21.48,-48.64,7.95,-56.19,0.61,-48.45,143,44_0000225_0000249-reel_begin_end,1019,-78.197906,171.373901
2,5013.0,749.0,5805.0,1237.0,4878.0,1431.0,4393.0,1274.0,1513,1383,9.56,-23.18,21.18,-46.8,7.58,-56.19,0.47,-48.6,143,44_0000225_0000249-reel_begin_end,1020,-78.1745,171.390594
3,8037.0,784.0,8829.0,1265.0,7924.0,1433.0,7423.0,1278.0,1513,1383,9.47,-24.88,21.09,-48.16,7.81,-56.29,0.47,-48.79,143,44_0000225_0000249-reel_begin_end,1021,-78.151093,171.405701
4,11048.0,748.0,11830.0,1301.0,10931.0,1431.0,10440.0,1275.0,1513,1383,9.34,-23.13,20.81,-49.9,7.62,-56.19,0.42,-48.64,143,44_0000225_0000249-reel_begin_end,1022,-78.126404,171.415497
5,14046.0,777.0,14819.0,1306.0,13920.0,1430.0,13453.0,1236.0,1513,1383,9.16,-24.54,20.5,-50.14,7.32,-56.15,0.47,-46.76,143,44_0000225_0000249-reel_begin_end,1023,-78.1017,171.423904
6,17082.0,761.0,17840.0,1271.0,16971.0,1432.0,16480.0,1272.0,1513,1383,9.25,-23.76,20.37,-48.45,7.62,-56.24,0.42,-48.5,143,44_0000225_0000249-reel_begin_end,1024,-78.078293,171.422607
7,20099.0,763.0,20856.0,1283.0,19948.0,1434.0,19506.0,1273.0,1513,1383,9.21,-23.86,20.31,-49.03,6.99,-56.34,0.51,-48.55,143,44_0000225_0000249-reel_begin_end,1025,-78.056396,171.426804
8,23105.0,767.0,23863.0,1292.0,23031.0,1430.0,22506.0,1271.0,1513,1383,9.3,-24.05,20.41,-49.47,8.21,-56.15,0.51,-48.45,143,44_0000225_0000249-reel_begin_end,1026,-78.033005,171.433899
9,26125.0,754.0,26867.0,1246.0,25981.0,1430.0,25533.0,1271.0,1513,1383,9.3,-23.42,20.18,-47.24,7.18,-56.15,0.61,-48.45,143,44_0000225_0000249-reel_begin_end,1027,-78.008301,171.438095
10,29161.0,743.0,29894.0,1312.0,29004.0,1433.0,28553.0,1282.0,1513,1383,9.38,-22.89,20.13,-50.43,7.08,-56.29,0.47,-48.98,143,44_0000225_0000249-reel_begin_end,1028,-77.986298,171.446396
11,32162.0,763.0,32898.0,1280.0,32079.0,1430.0,31573.0,1275.0,1513,1383,9.25,-23.86,20.05,-48.89,8.03,-56.15,0.61,-48.64,143,44_0000225_0000249-reel_begin_end,1029,-77.962906,171.4534
12,35194.0,802.0,35921.0,1280.0,35047.0,1430.0,34580.0,1277.0,1513,1383,9.43,-25.75,20.09,-48.89,7.27,-56.15,0.42,-48.74,143,44_0000225_0000249-reel_begin_end,1030,-77.939606,171.464493
1,3504.0,774.0,4346.0,1360.0,3375.0,1434.0,2882.0,1280.0,1517,2879,9.56,-24.15,21.98,-52.55,7.65,-56.14,0.37,-48.67,143,44_0000250_0000274-reel_begin_end,1006,-78.484894,171.013
2,6540.0,788.0,7367.0,1230.0,6414.0,1437.0,5912.0,1277.0,1517,2879,9.64,-24.83,21.85,-46.25,7.78,-56.28,0.37,-48.53,143,44_0000250_0000274-reel_begin_end,1007,-78.465698,171.050095
3,9561.0,966.0,10002.0,970.0,9417.0,1440.0,8945.0,1276.0,1517,2879,9.51,-33.46,16.02,-33.65,7.39,-56.43,0.42,-48.48,143,44_0000250_0000274-reel_begin_end,1008,-78.445099,171.096893
4,12573.0,752.0,13403.0,1303.0,12389.0,1437.0,11948.0,1272.0,1517,2879,9.69,-23.08,21.94,-49.79,6.97,-56.28,0.46,-48.29,143,44_0000250_0000274-reel_begin_end,1009,-78.423096,171.1436
5,15588.0,761.0,16427.0,1269.0,15413.0,1435.0,14969.0,1274.0,1517,2879,9.47,-23.52,21.85,-48.14,6.88,-56.19,0.33,-48.38,143,44_0000250_0000274-reel_begin_end,1010,-78.402496,171.187607
6,18608.0,796.0,19445.0,1291.0,18474.0,1436.0,17992.0,1283.0,1517,2879,9.32,-25.22,21.67,-49.21,7.34,-56.23,0.23,-48.82,143,44_0000250_0000274-reel_begin_end,1011,-78.381897,171.238495
7,21618.0,761.0,22445.0,1326.0,21455.0,1435.0,21002.0,1274.0,1517,2879,9.47,-23.52,21.67,-50.9,7.06,-56.19,0.37,-48.38,143,44_0000250_0000274-reel_begin_end,1012,-78.361298,171.283798
8,24631.0,765.0,25462.0,1290.0,24454.0,1434.0,24019.0,1271.0,1517,2879,9.36,-23.71,21.63,-49.16,6.75,-56.14,0.33,-48.24,143,44_0000250_0000274-reel_begin_end,1013,-78.336594,171.319702
9,27668.0,772.0,28495.0,1311.0,27508.0,1434.0,27055.0,1273.0,1517,2879,9.47,-24.05,21.67,-50.18,7.11,-56.14,0.42,-48.33,143,44_0000250_0000274-reel_begin_end,1014,-78.313202,171.328094
10,30681.0,748.0,31511.0,1329.0,30534.0,1435.0,30056.0,1280.0,1517,2879,9.51,-22.89,21.76,-51.05,7.34,-56.19,0.29,-48.67,143,44_0000250_0000274-reel_begin_end,1015,-78.288498,171.322693
11,33700.0,798.0,34515.0,1408.0,33519.0,1432.0,33072.0,1272.0,1517,2879,9.64,-25.31,21.67,-54.88,6.97,-56.04,0.37,-48.29,143,44_0000250_0000274-reel_begin_end,1016,-78.266495,171.326996
1,3481.0,798.0,4406.0,1382.0,3316.0,1434.0,2896.0,1275.0,1517,2887,9.23,-25.46,22.68,-53.62,6.83,-56.13,0.72,-48.46,143,44_0000300_0000324-reel_begin_end,981,-79.034103,170.018097
2,6520.0,771.0,7433.0,1406.0,6355.0,1435.0,5920.0,1276.0,1517,2887,9.36,-24.16,22.64,-54.78,6.96,-56.18,0.64,-48.51,143,44_0000300_0000324-reel_begin_end,982,-79.014893,170.088196
3,9538.0,769.0,10433.0,1336.0,9333.0,1423.0,8956.0,1294.0,1517,2887,9.19,-24.06,22.2,-51.41,6.21,-55.6,0.72,-49.38,143,44_0000300_0000324-reel_begin_end,983,-78.994293,170.139099
4,12544.0,764.0,13436.0,1348.0,12437.0,1435.0,11950.0,1273.0,1517,2887,9.27,-23.82,22.24,-51.98,7.72,-56.18,0.64,-48.37,143,44_0000300_0000324-reel_begin_end,984,-78.972305,170.1763
