A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2322,376,2707,1034,2199,1466,1777,1098,1511,1780,8.54,-4.33,14.18,-36.49,6.73,-57.6,0.55,-39.62,44_0001425_0001449-reel_begin_end.tiff
2,5349,363,5707,1104,5240,1468,4804,1100,1511,1780,8.49,-3.69,13.74,-39.91,6.9,-57.7,0.5,-39.71,44_0001425_0001449-reel_begin_end.tiff
3,8366,359,8752,908,8255,1464,7824,1095,1511,1780,8.45,-3.5,14.11,-30.33,6.82,-57.5,0.5,-39.47,44_0001425_0001449-reel_begin_end.tiff
4,11382,355,11773,1005,11259,1466,10834,1096,1511,1780,8.54,-3.3,14.27,-35.07,6.73,-57.6,0.5,-39.52,44_0001425_0001449-reel_begin_end.tiff
5,14405,370,14796,947,14310,1467,13863,1095,1511,1780,8.58,-4.04,14.31,-32.24,7.19,-57.65,0.63,-39.47,44_0001425_0001449-reel_begin_end.tiff
6,17432,360,17823,954,17326,1468,16884,1100,1511,1780,8.54,-3.55,14.27,-32.58,6.98,-57.7,0.5,-39.71,44_0001425_0001449-reel_begin_end.tiff
7,20437,335,20831,903,20320,1465,19890,1098,1511,1780,8.61,-2.33,14.39,-30.08,6.9,-57.55,0.59,-39.62,44_0001425_0001449-reel_begin_end.tiff
8,23456,360,23839,1067,23345,1464,22917,1093,1511,1780,8.45,-3.55,14.06,-38.1,6.82,-57.5,0.55,-39.37,44_0001425_0001449-reel_begin_end.tiff
9,26485,344,26856,1111,26373,1464,25940,1098,1511,1780,8.58,-2.77,14.02,-40.25,6.94,-57.5,0.59,-39.62,44_0001425_0001449-reel_begin_end.tiff
10,29492,356,29914,1093,29394,1461,28953,1094,1511,1780,8.54,-3.35,14.72,-39.37,7.1,-57.36,0.63,-39.42,44_0001425_0001449-reel_begin_end.tiff
11,32436,347,32889,858,32336,1466,31897,1098,1511,1780,8.45,-2.91,15.09,-27.89,6.98,-57.6,0.55,-39.62,44_0001425_0001449-reel_begin_end.tiff
12,35472,336,35908,1032,35369,1467,34930,1095,1511,1780,8.54,-2.37,14.93,-36.39,7.03,-57.65,0.59,-39.47,44_0001425_0001449-reel_begin_end.tiff
