A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3185,772,3370,915,2410,1400,1999,996,1506,1999,18.66,-25.22,21.35,-31.89,7.37,-54.52,1.38,-35.67,47_0003025_0003049-reel_begin_end.tiff
2,6229,730,6414,825,5425,1400,5025,997,1506,1999,18.92,-23.26,21.61,-27.69,7.21,-54.52,1.38,-35.72,47_0003025_0003049-reel_begin_end.tiff
3,9256,756,9438,857,8667,1416,8031,1000,1506,1999,19.22,-24.47,21.88,-29.18,10.65,-55.27,1.38,-35.86,47_0003025_0003049-reel_begin_end.tiff
4,12301,754,12480,961,11679,1415,11055,1001,1506,1999,19.59,-24.38,22.2,-34.04,10.53,-55.22,1.44,-35.9,47_0003025_0003049-reel_begin_end.tiff
5,15349,765,15531,842,14713,1416,14081,1002,1506,1999,19.85,-24.89,22.5,-28.48,10.59,-55.27,1.38,-35.95,47_0003025_0003049-reel_begin_end.tiff
6,18380,766,18559,872,17948,1415,17087,1004,1506,1999,20.16,-24.94,22.76,-29.88,13.86,-55.22,1.32,-36.04,47_0003025_0003049-reel_begin_end.tiff
7,21405,775,21587,883,20747,1418,20108,1005,1506,1999,20.38,-25.36,23.03,-30.4,10.79,-55.36,1.48,-36.09,47_0003025_0003049-reel_begin_end.tiff
8,24441,791,24627,1208,23755,1417,23138,1004,1506,1999,20.42,-26.1,23.13,-45.56,10.43,-55.32,1.44,-36.04,47_0003025_0003049-reel_begin_end.tiff
9,27448,773,27630,1164,26765,1416,26144,1001,1506,1999,20.38,-25.26,23.03,-43.51,10.43,-55.27,1.38,-35.9,47_0003025_0003049-reel_begin_end.tiff
10,30464,766,30643,1132,29950,1415,29161,1002,1506,1999,20.42,-24.94,23.03,-42.02,12.93,-55.22,1.44,-35.95,47_0003025_0003049-reel_begin_end.tiff
11,33501,792,33676,1269,33001,1435,32194,1020,1506,1999,20.42,-26.15,22.97,-48.41,13.14,-56.16,1.38,-36.79,47_0003025_0003049-reel_begin_end.tiff
12,36515,767,36686,1086,35872,1417,35208,1003,1506,1999,20.48,-24.98,22.97,-39.87,11.11,-55.32,1.44,-36.0,47_0003025_0003049-reel_begin_end.tiff
