A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1761,851,,,907,1386,489,1027,1503,489,19.95,-28.74,,,7.36,-53.7,1.2,-36.95,47_0002800_0002824-reel_begin_end.tiff
2,4735,751,4871,1190,3946,1388,3499,1022,1503,489,19.41,-24.07,21.42,-44.56,7.79,-53.8,1.2,-36.72,47_0002800_0002824-reel_begin_end.tiff
3,7702,820,,,6938,1390,6520,1026,1503,489,18.62,-27.29,,,7.36,-53.89,1.2,-36.9,47_0002800_0002824-reel_begin_end.tiff
4,10697,742,,,9976,1388,9544,1024,1503,489,18.25,-23.65,,,7.63,-53.8,1.26,-36.81,47_0002800_0002824-reel_begin_end.tiff
5,13654,769,,,12954,1387,12550,1025,1503,489,17.47,-24.91,,,7.15,-53.75,1.2,-36.86,47_0002800_0002824-reel_begin_end.tiff
6,16603,736,16757,1208,15985,1385,15564,1022,1503,489,16.57,-23.37,18.84,-45.4,7.46,-53.66,1.26,-36.72,47_0002800_0002824-reel_begin_end.tiff
7,19608,847,19755,1158,19015,1387,18594,1023,1503,489,16.2,-28.55,18.37,-43.06,7.46,-53.75,1.26,-36.76,47_0002800_0002824-reel_begin_end.tiff
8,22595,729,22749,1142,22059,1386,21606,1022,1503,489,15.73,-23.04,18.0,-42.32,7.83,-53.7,1.16,-36.72,47_0002800_0002824-reel_begin_end.tiff
9,25580,750,25730,1027,25037,1386,24616,1026,1503,489,15.36,-24.02,17.57,-36.95,7.36,-53.7,1.16,-36.9,47_0002800_0002824-reel_begin_end.tiff
10,28581,723,28724,820,28071,1386,27646,1023,1503,489,14.93,-22.76,17.04,-27.29,7.42,-53.7,1.16,-36.76,47_0002800_0002824-reel_begin_end.tiff
11,31570,741,31716,811,31073,1383,30666,1022,1503,489,14.63,-23.6,16.78,-26.87,7.3,-53.56,1.3,-36.72,47_0002800_0002824-reel_begin_end.tiff
12,34555,711,34734,1146,34301,1382,33673,1023,1503,489,14.26,-22.2,16.89,-42.5,10.51,-53.52,1.26,-36.76,47_0002800_0002824-reel_begin_end.tiff
