A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2806,706,2946,1222,2435,1385,1999,1024,1506,1999,12.92,-21.95,14.96,-46.17,7.52,-53.82,1.17,-36.88,47_0002775_0002799-reel_begin_end.tiff
2,5756,718,5884,894,5445,1385,5006,1024,1506,1999,12.05,-22.52,13.91,-30.78,7.52,-53.82,1.12,-36.88,47_0002775_0002799-reel_begin_end.tiff
3,8754,728,8897,885,8436,1393,8037,1032,1506,1999,11.73,-22.99,13.81,-30.35,7.1,-54.19,1.28,-37.25,47_0002775_0002799-reel_begin_end.tiff
4,11727,754,11863,1115,11463,1400,11056,1040,1506,1999,10.9,-24.21,12.88,-41.15,7.05,-54.52,1.12,-37.63,47_0002775_0002799-reel_begin_end.tiff
5,14663,722,14802,1015,14284,1385,14067,1022,1506,1999,9.96,-22.7,11.99,-36.45,4.44,-53.82,1.28,-36.78,47_0002775_0002799-reel_begin_end.tiff
6,17654,655,17794,949,17319,1385,17079,1024,1506,1999,9.54,-19.56,11.58,-33.36,4.66,-53.82,1.17,-36.88,47_0002775_0002799-reel_begin_end.tiff
7,20649,676,20795,1164,20334,1391,20109,1022,1506,1999,9.03,-20.55,11.16,-43.45,4.44,-54.1,1.17,-36.78,47_0002775_0002799-reel_begin_end.tiff
8,23616,661,,,23352,1388,23119,1021,1506,1999,8.41,-19.84,,,4.56,-53.96,1.17,-36.74,47_0002775_0002799-reel_begin_end.tiff
9,26594,665,26765,1182,26362,1385,26133,1021,1506,1999,7.94,-20.03,10.43,-44.29,4.56,-53.82,1.22,-36.74,47_0002775_0002799-reel_begin_end.tiff
10,29591,638,29734,940,29381,1387,29170,1022,1506,1999,7.46,-18.76,9.54,-32.93,4.4,-53.91,1.33,-36.78,47_0002775_0002799-reel_begin_end.tiff
11,32516,617,32662,1049,32377,1387,32169,1021,1506,1999,6.22,-17.78,8.35,-38.05,4.2,-53.91,1.17,-36.74,47_0002775_0002799-reel_begin_end.tiff
12,36367,555,36810,826,36010,1374,35339,1013,1506,1999,16.1,-14.87,22.55,-27.58,10.9,-53.3,1.12,-36.36,47_0002775_0002799-reel_begin_end.tiff
