A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2670,432,3138,828,2585,1366,2156,1011,1513,2156,7.98,-10.75,14.8,-28.73,6.74,-53.15,0.49,-37.04,47_0002725_0002749-reel_begin_end.tiff
2,5677,415,6141,1114,5602,1368,5163,1010,1513,2156,7.94,-9.97,14.69,-41.71,6.84,-53.25,0.45,-36.99,47_0002725_0002749-reel_begin_end.tiff
3,8689,394,9193,962,8600,1368,8182,1007,1513,2156,7.94,-9.02,15.28,-34.81,6.64,-53.25,0.55,-36.85,47_0002725_0002749-reel_begin_end.tiff
4,11722,440,,,11647,1365,11208,1009,1513,2156,7.98,-11.11,,,6.89,-53.11,0.49,-36.94,47_0002725_0002749-reel_begin_end.tiff
5,14738,400,,,14652,1365,14220,1009,1513,2156,8.04,-9.29,,,6.79,-53.11,0.49,-36.94,47_0002725_0002749-reel_begin_end.tiff
6,17748,391,18055,1085,17680,1367,17234,1008,1513,2156,8.04,-8.88,12.51,-40.4,7.05,-53.2,0.55,-36.9,47_0002725_0002749-reel_begin_end.tiff
7,20778,423,21221,1054,20692,1368,20267,1007,1513,2156,8.04,-10.34,14.49,-38.99,6.79,-53.25,0.59,-36.85,47_0002725_0002749-reel_begin_end.tiff
8,23794,394,24252,1108,23719,1367,23284,1007,1513,2156,7.98,-9.02,14.65,-41.44,6.89,-53.2,0.55,-36.85,47_0002725_0002749-reel_begin_end.tiff
9,26804,430,27276,533,26722,1368,26287,1009,1513,2156,7.98,-10.66,14.86,-15.33,6.79,-53.25,0.45,-36.94,47_0002725_0002749-reel_begin_end.tiff
10,29831,379,30306,444,29745,1366,29320,1006,1513,2156,7.94,-8.34,14.86,-11.29,6.68,-53.15,0.49,-36.81,47_0002725_0002749-reel_begin_end.tiff
11,32854,412,33326,613,32765,1367,32337,1006,1513,2156,7.98,-9.84,14.86,-18.96,6.68,-53.2,0.45,-36.81,47_0002725_0002749-reel_begin_end.tiff
12,35864,426,36332,730,35782,1365,35343,1009,1513,2156,7.98,-10.47,14.8,-24.28,6.79,-53.11,0.39,-36.94,47_0002725_0002749-reel_begin_end.tiff
