A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1802,766,1955,965,905,1402,487,1023,1510,484,20.48,-24.26,22.71,-33.7,7.41,-54.44,1.32,-36.45,47_0002900_0002924-reel_begin_end.tiff
2,4812,758,4965,915,3911,1399,3497,1021,1510,484,20.48,-23.88,22.71,-31.33,7.36,-54.3,1.32,-36.36,47_0002900_0002924-reel_begin_end.tiff
3,7845,756,7995,1119,6959,1399,6531,1021,1510,484,20.42,-23.78,22.61,-41.01,7.52,-54.3,1.28,-36.36,47_0002900_0002924-reel_begin_end.tiff
4,10855,762,11005,1206,9958,1397,9541,1022,1510,484,20.42,-24.07,22.61,-45.14,7.36,-54.2,1.28,-36.41,47_0002900_0002924-reel_begin_end.tiff
5,13869,765,14011,842,12968,1398,12551,1021,1510,484,20.48,-24.21,22.55,-27.86,7.36,-54.25,1.28,-36.36,47_0002900_0002924-reel_begin_end.tiff
6,16899,766,17045,950,15995,1398,15581,1021,1510,484,20.48,-24.26,22.61,-32.99,7.31,-54.25,1.28,-36.36,47_0002900_0002924-reel_begin_end.tiff
7,19914,774,20060,854,18999,1399,18596,1020,1510,484,20.48,-24.64,22.61,-28.43,7.15,-54.3,1.28,-36.31,47_0002900_0002924-reel_begin_end.tiff
8,22852,772,22995,872,22020,1394,21606,1020,1510,484,19.43,-24.54,21.51,-29.29,7.31,-54.06,1.28,-36.31,47_0002900_0002924-reel_begin_end.tiff
9,25878,710,,,24981,1397,24564,1021,1510,484,20.42,-21.6,,,7.36,-54.2,1.28,-36.36,47_0002900_0002924-reel_begin_end.tiff
10,28830,773,28969,901,27987,1395,27584,1018,1510,484,19.43,-24.59,21.46,-30.66,7.15,-54.11,1.28,-36.22,47_0002900_0002924-reel_begin_end.tiff
11,31838,763,31970,976,30934,1400,30520,1022,1510,484,20.58,-24.12,22.5,-34.22,7.41,-54.35,1.38,-36.41,47_0002900_0002924-reel_begin_end.tiff
12,34861,775,35003,1208,33957,1396,33546,1021,1510,484,20.48,-24.68,22.55,-45.23,7.31,-54.16,1.32,-36.36,47_0002900_0002924-reel_begin_end.tiff
