A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
5,14757.0,362.0,15293.0,608.0,14654,1357,14229,983,1506,2142,8.17,-3.81,16.02,-15.82,6.66,-52.4,0.43,-34.14,126,47_0002575_0002599-reel_begin_end,318,-79.166107,164.755096
6,17776.0,336.0,18298.0,890.0,17569,1347,17248,980,1506,2142,8.27,-2.54,15.92,-29.59,5.24,-51.91,0.54,-33.99,126,47_0002575_0002599-reel_begin_end,319,-79.146896,164.778397
7,20893.0,400.0,21415.0,693.0,20718,1361,20251,985,1506,2142,9.84,-5.66,17.49,-19.97,7.28,-52.6,0.43,-34.23,126,47_0002575_0002599-reel_begin_end,320,-79.128998,164.803207
8,24052.0,444.0,,,23781,1355,23281,982,1506,2142,11.73,-7.81,,,7.76,-52.3,0.43,-34.09,126,47_0002575_0002599-reel_begin_end,321,-79.112595,164.833405
9,27229.0,446.0,27754.0,610.0,26940,1357,26301,982,1506,2142,14.03,-7.91,21.72,-15.92,9.8,-52.4,0.43,-34.09,126,47_0002575_0002599-reel_begin_end,322,-79.093307,164.854004
10,30399.0,477.0,30946.0,690.0,29813,1360,29303,988,1506,2142,16.49,-9.42,24.51,-19.83,7.91,-52.55,0.43,-34.38,126,47_0002575_0002599-reel_begin_end,323,-79.0755,164.878693
11,33611.0,486.0,,,33004,1356,32329,994,1506,2142,19.16,-9.86,,,10.26,-52.35,0.38,-34.67,126,47_0002575_0002599-reel_begin_end,324,-79.056198,164.8965
12,36756.0,547.0,,,35995,1352,35353,983,1506,2142,20.99,-12.84,,,9.84,-52.16,0.43,-34.14,126,47_0002575_0002599-reel_begin_end,,,
1,1172.0,602.0,,,1061,1360,637,992,1506,633,8.51,-15.58,,,6.84,-52.39,0.48,-34.52,126,47_0002600_0002624-reel_begin_end,300,-79.497101,164.242905
2,4206.0,662.0,5167.0,965.0,4102,1355,3659,993,1506,633,8.57,-18.5,22.98,-33.21,7.01,-52.15,0.36,-34.57,126,47_0002600_0002624-reel_begin_end,301,-79.481995,164.301895
3,7219.0,369.0,7701.0,413.0,7108,1352,6679,990,1506,633,8.46,-4.27,15.69,-6.41,6.8,-52.0,0.36,-34.42,126,47_0002600_0002624-reel_begin_end,302,-79.466904,164.351303
4,10229.0,429.0,10754.0,596.0,10129,1355,9689,988,1506,633,8.46,-7.18,16.34,-15.29,6.96,-52.15,0.36,-34.33,126,47_0002600_0002624-reel_begin_end,303,-79.446304,164.371902
5,13241.0,416.0,,,13170,1357,12709,1000,1506,633,8.34,-6.55,,,7.28,-52.24,0.36,-34.91,126,47_0002600_0002624-reel_begin_end,304,-79.428406,164.400803
6,16259.0,346.0,16859.0,514.0,16170,1354,15745,987,1506,633,8.3,-3.15,17.3,-11.31,6.96,-52.1,0.59,-34.28,126,47_0002600_0002624-reel_begin_end,305,-79.410599,164.426895
7,19265.0,385.0,19855.0,486.0,19151,1353,18740,987,1506,633,8.24,-5.05,17.09,-9.95,6.53,-52.05,0.36,-34.28,126,47_0002600_0002624-reel_begin_end,306,-79.394104,164.4543
8,22289.0,368.0,22871.0,457.0,22200,1356,21764,984,1506,633,8.3,-4.22,17.03,-8.54,6.96,-52.19,0.42,-34.13,126,47_0002600_0002624-reel_begin_end,307,-79.374802,164.485901
9,25312.0,342.0,25883.0,589.0,25219,1356,24790,988,1506,633,8.19,-2.96,16.76,-14.95,6.8,-52.19,0.36,-34.33,126,47_0002600_0002624-reel_begin_end,308,-79.354202,164.518906
10,28319.0,432.0,28876.0,736.0,28247,1356,27794,986,1506,633,8.3,-7.33,16.65,-22.09,7.22,-52.19,0.42,-34.23,126,47_0002600_0002624-reel_begin_end,309,-79.337799,164.547699
11,31342.0,760.0,,,31257,1357,30818,985,1506,633,8.34,-23.26,,,7.07,-52.24,0.48,-34.18,126,47_0002600_0002624-reel_begin_end,310,-79.319901,164.573807
12,34369.0,320.0,34930.0,602.0,34280,1357,33848,984,1506,633,8.3,-1.89,16.71,-15.58,6.96,-52.24,0.48,-34.13,126,47_0002600_0002624-reel_begin_end,311,-79.300705,164.599899
1,2678.0,379.0,3160.0,594.0,2621,1356,2153,995,1510,2153,8.18,-4.93,15.04,-15.37,7.37,-52.37,0.71,-34.84,126,47_0002625_0002649-reel_begin_end,287,-79.591797,163.464203
2,5705.0,368.0,6177.0,644.0,5605,1359,5173,999,1510,2153,8.28,-4.4,15.0,-17.8,6.86,-52.51,0.71,-35.03,126,47_0002625_0002649-reel_begin_end,288,-79.611099,163.457306
3,8708.0,362.0,9176.0,642.0,8615,1361,8179,999,1510,2153,8.18,-4.1,14.84,-17.7,6.86,-52.61,0.65,-35.03,126,47_0002625_0002649-reel_begin_end,289,-79.624802,163.488907
4,11724.0,428.0,12228.0,582.0,11649,1359,11199,997,1510,2153,8.12,-7.31,15.3,-14.79,7.06,-52.51,0.65,-34.94,126,47_0002625_0002649-reel_begin_end,290,-79.632996,163.579605
5,14751.0,371.0,15266.0,557.0,14680,1360,14223,999,1510,2153,8.22,-4.54,15.56,-13.57,7.21,-52.56,0.71,-35.03,126,47_0002625_0002649-reel_begin_end,291,-79.632996,163.678406
6,17761.0,416.0,18222.0,633.0,17661,1357,17229,998,1510,2153,8.22,-6.73,14.79,-17.26,6.8,-52.42,0.65,-34.98,126,47_0002625_0002649-reel_begin_end,292,-79.620697,163.758102
7,20789.0,789.0,,,20682,1360,20243,996,1510,2153,8.48,-24.84,,,6.96,-52.56,0.71,-34.89,126,47_0002625_0002649-reel_begin_end,293,-79.605606,163.813004
8,23805.0,767.0,,,23701,1359,23277,992,1510,2153,8.28,-23.77,,,6.8,-52.51,0.76,-34.69,126,47_0002625_0002649-reel_begin_end,294,-79.589096,163.866592
9,26808.0,701.0,27315.0,687.0,26733,1358,26279,999,1510,2153,8.18,-20.56,15.4,-19.88,7.11,-52.46,0.65,-35.03,126,47_0002625_0002649-reel_begin_end,295,-79.574005,163.927002
10,29821.0,674.0,,,29721,1357,29293,991,1510,2153,8.22,-19.25,,,6.8,-52.42,0.71,-34.65,126,47_0002625_0002649-reel_begin_end,296,-79.558899,163.991501
11,32859.0,685.0,,,32741,1360,32327,992,1510,2153,8.34,-19.79,,,6.66,-52.56,0.76,-34.69,126,47_0002625_0002649-reel_begin_end,297,-79.543793,164.050598
12,35876.0,648.0,36340.0,741.0,35797,1365,35337,993,1510,2153,8.44,-17.99,15.04,-22.51,7.31,-52.8,0.76,-34.74,126,47_0002625_0002649-reel_begin_end,298,-79.528702,164.108307
1,1155.0,396.0,,,1076,1356,637,997,1510,640,8.02,-6.32,,,6.86,-52.4,0.43,-35.17,126,47_0002650_0002674-reel_begin_end,272,-79.674194,164.827896
2,4192.0,386.0,4763.0,700.0,4095,1355,3667,998,1510,640,8.12,-5.84,16.49,-20.91,6.7,-52.35,0.43,-35.21,126,47_0002650_0002674-reel_begin_end,273,-79.666,164.731796
3,7202.0,405.0,,,7120,1361,6677,997,1510,640,8.12,-6.75,,,6.92,-52.64,0.43,-35.17,126,47_0002650_0002674-reel_begin_end,274,-79.6577,164.635605
4,10208.0,395.0,11012.0,1148.0,10115,1359,9687,998,1510,640,8.07,-6.27,19.84,-42.41,6.7,-52.54,0.43,-35.21,126,47_0002650_0002674-reel_begin_end,275,-79.650894,164.544998
5,13245.0,392.0,,,13135,1357,12717,997,1510,640,8.17,-6.13,,,6.56,-52.45,0.43,-35.17,126,47_0002650_0002674-reel_begin_end,276,-79.642593,164.450195
6,16256.0,393.0,16753.0,1114.0,16188,1359,15728,997,1510,640,8.33,-6.17,15.61,-40.78,7.33,-52.54,0.59,-35.17,126,47_0002650_0002674-reel_begin_end,277,-79.635803,164.365097
7,19262.0,400.0,19763.0,962.0,19177,1359,18738,998,1510,640,8.27,-6.51,15.61,-33.49,7.02,-52.54,0.59,-35.21,126,47_0002650_0002674-reel_begin_end,278,-79.627502,164.275803
8,22292.0,412.0,22789.0,1107.0,22167,1360,21764,1000,1510,640,8.27,-7.09,15.55,-40.45,6.44,-52.59,0.53,-35.31,126,47_0002650_0002674-reel_begin_end,279,-79.619293,164.181107
9,25309.0,395.0,25830.0,937.0,25209,1362,24780,1003,1510,640,8.23,-6.27,15.86,-32.29,6.76,-52.69,0.48,-35.45,126,47_0002650_0002674-reel_begin_end,280,-79.612396,164.089096
10,28319.0,378.0,28805.0,833.0,28240,1357,27787,1002,1510,640,8.23,-5.45,15.35,-27.29,7.07,-52.45,0.43,-35.41,126,47_0002650_0002674-reel_begin_end,281,-79.602798,163.987396
11,31349.0,354.0,31849.0,907.0,31252,1359,30817,1000,1510,640,8.23,-4.3,15.55,-30.85,6.81,-52.54,0.43,-35.31,126,47_0002650_0002674-reel_begin_end,282,-79.595901,163.903702
12,34369.0,359.0,34944.0,969.0,34297,1360,33840,1000,1510,640,8.23,-4.54,16.65,-33.82,7.17,-52.59,0.48,-35.31,126,47_0002650_0002674-reel_begin_end,283,-79.586304,163.804794
1,2673.0,409.0,3541.0,941.0,2591,1359,2155,1004,1510,2159,7.9,-6.94,20.18,-32.48,6.74,-52.54,0.56,-35.5,126,47_0002675_0002699-reel_begin_end,258,-79.771698,166.179199
2,5687.0,380.0,6758.0,997.0,5601,1357,5169,1004,1510,2159,7.95,-5.55,23.12,-35.17,6.74,-52.45,0.62,-35.5,126,47_0002675_0002699-reel_begin_end,259,-79.766205,166.088593
3,8693.0,349.0,9879.0,1051.0,8607,1358,8179,999,1510,2159,7.9,-4.06,24.69,-37.76,6.68,-52.49,0.62,-35.26,126,47_0002675_0002699-reel_begin_end,260,-79.757996,165.986893
4,11720.0,422.0,,,11652,1354,11206,999,1510,2159,8.0,-7.57,,,7.03,-52.3,0.72,-35.26,126,47_0002675_0002699-reel_begin_end,261,-79.751099,165.8936
5,14743.0,409.0,,,14654,1352,14229,998,1510,2159,7.9,-6.94,,,6.64,-52.21,0.62,-35.21,126,47_0002675_0002699-reel_begin_end,262,-79.744293,165.797394
6,17743.0,392.0,,,17668,1356,17229,1000,1510,2159,7.9,-6.13,,,6.83,-52.4,0.62,-35.31,126,47_0002675_0002699-reel_begin_end,263,-79.735992,165.690308
7,17747.0,389.0,,,17654,1353,17232,998,1510,2159,7.95,-5.98,,,6.64,-52.25,0.66,-35.21,126,47_0002675_0002699-reel_begin_end,264,-79.730499,165.598297
8,20773.0,392.0,21745.0,849.0,20694,1353,20259,997,1510,2159,7.9,-6.13,21.66,-28.06,6.78,-52.25,0.62,-35.17,126,47_0002675_0002699-reel_begin_end,265,-79.722305,165.504898
9,23793.0,403.0,,,23718,1352,23279,1000,1510,2159,7.9,-6.65,,,6.83,-52.21,0.62,-35.31,126,47_0002675_0002699-reel_begin_end,266,-79.716797,165.407394
10,26803.0,426.0,,,26724,1352,26285,999,1510,2159,7.9,-7.76,,,6.78,-52.21,0.56,-35.26,126,47_0002675_0002699-reel_begin_end,267,-79.7099,165.315399
11,29819.0,409.0,30466.0,502.0,29737,1354,29305,1000,1510,2159,7.84,-6.94,17.0,-11.41,6.68,-52.3,0.56,-35.31,126,47_0002675_0002699-reel_begin_end,268,-79.701706,165.215103
12,32843.0,393.0,33457.0,642.0,32761,1336,32332,998,1510,2159,7.9,-6.17,16.59,-18.13,6.74,-51.44,0.66,-35.21,126,47_0002675_0002699-reel_begin_end,269,-79.696198,165.116302
13,35860.0,416.0,36421.0,565.0,35767,1352,35339,999,1510,2159,8.0,-7.28,15.94,-14.43,6.68,-52.21,0.62,-35.26,126,47_0002675_0002699-reel_begin_end,270,-79.688004,165.025604
1,1160.0,414.0,1642.0,853.0,1081,1365,642,1005,1510,642,8.07,-10.09,15.13,-30.02,6.91,-53.27,0.48,-36.93,126,47_0002700_0002724-reel_begin_end,243,-79.881607,167.626602
2,4187.0,407.0,,,4098,1363,3669,1005,1510,642,8.17,-9.77,,,6.87,-53.18,0.58,-36.93,126,47_0002700_0002724-reel_begin_end,244,-79.876099,167.527802
3,7186.0,397.0,7654.0,781.0,7101,1365,6669,1008,1510,642,8.01,-9.32,14.87,-26.75,6.76,-53.27,0.43,-37.06,126,47_0002700_0002724-reel_begin_end,245,-79.867905,167.423401
4,10210.0,436.0,11185.0,1301.0,10117,1359,9692,1009,1510,642,8.07,-11.09,22.35,-50.37,6.7,-53.0,0.48,-37.11,126,47_0002700_0002724-reel_begin_end,246,-79.862396,167.330002
5,13244.0,347.0,,,13158,1364,12719,1008,1510,642,8.13,-7.05,,,6.87,-53.23,0.43,-37.06,126,47_0002700_0002724-reel_begin_end,247,-79.855499,167.224304
6,16247.0,432.0,17204.0,1115.0,16165,1365,15726,1007,1510,642,8.07,-10.91,22.09,-41.92,6.87,-53.27,0.43,-37.02,126,47_0002700_0002724-reel_begin_end,248,-79.848602,167.134995
7,19264.0,392.0,20246.0,1097.0,19189,1365,18736,1013,1510,642,8.17,-9.09,22.56,-41.1,7.07,-53.27,0.43,-37.29,126,47_0002700_0002724-reel_begin_end,249,-79.839005,167.041595
8,22287.0,433.0,23212.0,1135.0,22223,1364,21766,1010,1510,642,8.07,-10.95,21.62,-42.83,7.13,-53.23,0.43,-37.15,126,47_0002700_0002724-reel_begin_end,250,-79.8349,166.9496
9,25301.0,430.0,26265.0,895.0,25226,1363,24779,1005,1510,642,8.13,-10.82,22.25,-31.93,7.03,-53.18,0.48,-36.93,126,47_0002700_0002724-reel_begin_end,251,-79.826706,166.852097
10,28307.0,385.0,29314.0,1019.0,28236,1361,27793,1002,1510,642,8.07,-8.77,22.82,-37.56,7.03,-53.09,0.54,-36.79,126,47_0002700_0002724-reel_begin_end,252,-79.819794,166.754593
11,31337.0,427.0,32187.0,1010.0,31244,1360,30823,1001,1510,642,8.07,-10.68,20.52,-37.15,6.7,-53.04,0.54,-36.74,126,47_0002700_0002724-reel_begin_end,253,-79.8116,166.655701
12,34351.0,421.0,35444.0,945.0,34165,1346,33829,1006,1510,642,8.13,-10.41,24.14,-34.2,5.4,-52.41,0.48,-36.97,126,47_0002700_0002724-reel_begin_end,254,-79.801895,166.555496
1,2670.0,432.0,3138.0,828.0,2585,1366,2156,1011,1513,2156,7.98,-10.75,14.8,-28.73,6.74,-53.15,0.49,-37.04,126,47_0002725_0002749-reel_begin_end,230,-79.965393,168.896896
2,5677.0,415.0,6141.0,1114.0,5602,1368,5163,1010,1513,2156,7.94,-9.97,14.69,-41.71,6.84,-53.25,0.45,-36.99,126,47_0002725_0002749-reel_begin_end,231,-79.9599,168.807693
3,8689.0,394.0,9193.0,962.0,8600,1368,8182,1007,1513,2156,7.94,-9.02,15.28,-34.81,6.64,-53.25,0.55,-36.85,126,47_0002725_0002749-reel_begin_end,232,-79.950302,168.707397
4,11722.0,440.0,,,11647,1365,11208,1009,1513,2156,7.98,-11.11,,,6.89,-53.11,0.49,-36.94,126,47_0002725_0002749-reel_begin_end,233,-79.946106,168.604401
5,14738.0,400.0,,,14652,1365,14220,1009,1513,2156,8.04,-9.29,,,6.79,-53.11,0.49,-36.94,126,47_0002725_0002749-reel_begin_end,234,-79.939301,168.513794
6,17748.0,391.0,18055.0,1085.0,17680,1367,17234,1008,1513,2156,8.04,-8.88,12.51,-40.4,7.05,-53.2,0.55,-36.9,126,47_0002725_0002749-reel_begin_end,235,-79.935196,168.419006
7,20778.0,423.0,21221.0,1054.0,20692,1368,20267,1007,1513,2156,8.04,-10.34,14.49,-38.99,6.79,-53.25,0.59,-36.85,126,47_0002725_0002749-reel_begin_end,236,-79.926895,168.303696
8,23794.0,394.0,24252.0,1108.0,23719,1367,23284,1007,1513,2156,7.98,-9.02,14.65,-41.44,6.89,-53.2,0.55,-36.85,126,47_0002725_0002749-reel_begin_end,237,-79.921402,168.212997
9,26804.0,430.0,27276.0,533.0,26722,1368,26287,1009,1513,2156,7.98,-10.66,14.86,-15.33,6.79,-53.25,0.45,-36.94,126,47_0002725_0002749-reel_begin_end,238,-79.914597,168.112793
10,29831.0,379.0,30306.0,444.0,29745,1366,29320,1006,1513,2156,7.94,-8.34,14.86,-11.29,6.68,-53.15,0.49,-36.81,126,47_0002725_0002749-reel_begin_end,239,-79.9077,168.016693
11,32854.0,412.0,33326.0,613.0,32765,1367,32337,1006,1513,2156,7.98,-9.84,14.86,-18.96,6.68,-53.2,0.45,-36.81,126,47_0002725_0002749-reel_begin_end,240,-79.902206,167.910904
12,35864.0,426.0,36332.0,730.0,35782,1365,35343,1009,1513,2156,7.98,-10.47,14.8,-24.28,6.79,-53.11,0.39,-36.94,126,47_0002725_0002749-reel_begin_end,241,-79.895294,167.821701
1,1563.0,538.0,2013.0,950.0,1127,1368,645,1019,1503,649,13.87,-14.3,20.47,-33.52,7.49,-53.03,0.42,-36.74,126,47_0002750_0002774-reel_begin_end,214,-80.064194,170.510605
2,4455.0,462.0,4866.0,1125.0,4141,1374,3663,1011,1503,649,12.14,-10.75,18.17,-41.69,7.54,-53.31,0.54,-36.37,126,47_0002750_0002774-reel_begin_end,215,-80.057404,170.414398
3,7347.0,496.0,7815.0,644.0,7144,1369,6665,1014,1503,649,10.42,-12.34,17.27,-19.24,7.44,-53.08,0.42,-36.51,126,47_0002750_0002774-reel_begin_end,216,-80.050507,170.305893
4,10324.0,469.0,10767.0,912.0,10181,1374,9699,1012,1503,649,9.64,-11.08,16.13,-31.75,7.54,-53.31,0.48,-36.42,126,47_0002750_0002774-reel_begin_end,217,-80.044998,170.208405
5,13301.0,429.0,13726.0,1079.0,13205,1373,12719,1010,1503,649,9.01,-9.21,15.24,-39.54,7.6,-53.26,0.48,-36.32,126,47_0002750_0002774-reel_begin_end,218,-80.039505,170.101303
6,16283.0,447.0,16787.0,1095.0,16172,1374,15726,1011,1503,649,8.64,-10.05,16.03,-40.29,7.02,-53.31,0.48,-36.37,126,47_0002750_0002774-reel_begin_end,219,-80.033997,170.003799
7,19291.0,442.0,19756.0,1019.0,19202,1374,18752,1010,1503,649,8.38,-9.82,15.19,-36.74,7.08,-53.31,0.48,-36.32,126,47_0002750_0002774-reel_begin_end,220,-80.025803,169.900803
8,22290.0,482.0,22783.0,1025.0,22225,1373,21779,1010,1503,649,8.07,-11.68,15.29,-37.02,7.12,-53.26,0.58,-36.32,126,47_0002750_0002774-reel_begin_end,221,-80.021698,169.799194
9,25287.0,399.0,25791.0,1023.0,25219,1373,24777,1010,1503,649,8.01,-7.81,15.4,-36.93,7.02,-53.26,0.54,-36.32,126,47_0002750_0002774-reel_begin_end,222,-80.014801,169.701706
10,28303.0,450.0,28728.0,965.0,28228,1364,27799,1009,1503,649,7.81,-10.19,14.03,-34.22,6.71,-52.84,0.42,-36.28,126,47_0002750_0002774-reel_begin_end,223,-80.007904,169.605606
11,31341.0,433.0,31716.0,1124.0,31251,1369,30827,1007,1503,649,8.07,-9.4,13.57,-41.64,6.75,-53.08,0.54,-36.18,126,47_0002750_0002774-reel_begin_end,224,-80.002396,169.498398
12,34340.0,437.0,34804.0,803.0,34272,1369,33829,1008,1503,649,7.91,-9.58,14.71,-26.66,6.91,-53.08,0.42,-36.23,126,47_0002750_0002774-reel_begin_end,225,-79.996902,169.406403
