A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1675,501,1960,841,1124,1360,500,992,1517,503,18.74,-11.44,22.94,-27.66,10.62,-52.43,1.42,-34.87,47_0002500_0002524-reel_begin_end.tiff
2,4652,473,5052,1099,4131,1360,3510,984,1517,503,18.25,-10.1,24.15,-39.98,10.57,-52.43,1.42,-34.49,47_0002500_0002524-reel_begin_end.tiff
3,7682,486,7897,866,7154,1355,6543,980,1517,503,18.25,-10.72,21.42,-28.86,10.47,-52.19,1.47,-34.3,47_0002500_0002524-reel_begin_end.tiff
4,10670,551,,,10167,1330,9563,977,1517,503,17.78,-13.82,,,10.37,-51.0,1.47,-34.15,47_0002500_0002524-reel_begin_end.tiff
5,13650,495,,,13189,1325,12565,986,1517,503,17.41,-11.15,,,10.62,-50.76,1.42,-34.58,47_0002500_0002524-reel_begin_end.tiff
6,16698,455,,,16166,1341,15595,988,1517,503,17.68,-9.24,,,9.84,-51.53,1.42,-34.68,47_0002500_0002524-reel_begin_end.tiff
7,19765,481,,,19250,1341,18618,984,1517,503,18.37,-10.48,,,10.78,-51.53,1.47,-34.49,47_0002500_0002524-reel_begin_end.tiff
8,22767,422,,,22228,1314,21625,971,1517,503,18.25,-7.66,,,10.31,-50.24,1.42,-33.87,47_0002500_0002524-reel_begin_end.tiff
9,25741,428,,,25269,1303,24648,980,1517,503,17.57,-7.95,,,10.62,-49.71,1.47,-34.3,47_0002500_0002524-reel_begin_end.tiff
10,28618,296,28282,1287,28218,1288,27675,972,1517,503,15.47,-1.65,10.51,-48.95,9.57,-49.0,1.57,-33.91,47_0002500_0002524-reel_begin_end.tiff
11,31467,197,,,31121,1339,30682,977,1517,503,13.09,3.07,,,7.99,-51.43,1.52,-34.15,47_0002500_0002524-reel_begin_end.tiff
12,34366,197,,,34105,1333,33698,972,1517,503,11.31,3.07,,,7.46,-51.14,1.47,-33.91,47_0002500_0002524-reel_begin_end.tiff
