A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2271,504,,,1328,1350,635,979,1513,635,24.45,-11.5,,,10.63,-52.11,0.48,-34.3,47_0002550_0002574-reel_begin_end.tiff
2,5445,569,,,4362,1353,3648,986,1513,635,26.7,-14.62,,,10.83,-52.25,0.37,-34.64,47_0002550_0002574-reel_begin_end.tiff
3,,,,,7222,1351,6679,979,1513,635,,,,,8.49,-52.16,0.53,-34.3,47_0002550_0002574-reel_begin_end.tiff
4,10389,629,10636,897,9975,1370,9550,994,1513,635,12.72,-17.5,16.34,-30.37,6.66,-53.07,0.43,-35.02,47_0002550_0002574-reel_begin_end.tiff
5,13467,595,13717,859,12988,1366,12567,993,1513,635,13.72,-15.87,17.38,-28.54,6.7,-52.88,0.53,-34.97,47_0002550_0002574-reel_begin_end.tiff
6,16554,667,16804,933,16218,1369,15593,996,1513,635,14.56,-19.33,18.22,-32.09,9.63,-53.02,0.48,-35.12,47_0002550_0002574-reel_begin_end.tiff
7,19618,711,19868,873,19014,1367,18603,993,1513,635,15.35,-21.44,19.01,-29.21,6.5,-52.93,0.48,-34.97,47_0002550_0002574-reel_begin_end.tiff
8,22677,627,22934,771,22066,1364,21616,992,1513,635,16.02,-17.41,19.79,-24.32,7.07,-52.78,0.48,-34.93,47_0002550_0002574-reel_begin_end.tiff
9,25761,655,26014,831,25250,1366,24650,992,1513,635,16.81,-18.75,20.52,-27.2,9.33,-52.88,0.53,-34.93,47_0002550_0002574-reel_begin_end.tiff
10,28823,661,29069,818,28280,1364,27662,991,1513,635,17.54,-19.04,21.15,-26.57,9.59,-52.78,0.53,-34.88,47_0002550_0002574-reel_begin_end.tiff
11,31858,702,32111,812,31290,1367,30668,993,1513,635,17.91,-21.01,21.62,-26.29,9.59,-52.93,0.48,-34.97,47_0002550_0002574-reel_begin_end.tiff
12,34895,702,35152,817,34313,1365,33698,995,1513,635,18.01,-21.01,21.78,-26.53,9.49,-52.83,0.48,-35.07,47_0002550_0002574-reel_begin_end.tiff
