A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3891,587,4250,504,3727,1345,3271,1009,1514,3269,9.46,-15.37,14.68,-11.39,7.08,-51.8,0.45,-35.65,46_0004500_0004524-reel_begin_end.tiff
2,6901,556,7255,491,6759,1344,6276,1008,1514,3269,9.46,-13.88,14.61,-10.76,7.4,-51.75,0.38,-35.6,46_0004500_0004524-reel_begin_end.tiff
3,9914,567,10262,490,9727,1342,9286,1007,1514,3269,9.51,-14.41,14.57,-10.71,6.79,-51.65,0.38,-35.56,46_0004500_0004524-reel_begin_end.tiff
4,12941,547,13292,500,12768,1344,12313,1009,1514,3269,9.46,-13.45,14.57,-11.19,6.95,-51.75,0.33,-35.65,46_0004500_0004524-reel_begin_end.tiff
5,15957,548,16297,494,15781,1345,15326,1010,1514,3269,9.55,-13.5,14.49,-10.91,6.99,-51.8,0.38,-35.7,46_0004500_0004524-reel_begin_end.tiff
6,18964,565,19304,516,18799,1347,18333,1010,1514,3269,9.51,-14.32,14.45,-11.96,7.11,-51.89,0.33,-35.7,46_0004500_0004524-reel_begin_end.tiff
7,21991,562,22323,517,21816,1346,21363,1009,1514,3269,9.46,-14.17,14.29,-12.01,6.92,-51.84,0.33,-35.65,46_0004500_0004524-reel_begin_end.tiff
8,25001,572,25330,510,24837,1343,24379,1008,1514,3269,9.46,-14.65,14.25,-11.67,7.08,-51.7,0.42,-35.6,46_0004500_0004524-reel_begin_end.tiff
9,28011,572,28340,503,27830,1345,27386,1008,1514,3269,9.46,-14.65,14.25,-11.34,6.83,-51.8,0.38,-35.6,46_0004500_0004524-reel_begin_end.tiff
10,31039,590,31358,484,30883,1342,30417,1011,1514,3269,9.58,-15.52,14.22,-10.42,7.31,-51.65,0.54,-35.75,46_0004500_0004524-reel_begin_end.tiff
11,34064,573,34382,500,33902,1346,33433,1011,1514,3269,9.51,-14.7,14.13,-11.19,7.15,-51.84,0.33,-35.75,46_0004500_0004524-reel_begin_end.tiff
