A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3124,225,3588,697,2979,1349,2522,965,1504,2511,9.1,1.84,15.96,-20.87,6.96,-52.24,0.21,-33.76,46_0000475_0000499-reel_begin_end.tiff
2,6140,225,6597,535,6024,1355,5538,965,1504,2511,9.04,1.84,15.79,-13.08,7.33,-52.53,0.15,-33.76,46_0000475_0000499-reel_begin_end.tiff
3,9150,225,9603,314,9002,1351,8548,964,1504,2511,9.04,1.84,15.74,-2.45,6.86,-52.33,0.15,-33.72,46_0000475_0000499-reel_begin_end.tiff
4,12188,225,12633,473,12010,1350,11578,965,1504,2511,9.16,1.84,15.74,-10.09,6.53,-52.29,0.15,-33.76,46_0000475_0000499-reel_begin_end.tiff
5,15200,225,15624,847,15077,1355,14598,965,1504,2511,9.04,1.84,15.31,-28.09,7.22,-52.53,0.15,-33.76,46_0000475_0000499-reel_begin_end.tiff
6,18210,225,18656,705,18087,1351,17605,965,1504,2511,9.04,1.84,15.63,-21.26,7.22,-52.33,0.1,-33.76,46_0000475_0000499-reel_begin_end.tiff
7,21241,225,21669,574,21096,1350,20628,966,1504,2511,9.2,1.84,15.53,-14.95,7.06,-52.29,0.15,-33.81,46_0000475_0000499-reel_begin_end.tiff
8,24268,225,24692,618,24133,1349,23655,965,1504,2511,9.16,1.84,15.43,-17.07,7.17,-52.24,0.1,-33.76,46_0000475_0000499-reel_begin_end.tiff
9,27267,225,27720,864,27125,1352,26665,965,1504,2511,9.0,1.84,15.69,-28.9,6.9,-52.38,0.1,-33.76,46_0000475_0000499-reel_begin_end.tiff
10,30294,225,30714,702,30171,1356,29688,965,1504,2511,9.1,1.84,15.31,-21.11,7.28,-52.57,0.15,-33.76,46_0000475_0000499-reel_begin_end.tiff
11,33317,225,33755,624,33201,1352,32718,964,1504,2511,9.0,1.84,15.47,-17.36,7.28,-52.38,0.15,-33.72,46_0000475_0000499-reel_begin_end.tiff
12,36330,225,36729,857,36185,1349,35721,965,1504,2511,9.04,1.84,14.94,-28.57,6.9,-52.24,0.04,-33.76,46_0000475_0000499-reel_begin_end.tiff
