A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3117,412,3534,668,2975,1358,2515,982,1511,2515,9.39,-7.44,15.51,-19.68,7.3,-52.68,0.54,-34.7,46_0001125_0001149-reel_begin_end.tiff
2,6150,411,6575,772,6013,1353,5545,983,1511,2515,9.43,-7.39,15.67,-24.66,7.42,-52.44,0.54,-34.75,46_0001125_0001149-reel_begin_end.tiff
3,9163,389,9577,1013,9033,1358,8565,984,1511,2515,9.33,-6.34,15.41,-36.18,7.42,-52.68,0.54,-34.8,46_0001125_0001149-reel_begin_end.tiff
4,12173,382,12579,1088,12043,1356,11571,981,1511,2515,9.33,-6.0,15.29,-39.77,7.42,-52.59,0.48,-34.65,46_0001125_0001149-reel_begin_end.tiff
5,15200,411,15625,937,15092,1356,14602,982,1511,2515,9.43,-7.39,15.67,-32.55,7.84,-52.59,0.65,-34.7,46_0001125_0001149-reel_begin_end.tiff
6,18220,392,18648,813,18093,1356,17618,983,1511,2515,9.39,-6.48,15.67,-26.62,7.52,-52.59,0.54,-34.75,46_0001125_0001149-reel_begin_end.tiff
7,21226,411,21658,791,21107,1356,20628,982,1511,2515,9.33,-7.39,15.67,-25.56,7.58,-52.59,0.54,-34.7,46_0001125_0001149-reel_begin_end.tiff
8,24253,410,24688,819,24144,1356,23654,983,1511,2515,9.28,-7.34,15.67,-26.9,7.68,-52.59,0.48,-34.75,46_0001125_0001149-reel_begin_end.tiff
9,27280,388,27726,772,27157,1361,26678,983,1511,2515,9.39,-6.29,15.94,-24.66,7.58,-52.83,0.54,-34.75,46_0001125_0001149-reel_begin_end.tiff
10,30283,369,30718,968,30181,1358,29684,982,1511,2515,9.28,-5.38,15.67,-34.03,7.78,-52.68,0.48,-34.7,46_0001125_0001149-reel_begin_end.tiff
11,33303,382,33763,854,33179,1360,32704,982,1511,2515,9.28,-6.0,16.04,-28.58,7.46,-52.78,0.48,-34.7,46_0001125_0001149-reel_begin_end.tiff
12,36333,392,36772,706,36196,1357,35732,983,1511,2515,9.43,-6.48,15.88,-21.5,7.42,-52.64,0.6,-34.75,46_0001125_0001149-reel_begin_end.tiff
