A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3121,391,3551,877,2977,1366,2573,1010,1502,2541,9.3,-5.79,15.68,-29.51,7.17,-53.39,1.18,-36.01,46_0001225_0001249-reel_begin_end.tiff
2,6145,537,6586,926,5979,1368,5589,1006,1502,2541,9.36,-12.91,15.9,-31.9,6.9,-53.48,1.12,-35.81,46_0001225_0001249-reel_begin_end.tiff
3,9144,398,9574,844,8985,1367,8603,1015,1502,2541,9.2,-6.13,15.58,-27.9,6.84,-53.43,1.18,-36.25,46_0001225_0001249-reel_begin_end.tiff
4,12174,365,12597,918,12045,1369,11618,1004,1502,2541,9.2,-4.52,15.47,-31.51,7.29,-53.53,0.96,-35.71,46_0001225_0001249-reel_begin_end.tiff
5,15201,354,15609,998,15068,1366,14645,1005,1502,2541,9.3,-3.98,15.35,-35.42,7.33,-53.39,1.06,-35.76,46_0001225_0001249-reel_begin_end.tiff
6,18215,200,18616,756,18027,1368,17663,1027,1502,2541,9.36,3.54,15.31,-23.61,6.58,-53.48,1.18,-36.84,46_0001225_0001249-reel_begin_end.tiff
7,21225,202,21644,735,21081,1375,20654,1014,1502,2541,9.36,3.44,15.58,-22.58,7.23,-53.83,0.9,-36.2,46_0001225_0001249-reel_begin_end.tiff
8,24258,216,24681,701,24137,1375,23692,1010,1502,2541,9.41,2.76,15.68,-20.92,7.61,-53.83,1.02,-36.01,46_0001225_0001249-reel_begin_end.tiff
9,27272,235,27688,548,27169,1373,26694,1013,1502,2541,9.47,1.83,15.63,-13.45,7.94,-53.73,0.9,-36.15,46_0001225_0001249-reel_begin_end.tiff
10,30289,205,30694,509,30164,1371,29712,1011,1502,2541,9.57,3.29,15.58,-11.55,7.72,-53.63,1.02,-36.05,46_0001225_0001249-reel_begin_end.tiff
11,33311,200,33727,547,33178,1371,32748,1006,1502,2541,9.3,3.54,15.47,-13.4,7.33,-53.63,0.96,-35.81,46_0001225_0001249-reel_begin_end.tiff
12,36321,211,36740,483,36214,1371,35791,1043,1502,2541,9.3,3.0,15.52,-10.28,7.72,-53.63,1.45,-37.62,46_0001225_0001249-reel_begin_end.tiff
