A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3129,542,3760,783,2970,1345,2528,1024,1500,2524,9.34,-13.35,18.55,-25.01,7.02,-52.2,0.56,-36.67,46_0000875_0000899-reel_begin_end.tiff
2,6139,542,6781,889,6009,1346,5534,1028,1500,2524,9.34,-13.35,18.71,-30.14,7.44,-52.25,0.51,-36.86,46_0000875_0000899-reel_begin_end.tiff
3,9149,544,9801,885,9000,1342,8547,1023,1500,2524,9.3,-13.44,18.82,-29.94,7.12,-52.06,0.51,-36.62,46_0000875_0000899-reel_begin_end.tiff
4,12179,526,12820,925,12034,1349,11577,1025,1500,2524,9.3,-12.57,18.66,-31.88,7.18,-52.4,0.51,-36.72,46_0000875_0000899-reel_begin_end.tiff
5,15195,536,15851,1033,15086,1347,14593,1025,1500,2524,9.24,-13.06,18.82,-37.11,7.65,-52.3,0.45,-36.72,46_0000875_0000899-reel_begin_end.tiff
6,18202,541,18850,1053,18085,1349,17603,1025,1500,2524,9.19,-13.3,18.66,-38.07,7.49,-52.4,0.45,-36.72,46_0000875_0000899-reel_begin_end.tiff
7,21229,561,21899,1065,21102,1350,20631,1026,1500,2524,9.3,-14.27,19.08,-38.65,7.44,-52.44,0.56,-36.77,46_0000875_0000899-reel_begin_end.tiff
8,24252,537,24926,921,24128,1348,23653,1025,1500,2524,9.19,-13.1,19.04,-31.69,7.38,-52.35,0.45,-36.72,46_0000875_0000899-reel_begin_end.tiff
9,27259,545,27926,989,27114,1346,26657,1026,1500,2524,9.3,-13.49,19.04,-34.98,7.18,-52.25,0.51,-36.77,46_0000875_0000899-reel_begin_end.tiff
10,30279,544,30957,922,30155,1348,29681,1024,1500,2524,9.3,-13.44,19.2,-31.73,7.49,-52.35,0.56,-36.67,46_0000875_0000899-reel_begin_end.tiff
11,33305,533,33994,786,33178,1348,32711,1025,1500,2524,9.24,-12.91,19.3,-25.15,7.38,-52.35,0.56,-36.72,46_0000875_0000899-reel_begin_end.tiff
12,36312,545,37008,820,36181,1344,35713,1025,1500,2524,9.19,-13.49,19.36,-26.8,7.28,-52.15,0.45,-36.72,46_0000875_0000899-reel_begin_end.tiff
