A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1612,401,2378,1193,1458,1372,1079,1033,1498,1041,9.24,-6.6,20.32,-44.59,7.01,-53.17,1.52,-36.91,46_0001300_0001324-reel_begin_end.tiff
2,4633,426,5410,1228,4515,1372,4092,1032,1498,1041,9.4,-7.8,20.64,-46.27,7.69,-53.17,1.57,-36.87,46_0001300_0001324-reel_begin_end.tiff
3,7632,432,8515,1129,7452,1372,7095,1027,1498,1041,9.24,-8.09,22.02,-41.52,6.63,-53.17,1.47,-36.63,46_0001300_0001324-reel_begin_end.tiff
4,10669,406,11393,1001,10521,1372,10120,1016,1498,1041,9.2,-6.84,19.67,-35.38,7.05,-53.17,1.25,-36.1,46_0001300_0001324-reel_begin_end.tiff
5,13689,405,14483,1054,13574,1367,13137,1012,1498,1041,9.2,-6.8,20.69,-37.92,7.53,-52.93,1.21,-35.91,46_0001300_0001324-reel_begin_end.tiff
6,16703,425,17336,1117,16527,1373,16148,1025,1498,1041,9.4,-7.76,18.56,-40.94,6.85,-53.22,1.37,-36.53,46_0001300_0001324-reel_begin_end.tiff
7,19726,415,20528,1211,19527,1368,19170,1022,1498,1041,9.3,-7.28,20.9,-45.45,6.42,-52.98,1.25,-36.39,46_0001300_0001324-reel_begin_end.tiff
8,22739,406,23463,1203,22558,1370,22190,1014,1498,1041,9.2,-6.84,19.67,-45.07,6.58,-53.08,1.25,-36.0,46_0001300_0001324-reel_begin_end.tiff
9,25741,409,26396,1207,25598,1372,25193,1010,1498,1041,9.08,-6.99,18.56,-45.26,7.01,-53.17,1.15,-35.81,46_0001300_0001324-reel_begin_end.tiff
10,28765,403,29530,1135,28607,1366,28206,1009,1498,1041,9.14,-6.7,20.21,-41.81,6.85,-52.88,1.05,-35.76,46_0001300_0001324-reel_begin_end.tiff
11,31799,393,32560,1235,31629,1369,31250,1020,1498,1041,9.2,-6.22,20.21,-46.6,6.74,-53.03,1.25,-36.29,46_0001300_0001324-reel_begin_end.tiff
12,34806,393,35420,1143,34684,1368,34247,1008,1498,1041,9.3,-6.22,18.18,-42.19,7.53,-52.98,1.21,-35.72,46_0001300_0001324-reel_begin_end.tiff
