A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,4043,627,4260,469,3728,1348,3260,1011,1517,3260,11.99,-16.27,15.18,-8.45,7.35,-51.98,0.46,-35.29,46_0004350_0004374-reel_begin_end.tiff
2,7116,610,7325,458,6780,1347,6290,1008,1517,3260,12.62,-15.43,15.7,-7.91,7.67,-51.93,0.46,-35.14,46_0004350_0004374-reel_begin_end.tiff
3,10160,599,10362,450,9749,1343,9300,1008,1517,3260,12.97,-14.89,15.95,-7.51,6.92,-51.73,0.31,-35.14,46_0004350_0004374-reel_begin_end.tiff
4,13205,617,13404,451,12799,1346,12318,1008,1517,3260,13.49,-15.78,16.42,-7.56,7.51,-51.88,0.43,-35.14,46_0004350_0004374-reel_begin_end.tiff
5,16235,641,16426,457,15780,1344,15342,1009,1517,3260,13.49,-16.97,16.3,-7.86,6.79,-51.78,0.34,-35.19,46_0004350_0004374-reel_begin_end.tiff
6,19255,659,19438,434,18822,1346,18365,1010,1517,3260,13.49,-17.86,16.19,-6.72,7.11,-51.88,0.38,-35.24,46_0004350_0004374-reel_begin_end.tiff
7,22263,610,22438,450,21822,1342,21368,1009,1517,3260,13.61,-15.43,16.19,-7.51,7.11,-51.68,0.43,-35.19,46_0004350_0004374-reel_begin_end.tiff
8,25296,611,25468,421,24868,1341,24395,1008,1517,3260,13.65,-15.48,16.19,-6.07,7.35,-51.63,0.38,-35.14,46_0004350_0004374-reel_begin_end.tiff
9,28329,635,28496,460,27891,1340,27418,1009,1517,3260,13.84,-16.67,16.3,-8.0,7.39,-51.58,0.43,-35.19,46_0004350_0004374-reel_begin_end.tiff
10,31323,657,31500,458,30874,1335,30425,1005,1517,3260,13.61,-17.76,16.21,-7.91,7.0,-51.33,0.38,-34.99,46_0004350_0004374-reel_begin_end.tiff
11,34354,639,34526,509,33907,1334,33450,1009,1517,3260,13.77,-16.87,16.3,-10.43,7.19,-51.28,0.46,-35.19,46_0004350_0004374-reel_begin_end.tiff
