A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1597,354,2188,590,1470,1351,1013,961,1504,1006,8.79,-4.25,17.37,-15.67,6.94,-52.49,0.31,-33.62,46_0000650_0000674-reel_begin_end.tiff
2,4614,347,5212,734,4480,1348,4023,961,1504,1006,8.89,-3.91,17.57,-22.64,6.94,-52.35,0.31,-33.62,46_0000650_0000674-reel_begin_end.tiff
3,7640,358,8235,677,7477,1351,7049,960,1504,1006,8.83,-4.44,17.47,-19.88,6.46,-52.49,0.25,-33.57,46_0000650_0000674-reel_begin_end.tiff
4,10660,357,11266,769,10530,1346,10069,961,1504,1006,8.83,-4.39,17.63,-24.33,6.94,-52.25,0.25,-33.62,46_0000650_0000674-reel_begin_end.tiff
5,13668,348,14280,686,13523,1347,13069,964,1504,1006,8.95,-3.96,17.83,-20.31,6.84,-52.3,0.25,-33.77,46_0000650_0000674-reel_begin_end.tiff
6,16687,322,17314,774,16538,1351,16099,964,1504,1006,8.79,-2.7,17.89,-24.57,6.62,-52.49,0.25,-33.77,46_0000650_0000674-reel_begin_end.tiff
7,19718,357,20352,712,19569,1343,19123,964,1504,1006,8.95,-4.39,18.15,-21.57,6.78,-52.11,0.31,-33.77,46_0000650_0000674-reel_begin_end.tiff
8,22724,396,23369,703,22564,1346,22129,963,1504,1006,8.89,-6.28,18.25,-21.14,6.56,-52.25,0.25,-33.72,46_0000650_0000674-reel_begin_end.tiff
9,25759,358,26349,544,25603,1345,25146,964,1504,1006,9.11,-4.44,17.67,-13.44,6.84,-52.2,0.21,-33.77,46_0000650_0000674-reel_begin_end.tiff
10,28781,377,29354,474,28636,1346,28183,963,1504,1006,8.99,-5.36,17.31,-10.06,6.88,-52.25,0.31,-33.72,46_0000650_0000674-reel_begin_end.tiff
11,31799,359,32331,496,31657,1340,31189,964,1504,1006,9.11,-4.49,16.83,-11.12,7.04,-51.96,0.25,-33.77,46_0000650_0000674-reel_begin_end.tiff
12,34812,379,35331,510,34674,1344,34203,965,1504,1006,9.15,-5.46,16.68,-11.8,7.15,-52.15,0.31,-33.81,46_0000650_0000674-reel_begin_end.tiff
